Component,Explained_Variance,Cumulative_Variance
492,0.0018391310097153645,97.56439116807942
493,0.0018290355654227025,97.56622020364485
494,0.001816590711031332,97.56803679435589
495,0.0018082450539253945,97.56984503940981
496,0.001803680344484034,97.5716487197543
497,0.0018003329367225049,97.573449052691
498,0.0017946204355588575,97.57524367312656
499,0.0017715977814112584,97.57701527090798
500,0.0017678686215270908,97.5787831395295
501,0.0017561852596829095,97.58053932478919
502,0.0017500150394760877,97.58228933982866
503,0.0017446984604645782,97.58403403828912
504,0.0017357402210980122,97.58576977851023
505,0.0017313887234096284,97.58750116723364
506,0.0017213408815595745,97.5892225081152
507,0.0016968425402787252,97.59091935065547
508,0.001683199629362724,97.59260255028484
509,0.0016716158937818237,97.59427416617862
510,0.001662761829101833,97.59593692800772
511,0.0016589864981373856,97.59759591450586
512,0.0016459843166818926,97.59924189882253
513,0.001631785722254447,97.60087368454478
514,0.0016285942468724063,97.60250227879166
515,0.0016234428914254193,97.60412572168309
516,0.0016234334817876268,97.60574915516487
517,0.0016234334322465566,97.60737258859713
518,0.0016234334322326029,97.60899602202936
519,0.0016234334322324576,97.61061945546159
520,0.0016234334322315367,97.61224288889382
521,0.001623433432231531,97.61386632232605
522,0.0016234334322315289,97.61548975575828
523,0.0016234334322315289,97.6171131891905
524,0.0016234334322315289,97.61873662262273
525,0.0016234334322315282,97.62036005605496
526,0.0016234334322315276,97.62198348948719
527,0.0016234334322315276,97.62360692291942
528,0.0016234334322315276,97.62523035635165
529,0.0016234334322315276,97.62685378978388
530,0.0016234334322315276,97.62847722321611
531,0.001623433432231527,97.63010065664834
532,0.001623433432231527,97.63172409008057
533,0.001623433432231527,97.63334752351281
534,0.0016234334322315263,97.63497095694504
535,0.0016234334322315263,97.63659439037727
536,0.0016234334322315263,97.6382178238095
537,0.0016234334322315263,97.63984125724173
538,0.0016234334322315263,97.64146469067396
539,0.0016234334322315263,97.64308812410619
540,0.0016234334322315263,97.64471155753841
541,0.0016234334322315263,97.64633499097064
542,0.0016234334322315263,97.64795842440287
543,0.0016234334322315263,97.6495818578351
544,0.0016234334322315263,97.65120529126733
545,0.0016234334322315263,97.65282872469956
546,0.0016234334322315263,97.65445215813179
547,0.0016234334322315263,97.65607559156402
548,0.0016234334322315263,97.65769902499625
549,0.0016234334322315263,97.65932245842848
550,0.0016234334322315263,97.6609458918607
551,0.0016234334322315263,97.66256932529294
552,0.0016234334322315263,97.66419275872516
553,0.0016234334322315263,97.6658161921574
554,0.0016234334322315254,97.66743962558962
555,0.0016234334322315254,97.66906305902185
556,0.0016234334322315254,97.67068649245408
557,0.0016234334322315254,97.67230992588631
558,0.0016234334322315254,97.67393335931854
559,0.0016234334322315254,97.67555679275077
560,0.0016234334322315254,97.677180226183
561,0.0016234334322315254,97.67880365961523
562,0.0016234334322315254,97.68042709304746
563,0.0016234334322315254,97.68205052647969
564,0.0016234334322315254,97.68367395991191
565,0.0016234334322315254,97.68529739334414
566,0.0016234334322315245,97.68692082677639
567,0.0016234334322315245,97.68854426020862
568,0.0016234334322315245,97.69016769364084
569,0.0016234334322315245,97.69179112707307
570,0.0016234334322315245,97.6934145605053
571,0.0016234334322315245,97.69503799393753
572,0.0016234334322315245,97.69666142736976
573,0.0016234334322315245,97.69828486080199
574,0.0016234334322315245,97.69990829423422
575,0.0016234334322315245,97.70153172766645
576,0.0016234334322315245,97.70315516109868
577,0.0016234334322315245,97.70477859453091
578,0.0016234334322315245,97.70640202796314
579,0.0016234334322315245,97.70802546139537
580,0.0016234334322315245,97.7096488948276
581,0.0016234334322315245,97.71127232825982
582,0.0016234334322315245,97.71289576169205
583,0.0016234334322315245,97.71451919512428
584,0.0016234334322315245,97.71614262855651
585,0.0016234334322315245,97.71776606198874
586,0.0016234334322315245,97.71938949542097
587,0.0016234334322315245,97.7210129288532
588,0.0016234334322315245,97.72263636228543
589,0.0016234334322315245,97.72425979571766
590,0.0016234334322315245,97.72588322914989
591,0.0016234334322315239,97.72750666258212
592,0.0016234334322315239,97.72913009601434
593,0.0016234334322315239,97.73075352944657
594,0.0016234334322315239,97.7323769628788
595,0.0016234334322315239,97.73400039631103
596,0.0016234334322315239,97.73562382974326
597,0.0016234334322315239,97.7372472631755
598,0.0016234334322315239,97.73887069660773
599,0.0016234334322315239,97.74049413003996
600,0.0016234334322315239,97.74211756347219
601,0.0016234334322315239,97.74374099690442
602,0.0016234334322315239,97.74536443033665
603,0.0016234334322315239,97.74698786376888
604,0.0016234334322315239,97.74861129720111
605,0.0016234334322315239,97.75023473063334
606,0.0016234334322315239,97.75185816406557
607,0.0016234334322315239,97.7534815974978
608,0.0016234334322315239,97.75510503093003
609,0.0016234334322315239,97.75672846436225
610,0.0016234334322315239,97.75835189779448
611,0.0016234334322315239,97.75997533122671
612,0.0016234334322315239,97.76159876465894
613,0.0016234334322315239,97.76322219809117
614,0.0016234334322315239,97.7648456315234
615,0.0016234334322315239,97.76646906495563
616,0.0016234334322315239,97.76809249838786
617,0.0016234334322315239,97.76971593182009
618,0.0016234334322315239,97.77133936525232
619,0.0016234334322315239,97.77296279868455
620,0.0016234334322315232,97.77458623211677
621,0.0016234334322315232,97.776209665549
622,0.0016234334322315232,97.77783309898123
623,0.0016234334322315232,97.77945653241346
624,0.0016234334322315232,97.78107996584569
625,0.0016234334322315232,97.78270339927792
626,0.0016234334322315232,97.78432683271015
627,0.0016234334322315232,97.78595026614238
628,0.0016234334322315232,97.78757369957461
629,0.0016234334322315232,97.78919713300684
630,0.0016234334322315232,97.79082056643908
631,0.0016234334322315232,97.79244399987131
632,0.0016234334322315232,97.79406743330354
633,0.0016234334322315232,97.79569086673577
634,0.0016234334322315232,97.797314300168
635,0.0016234334322315232,97.79893773360023
636,0.0016234334322315232,97.80056116703246
637,0.0016234334322315232,97.80218460046468
638,0.0016234334322315232,97.80380803389691
639,0.0016234334322315232,97.80543146732914
640,0.0016234334322315232,97.80705490076137
641,0.0016234334322315232,97.8086783341936
642,0.0016234334322315232,97.81030176762583
643,0.0016234334322315232,97.81192520105806
644,0.0016234334322315232,97.81354863449029
645,0.0016234334322315232,97.81517206792252
646,0.0016234334322315232,97.81679550135475
647,0.0016234334322315232,97.81841893478698
648,0.0016234334322315232,97.8200423682192
649,0.0016234334322315232,97.82166580165143
650,0.0016234334322315232,97.82328923508366
651,0.0016234334322315232,97.82491266851589
652,0.0016234334322315232,97.82653610194812
653,0.0016234334322315232,97.82815953538035
654,0.0016234334322315232,97.82978296881258
655,0.0016234334322315232,97.83140640224481
656,0.0016234334322315232,97.83302983567704
657,0.0016234334322315232,97.83465326910927
658,0.0016234334322315224,97.8362767025415
659,0.0016234334322315224,97.83790013597373
660,0.0016234334322315224,97.83952356940596
661,0.0016234334322315224,97.8411470028382
662,0.0016234334322315224,97.84277043627043
663,0.0016234334322315224,97.84439386970266
664,0.0016234334322315224,97.84601730313489
665,0.0016234334322315224,97.84764073656712
666,0.0016234334322315224,97.84926416999934
667,0.0016234334322315224,97.85088760343157
668,0.0016234334322315224,97.8525110368638
669,0.0016234334322315224,97.85413447029603
670,0.0016234334322315224,97.85575790372826
671,0.0016234334322315224,97.85738133716049
672,0.0016234334322315224,97.85900477059272
673,0.0016234334322315224,97.86062820402495
674,0.0016234334322315224,97.86225163745718
675,0.0016234334322315224,97.8638750708894
676,0.0016234334322315224,97.86549850432164
677,0.0016234334322315224,97.86712193775386
678,0.0016234334322315224,97.8687453711861
679,0.0016234334322315224,97.87036880461832
680,0.0016234334322315224,97.87199223805055
681,0.0016234334322315224,97.87361567148278
682,0.0016234334322315224,97.87523910491501
683,0.0016234334322315224,97.87686253834724
684,0.0016234334322315224,97.87848597177947
685,0.0016234334322315224,97.8801094052117
686,0.0016234334322315224,97.88173283864393
687,0.0016234334322315224,97.88335627207616
688,0.0016234334322315224,97.88497970550839
689,0.0016234334322315224,97.88660313894061
690,0.0016234334322315224,97.88822657237284
691,0.0016234334322315224,97.88985000580507
692,0.0016234334322315224,97.8914734392373
693,0.0016234334322315217,97.89309687266953
694,0.0016234334322315217,97.89472030610177
695,0.0016234334322315217,97.896343739534
696,0.0016234334322315217,97.89796717296623
697,0.0016234334322315217,97.89959060639846
698,0.0016234334322315217,97.90121403983069
699,0.0016234334322315217,97.90283747326292
700,0.0016234334322315217,97.90446090669515
701,0.0016234334322315217,97.90608434012738
702,0.0016234334322315217,97.90770777355961
703,0.0016234334322315217,97.90933120699184
704,0.0016234334322315217,97.91095464042407
705,0.0016234334322315217,97.9125780738563
706,0.0016234334322315217,97.91420150728852
707,0.0016234334322315217,97.91582494072075
708,0.0016234334322315217,97.91744837415298
709,0.0016234334322315215,97.91907180758521
710,0.0016234334322315215,97.92069524101744
711,0.0016234334322315215,97.92231867444967
