,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_LOG_G,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,S_RADIUS_EST,S_RA_H,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_ESI,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
S_MASS,,,,,0.08091322035455961,-0.19106370169477407,0.2522760457996998,-0.061918858124632006,-0.012032223260437323,0.07615854526280122,-0.08583305049988235,0.007627936217721096,,,,,,,,,-0.1158355314326142,,,,-0.005438527851627924,0.0015381120602335084,-0.16647553886737437,0.16510128629108325,-0.057547591202588275,0.0336372417074491,0.15066770714659417,0.07840571456488726,-0.10214025938728809,1.0,-0.2820077778284322,0.2698284046351684,0.5690034845691235,-0.2871063594114137,0.2353274458614208,,,,0.5834731933641658,-0.07622721491455643,0.07046614849779541,-0.5079907438862179,,0.025446496367870167,0.029598490151853986,0.015892530705631455,0.026532753162077056,0.08448287864725817,0.09153668606355789,0.09408712571152276,0.17877950130467327,0.1679859449623582,0.19564272169292188,0.574147672057204,-0.005438528531431798,0.5986062930377214,0.6276779012164564,0.6263026523106385,0.6276749038906737,0.6263027268009976,0.6275592323739956,0.6263027268009976,0.6276604152619493,0.6263027268009976,0.6371017135172601,0.5681471437906145,0.5582026642106656,,,-0.10963775761291404,0.2514967502556104,0.09653840427024254,0.025755628612606097
S_MASS_ERROR_MIN,,,,,-0.03901161829574957,0.2067117569404023,-0.2718961615673346,0.09909466356869341,-0.054659766797605355,-0.04441700814938244,0.04277472480871213,-0.07866535872984784,,,,,,,,,-0.0016199376583604973,,,,-0.09318225968382637,-0.11870412421790144,-0.0022582045189655417,-0.2312288734031352,0.1755146493745355,-0.09229594865668307,0.006197697033484546,0.2983968200686712,-0.26440301350881656,-0.2820077778284322,1.0,-0.7957324583385779,-0.2624682977591908,0.3478010398995272,-0.32284689727786975,,,,-0.22447472708698898,0.23514213000987202,-0.2476531130936591,0.2142174446048045,,-0.06310517356108973,-0.0737616529370075,-0.06636762049468992,-0.06595042144006719,-0.034694445345992544,-0.036244417981588985,-0.04173157155966316,-0.09577721563097318,-0.09594672995692866,-0.09063397109414635,-0.26446793579287314,-0.09318226221777863,-0.27077231715752204,-0.2933970232934604,-0.2932119099046733,-0.29339672542940787,-0.2932119773557195,-0.2933737159313248,-0.2932119773557195,-0.29339596085757297,-0.2932119773557195,-0.29547782717074733,-0.32411162270707017,-0.16302451188075362,,,0.05132753079701361,-0.07994029751211972,-0.03450366823504529,-0.06607844213703318
S_MASS_ERROR_MAX,,,,,0.05869856385141597,-0.204569908436194,0.25340386259821274,-0.10016377394579504,0.034734089308456825,0.046201726331905696,-0.054436236611755326,0.06643622459533101,,,,,,,,,-0.02409636720244771,,,,0.06359670166752569,0.07824968286658886,-0.03546677994003273,0.18102348619611186,-0.18717612674507636,0.10737979644630279,0.03597790276588139,-0.19959278528577565,0.1759883699861872,0.2698284046351684,-0.7957324583385779,1.0,0.2640573465731412,-0.30776474565549977,0.3168248967882954,,,,0.21117209918992047,-0.21459939036364595,0.21813913272848004,-0.22697836027987284,,0.0413269006600447,0.050839100453530565,0.04420926486762297,0.04501496512861387,0.050856830436994044,0.05112961626935863,0.0573009743745119,0.09541101460357432,0.09388506384262967,0.09215165224984417,0.2659781985691188,0.06359670327530567,0.25374494524882,0.29484258104616345,0.29364187662236524,0.29484316903736096,0.29364195459712245,0.29484267459806174,0.29364195459712245,0.2948476831419731,0.29364195459712245,0.2975770338205332,0.3213596418939002,0.20447383373061137,,,-0.08615879600308657,0.12734021818617786,0.05896383152211557,0.044766337202265645
S_RADIUS,,,,,0.15229385682417923,-0.26745582525528333,0.2726637657235974,-0.06631617255572489,0.008091575415672004,0.06081240661614624,-0.0714229637638239,0.06888131864491923,,,,,,,,,-0.12035632375008141,,,,0.0020161359414537392,-0.0051872681760578515,-0.22707087139307353,0.22956492059410022,-0.07835241264155121,0.06656195686751755,0.12872524119534826,0.08922400021217253,-0.11110178943524097,0.5690034845691235,-0.2624682977591908,0.2640573465731412,1.0,-0.43715442720521197,0.27660572974396974,,,,0.6283352221060461,-0.0038113899478380226,0.05341589424876431,-0.7644230259260034,,0.051464636685090964,0.05666758047876122,0.05020645083915752,0.05097703469101805,0.1805606149604988,0.18218515788859815,0.17206433654622974,0.31195452362170284,0.3058479588982404,0.32505612310051496,0.9744609781456738,0.0020161359046206684,0.8182351696921686,0.8692360661699742,0.878044399366957,0.8692357663013274,0.8780444736467342,0.8692120551404261,0.8780444736467342,0.869235223373113,0.8780444736467342,0.8623598529716837,0.5365935680816016,0.3509826495244108,,,-0.1388747970904354,0.2697621512835663,0.12578991624667268,0.05050209099002167
S_RADIUS_ERROR_MIN,,,,,-0.002852593319531866,0.31174434207132484,-0.3149604073081138,0.16142608769389058,-0.07373800107113816,-0.01672733112381793,0.017793150629648688,-0.1434763323320342,,,,,,,,,0.1380391920483829,,,,-0.15624672267186815,-0.20226894142061902,-0.10237839231701347,-0.4000989450675886,0.18045929549204345,-0.1477435169818159,-0.0742874425868585,0.12166978588178126,-0.09872135810159592,-0.2871063594114137,0.3478010398995272,-0.30776474565549977,-0.43715442720521197,1.0,-0.5654887787030903,,,,-0.36205627263840123,0.26013131644929105,-0.314594717347013,0.3943250439983198,,-0.06586092315458983,-0.07699071660511081,-0.06634537603456138,-0.06564484577870715,-0.13398784222080903,-0.13408184463801107,-0.11720176342128721,-0.20458770848568997,-0.212048148210832,-0.18726527526129738,-0.42506743052390017,-0.15624672499831055,-0.45484538351618176,-0.4455654143009272,-0.44410423669725985,-0.44556438527692327,-0.4441042222294338,-0.44552569107502055,-0.4441042222294338,-0.4455593424995056,-0.4441042222294338,-0.4475858234142893,-0.30189875385492637,-0.1567020585755575,,,-0.009449053128969789,0.08403344660057314,0.06518421562215675,-0.06669315735747504
S_RADIUS_ERROR_MAX,,,,,0.015000480401956071,-0.3126841768295411,0.4175749483813136,-0.17415277202913784,0.08897613522810927,0.03989055005624212,-0.03527182990663768,0.13075231833145934,,,,,,,,,-0.20464019974213515,,,,0.181224621908013,0.26203704451611015,0.21643328327565148,0.5000506425556859,-0.2635186594498525,0.1846059348348689,0.0857874183215543,-0.1611037289528878,0.13399609506857146,0.2353274458614208,-0.32284689727786975,0.3168248967882954,0.27660572974396974,-0.5654887787030903,1.0,,,,0.33248075816053163,-0.49620629849943576,0.2738055739581632,-0.23559532781938436,,0.06831153914194665,0.08354281815568199,0.07172101045138594,0.06829587564949278,0.1356178650066236,0.14582096189161217,0.1323397812709072,0.17735191745312076,0.187388154212032,0.1550600532595872,0.27807527353559786,0.1812246251677024,0.28559815342986206,0.31730829702359087,0.3165892257950986,0.3173073291243083,0.3165894407306037,0.3172427985777227,0.3165894407306037,0.31730474227298316,0.3165894407306037,0.3209298340940513,0.337610777491322,0.1330531403458374,,,0.02503341656665983,-0.16708993493192775,-0.11851013309126582,0.06972360228526915
S_AGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S_AGE_ERROR_MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S_AGE_ERROR_MAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S_TEMPERATURE,,,,,0.090303165342908,-0.24442691585937792,0.31127216076757225,0.005924832091245816,0.03122182711327635,0.031733994994631705,-0.044648216969005526,0.04289018020910524,,,,,,,,,-0.11787935863947323,,,,0.054941606618403915,0.006855268321137778,-0.0730305412896215,0.32617282273377796,-0.17888476110737303,0.13653190882727714,0.1007696087624409,-0.025357071645604426,-0.0071026673762856415,0.5834731933641658,-0.22447472708698898,0.21117209918992047,0.6283352221060461,-0.36205627263840123,0.33248075816053163,,,,1.0,-0.13511765688474575,0.14647148659734743,-0.6150817705890733,,0.05056811430162533,0.0477982335241748,0.04768546075355987,0.05141081700545426,0.14127936399908045,0.16127175355832216,0.12270736006771535,0.2568568556237004,0.2626557263813962,0.25373861905525996,0.6318307732450941,0.05494160528283535,0.6331787186184106,0.6741970597494494,0.6700418684636542,0.6741911137163941,0.6700420958412171,0.6739657054616837,0.6700420958412171,0.6741623174264166,0.6700420958412171,0.6792256034124724,0.6232326155362,0.3085493253666059,,,0.01128408299720253,0.09435820655224678,0.054179927108504264,0.05155343211411341
S_TEMPERATURE_ERROR_MIN,,,,,0.0008097429818582964,0.23741491241168325,-0.31058711622945673,0.2526059691766029,-0.054750664265415465,-0.031850878061909234,0.03668427561561448,0.00192976317457884,,,,,,,,,0.249280763872552,,,,-0.2114388731756863,-0.23846413554088997,-0.362833315907149,-0.45717198730472686,0.22399688284408104,-0.13979580777511777,0.012908239003858808,0.27526619038369815,-0.2224334568623255,-0.07622721491455643,0.23514213000987202,-0.21459939036364595,-0.0038113899478380226,0.26013131644929105,-0.49620629849943576,,,,-0.13511765688474575,1.0,-0.7191281481570135,-0.051840995963050786,,-0.006646810818824709,-0.015598724383001958,-0.008906271697722765,-0.00612182154020462,-0.07071557148961084,-0.07610489214938163,-0.06747908265779133,-0.11651325536448166,-0.12998373848266748,-0.089936878515085,-0.0011506533047992964,-0.211438878218879,-0.013663387098888377,-0.024822011074121575,-0.02628556032525253,-0.024819397965379384,-0.026285756318182276,-0.02472242239082577,-0.026285756318182276,-0.024806243303057952,-0.026285756318182276,-0.02774474073374462,-0.13805584093982076,0.026735045617113123,,,-0.09240852297818435,0.22801630599700154,0.1132240934590806,-0.00765186057910681
S_TEMPERATURE_ERROR_MAX,,,,,-0.00017015621065659718,-0.17373304261204506,0.1929433144319202,-0.1670474052056255,0.02608201349681024,0.017771664079036464,-0.0229706596791092,-0.02497632413779012,,,,,,,,,-0.11597973206121293,,,,0.17879548970834971,0.1556398397145547,0.2937985204104333,0.3732942828844152,-0.2216632636332444,0.16082780566919466,-0.06321287613812017,-0.31173874432787885,0.24625464153766818,0.07046614849779541,-0.2476531130936591,0.21813913272848004,0.05341589424876431,-0.314594717347013,0.2738055739581632,,,,0.14647148659734743,-0.7191281481570135,1.0,-0.03221932515475668,,-0.013471466876492076,-0.009205384329741393,-0.010488124910394761,-0.014986310637430287,0.06757063897491138,0.06875783985787337,0.058607718312006084,0.13964803062324135,0.1514045163008124,0.11571195228110083,0.05100020405033217,0.1787954925052897,0.05623803586788976,0.05586796487076715,0.05779559270660798,0.05586537575767517,0.057795655042588004,0.05578097905565651,0.057795655042588004,0.05585147129919839,0.057795655042588004,0.058881272950036055,0.13425831823953627,-0.044492976996238665,,,0.08747859578705873,-0.16345977379916862,-0.06719418499039981,-0.013680021109538023
S_LOG_G,,,,,-0.13848731249037027,0.23494286381340077,-0.25749083585746163,0.016473887320627,-0.00013676435866062146,-0.050198355515592215,0.056031038563806125,-0.03655644659676548,,,,,,,,,0.08273069305361914,,,,0.04113590955223811,0.07899603240397297,0.27659650743185066,-0.1333356836226305,0.006272861668761407,-0.00576192897241376,-0.13006926559839405,-0.1364995861129977,0.14828982509430608,-0.5079907438862179,0.2142174446048045,-0.22697836027987284,-0.7644230259260034,0.3943250439983198,-0.23559532781938436,,,,-0.6150817705890733,-0.051840995963050786,-0.03221932515475668,1.0,,-0.028270050958852797,-0.03681044994160463,-0.027921192892756654,-0.02690210784614716,-0.13284725328518687,-0.13831461686285357,-0.1302575555246196,-0.24570089468489684,-0.23803360779574975,-0.25991892915661957,-0.7849343484173774,0.0411359112338466,-0.7230314311866122,-0.7651354276267589,-0.7671810947920708,-0.7651354568685874,-0.7671810379902231,-0.7651243267060771,-0.7671810379902231,-0.7651367835383083,-0.7671810379902231,-0.7581155996296516,-0.43409059455287785,-0.3461382450059153,,,0.13416709598638857,-0.2768500700968079,-0.12741825993744801,-0.02613616719386173
P_HILL_SPHERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P_DISTANCE,,,,,0.27351414782214223,-0.08400853633458026,0.07498249877137489,-0.03929356957004237,0.7043157871762229,-0.3148662973307509,0.2978386375403957,0.41812434202677,,,,,,,,,0.22711920488198958,,,,0.05174931835334616,0.09626188277664231,-0.017510164361437944,0.09706503535719001,-0.06346927919357238,0.05895855750520189,-0.03638777988335566,-0.05616677219763202,0.06221625905014589,0.025446496367870167,-0.06310517356108973,0.0413269006600447,0.051464636685090964,-0.06586092315458983,0.06831153914194665,,,,0.05056811430162533,-0.006646810818824709,-0.013471466876492076,-0.028270050958852797,,1.0,0.8923219387991238,0.9214916292727999,0.988250343002663,-0.3241748810110279,-0.32816510822528316,-0.31863188811620674,-0.4473146893445536,-0.4474265402703008,-0.44457554176818065,0.051562746256506774,0.051749319803182044,0.06219317559354968,0.06772275197567888,0.06778873381900191,0.06772345182153416,0.06778883544963923,0.067728952638426,0.06778883544963923,0.06772846042527063,0.06778883544963923,0.06961985012389237,0.0737334246010868,0.022218822638054775,,,0.08454742906165595,-0.05469509118742936,-0.05279085773642522,0.9891310296726759
P_PERIASTRON,,,,,0.26950906921228907,-0.08805105399355376,0.08240529780434402,-0.05206529036119621,0.6868962951810369,-0.29000946980353703,0.27417328836764915,0.4229706509189942,,,,,,,,,0.21765904595321744,,,,0.05619303519799742,0.10675412448474758,-0.026738558228489067,0.10231101842223657,-0.05998801850742638,0.05378432547273241,-0.03525392100338392,-0.06780849484617671,0.07322213027916631,0.029598490151853986,-0.0737616529370075,0.050839100453530565,0.05666758047876122,-0.07699071660511081,0.08354281815568199,,,,0.0477982335241748,-0.015598724383001958,-0.009205384329741393,-0.03681044994160463,,0.8923219387991238,1.0,0.8546403282327951,0.8957243030363459,-0.3323696109338225,-0.3333773242743244,-0.32142255206993225,-0.46166300562524804,-0.45928208910460916,-0.46066953871302535,0.0570021937930192,0.05619303691980109,0.06929626407376295,0.07643011629186865,0.07442025550400695,0.07643087583592512,0.07442036693908158,0.07643764929310841,0.07442036693908158,0.07643623034347236,0.07442036693908158,0.07821448351304791,0.08448836509611471,0.022910370340754646,,,0.117439525360511,-0.04734031930332671,-0.04650842179348509,0.8994298397355406
P_APASTRON,,,,,0.28391080489931353,-0.09056062020244261,0.08045619832327962,-0.03576001023490479,0.7298074270763335,-0.326848973035146,0.31165732213003006,0.4267009867178447,,,,,,,,,0.2303879511880385,,,,0.05040150739057405,0.10325002824337622,-0.014277087249765872,0.10230267818091766,-0.06525404453467186,0.06241714290755204,-0.02942700331984229,-0.0624757120040011,0.07423356687611476,0.015892530705631455,-0.06636762049468992,0.04420926486762297,0.05020645083915752,-0.06634537603456138,0.07172101045138594,,,,0.04768546075355987,-0.008906271697722765,-0.010488124910394761,-0.027921192892756654,,0.9214916292727999,0.8546403282327951,1.0,0.9200472779638859,-0.3228880287255426,-0.3273788109865588,-0.3219482141703539,-0.447297573985934,-0.44672410234585075,-0.4447784774037939,0.0512180423464873,0.05040150860237349,0.06091039564928939,0.06417570205961028,0.0642274449219682,0.06417641663601861,0.06422753769252183,0.06418367356822618,0.06422753769252183,0.06418139114133188,0.06422753769252183,0.06618152534901478,0.06878594305307356,0.011020052907985222,,,0.08737953222322557,-0.06159242725167998,-0.06215429059081563,0.9225312858264193
P_DISTANCE_EFF,,,,,0.2741993141919665,-0.08737730375204325,0.07874063746276456,-0.04056796412067021,0.7018313863751557,-0.310225188617685,0.29410993585974954,0.4187298783520856,,,,,,,,,0.2244571489945318,,,,0.051598648954716296,0.10140207953966734,-0.017796855126125027,0.09906154503200869,-0.06347479754222068,0.05765053760389417,-0.03413738477566146,-0.057494728700096503,0.06287000455659779,0.026532753162077056,-0.06595042144006719,0.04501496512861387,0.05097703469101805,-0.06564484577870715,0.06829587564949278,,,,0.05141081700545426,-0.00612182154020462,-0.014986310637430287,-0.02690210784614716,,0.988250343002663,0.8957243030363459,0.9200472779638859,1.0,-0.3256697700153241,-0.3290342727655699,-0.32016866328405685,-0.4491627885409385,-0.4489952537167281,-0.4443118670059994,0.05103763936926486,0.0515986503631857,0.06225651859571598,0.06745205821802662,0.0674880325015566,0.06745275142680625,0.06748813767487276,0.06745765129971393,0.06748813767487276,0.06745775448811196,0.06748813767487276,0.0693726639580456,0.07587356781755204,0.020221857956760035,,,0.08678741501505977,-0.05433468159014723,-0.05551607025645019,0.9997817723765181
P_FLUX,,,,,-0.13698467377767864,-0.054445647527773255,0.055727282984744816,-0.02802270804740984,-0.32894955237663914,0.1559661013863269,-0.15287453532959552,-0.24377876809707363,,,,,,,,,-0.21882831259492716,,,,0.045504963654890845,0.07132810294710266,0.08151624723744236,0.18254873623319742,-0.10278728445307996,0.08280911426271244,0.05737334147820108,-0.014973105639412175,-0.020809188233765267,0.08448287864725817,-0.034694445345992544,0.050856830436994044,0.1805606149604988,-0.13398784222080903,0.1356178650066236,,,,0.14127936399908045,-0.07071557148961084,0.06757063897491138,-0.13284725328518687,,-0.3241748810110279,-0.3323696109338225,-0.3228880287255426,-0.3256697700153241,1.0,0.9184425637231912,0.8881399019205933,0.552287283502589,0.550502147187525,0.5468768947906676,0.17547899251560212,0.045504962408028246,0.1584429748766757,0.17301488958808503,0.17588226658916925,0.17301552796110362,0.1758824166368539,0.17301923737314603,0.1758824166368539,0.17302026279846863,0.1758824166368539,0.16917512189345174,0.13777116489033298,0.07449835851705165,,,-0.18521028440783996,-0.07489457620941221,0.056190774185856024,-0.32614630147891854
P_FLUX_MIN,,,,,-0.1390160889935583,-0.049208732151241996,0.053010927321010724,-0.015113531427502715,-0.3288287994380792,0.15656196969928002,-0.15332960411142832,-0.24763842923980633,,,,,,,,,-0.215656608409575,,,,0.03952042326291603,0.0657463334784554,0.08738827480627204,0.185312930637643,-0.11347301830928726,0.09498401391962391,0.05976688550221143,-0.019347142486318934,-0.018744632344354015,0.09153668606355789,-0.036244417981588985,0.05112961626935863,0.18218515788859815,-0.13408184463801107,0.14582096189161217,,,,0.16127175355832216,-0.07610489214938163,0.06875783985787337,-0.13831461686285357,,-0.32816510822528316,-0.3333773242743244,-0.3273788109865588,-0.3290342727655699,0.9184425637231912,1.0,0.8212094887866538,0.5548135180745455,0.5541539402858933,0.543396869862478,0.17960705355093817,0.03952042208839762,0.16708697182631915,0.18446228006099608,0.1872344997001785,0.18446265439020137,0.18723464025278244,0.18445988870425448,0.18723464025278244,0.18446583326076377,0.18723464025278244,0.18063669535595245,0.15521320295842173,0.07089352233403265,,,-0.16156166067888184,-0.08308253761175005,0.07061335452199927,-0.32917955844958763
P_FLUX_MAX,,,,,-0.14298170666020196,-0.06254323295901132,0.0675970322547153,-0.013754891912346816,-0.3227305859729179,0.15257954968200788,-0.1495675312607213,-0.23447199395187793,,,,,,,,,-0.19531575119517075,,,,0.03146088683424774,0.06327634864146406,0.0595223788606545,0.16563718495101515,-0.09058887843358351,0.06899331782286842,0.051560067334109734,-0.011221078602053437,-0.019831351713369087,0.09408712571152276,-0.04173157155966316,0.0573009743745119,0.17206433654622974,-0.11720176342128721,0.1323397812709072,,,,0.12270736006771535,-0.06747908265779133,0.058607718312006084,-0.1302575555246196,,-0.31863188811620674,-0.32142255206993225,-0.3219482141703539,-0.32016866328405685,0.8881399019205933,0.8212094887866538,1.0,0.5479148612196969,0.545075736094152,0.5489424945808511,0.1705029072265606,0.031460886359713,0.15298385291984373,0.1685918145250845,0.17140677287519254,0.1685926161196312,0.17140692951898726,0.1685998904129326,0.17140692951898726,0.16859833837425545,0.17140692951898726,0.16513608599409138,0.12999230612068458,0.0715230913682912,,,-0.20949621590746675,-0.06364092000523092,0.054054091964038646,-0.32116882292016863
P_TEMP_EQUIL,,,,,-0.1724797257979126,-0.0908200041001641,0.0938043860219004,0.008988585151520144,-0.4219931150054839,0.22620936111338896,-0.22027640336601598,-0.34379122907270393,,,,,,,,,-0.3050262088838144,,,,0.021216056129229947,0.07404197318664534,0.1331179035207426,0.2609034872567331,-0.17122657871772073,0.1442260889554797,0.060776193855768976,-0.028983872927025388,0.0019740931287348914,0.17877950130467327,-0.09577721563097318,0.09541101460357432,0.31195452362170284,-0.20458770848568997,0.17735191745312076,,,,0.2568568556237004,-0.11651325536448166,0.13964803062324135,-0.24570089468489684,,-0.4473146893445536,-0.46166300562524804,-0.447297573985934,-0.4491627885409385,0.552287283502589,0.5548135180745455,0.5479148612196969,1.0,0.9895214862300958,0.9701601319082086,0.30896337202084656,0.021216056557917626,0.27099295065342877,0.32460730763441914,0.32466923293524436,0.3246068229758717,0.32466940454606147,0.3245793956598844,0.32466940454606147,0.32460488163550005,0.32466940454606147,0.3219630351043155,0.23099911073996332,0.10637664557275506,,,-0.14445913776372113,-0.0020683613153162283,0.10873102340566246,-0.44953081543195494
P_TEMP_EQUIL_MIN,,,,,-0.17555175826100983,-0.08979503860173461,0.09577377753909193,0.007660661378734188,-0.4180271069275964,0.2250889182864605,-0.21915908154013924,-0.33695518433503013,,,,,,,,,-0.3061653691323481,,,,0.03316659444983883,0.08987317933301624,0.14970206031004843,0.2770994962182638,-0.18116005007163938,0.15202486670013676,0.05610960314096373,-0.039756384680150754,0.011509042361075233,0.1679859449623582,-0.09594672995692866,0.09388506384262967,0.3058479588982404,-0.212048148210832,0.187388154212032,,,,0.2626557263813962,-0.12998373848266748,0.1514045163008124,-0.23803360779574975,,-0.4474265402703008,-0.45928208910460916,-0.44672410234585075,-0.4489952537167281,0.550502147187525,0.5541539402858933,0.545075736094152,0.9895214862300958,1.0,0.9536601744133281,0.30464799363521866,0.03316659525226586,0.2683281485627164,0.31741084145938514,0.31744471548462055,0.3174102202961594,0.3174448930701367,0.3173783293203587,0.3174448930701367,0.3174075393880599,0.3174448930701367,0.31497527892910704,0.23346876872116912,0.09296788957933598,,,-0.12960360681484834,-0.023155494209251927,0.09490316872267328,-0.4489626105948215
P_TEMP_EQUIL_MAX,,,,,-0.16605554998435487,-0.09375876421829735,0.09511227543241525,0.018467882477955253,-0.4225707643048645,0.2271381197758757,-0.22176918969738352,-0.3435695854759315,,,,,,,,,-0.2937807691150869,,,,0.006995445741390029,0.052587928489426734,0.0911895591374285,0.22707204787635515,-0.1433948664890186,0.12296909712696477,0.06546353500530837,-0.01140733307452129,-0.012548986339459308,0.19564272169292188,-0.09063397109414635,0.09215165224984417,0.32505612310051496,-0.18726527526129738,0.1550600532595872,,,,0.25373861905525996,-0.089936878515085,0.11571195228110083,-0.25991892915661957,,-0.44457554176818065,-0.46066953871302535,-0.4447784774037939,-0.4443118670059994,0.5468768947906676,0.543396869862478,0.5489424945808511,0.9701601319082086,0.9536601744133281,1.0,0.32235332451854565,0.006995445456552918,0.2777447540693084,0.3336873762536508,0.3334983838398665,0.3336870885311533,0.3334985572016021,0.333664840237345,0.3334985572016021,0.3336862986558096,0.3334985572016021,0.3309058387637528,0.22318781000923132,0.12120523585540786,,,-0.17539627382267298,0.03467524154979377,0.12115535146441048,-0.44642438054709155
S_RADIUS_EST,,,,,0.15451522418686478,-0.2709156504729735,0.27797972933924686,-0.06623632548082041,0.00743525779050444,0.061483576601511165,-0.07196738028675291,0.0734605847401601,,,,,,,,,-0.11969194840000379,,,,0.001971140297674634,0.0032143701529669887,-0.22467048814546686,0.2279038337058587,-0.07221525859223556,0.06118585619678921,0.13234519712491147,0.09536298415567833,-0.1148392184216609,0.574147672057204,-0.26446793579287314,0.2659781985691188,0.9744609781456738,-0.42506743052390017,0.27807527353559786,,,,0.6318307732450941,-0.0011506533047992964,0.05100020405033217,-0.7849343484173774,,0.051562746256506774,0.0570021937930192,0.0512180423464873,0.05103763936926486,0.17547899251560212,0.17960705355093817,0.1705029072265606,0.30896337202084656,0.30464799363521866,0.32235332451854565,1.0,0.0019711398673686923,0.8231984012670674,0.8795202570007563,0.8886370757105815,0.8795202083702425,0.8886371485317425,0.8795046640584164,0.8886371485317425,0.8795209787658648,0.8886371485317425,0.8723322711765669,0.5388775700469189,0.35439406412667473,,,-0.14441077239910513,0.27795974538481233,0.12430305516849773,0.05056752638652489
S_RA_H,,,,,-0.08451708102939433,-0.013567070387581589,0.0007068940261943524,-0.1582719224825063,0.07747574159023117,0.04360438673890963,-0.05491249609404676,0.12587694743679761,,,,,,,,,-0.03007970178171038,,,,0.9999999999999937,0.3393458650341669,0.2871604280362523,0.2904743328963087,-0.2016315143530416,0.17461541968704533,0.0010298718785563665,-0.1925711272422352,0.17541580457521508,-0.005438528531431798,-0.09318226221777863,0.06359670327530567,0.0020161359046206684,-0.15624672499831055,0.1812246251677024,,,,0.05494160528283535,-0.211438878218879,0.1787954925052897,0.0411359112338466,,0.051749319803182044,0.05619303691980109,0.05040150860237349,0.0515986503631857,0.045504962408028246,0.03952042208839762,0.031460886359713,0.021216056557917626,0.03316659525226586,0.006995445456552918,0.0019711398673686923,1.0,-0.0017329395963003756,-0.00977580959308697,-0.008756130007611608,-0.009776190094000221,-0.008755997012910305,-0.009799057207387062,-0.008755997012910305,-0.009777317172098043,-0.008755997012910305,-0.00829511040010975,0.08674825215057115,-0.04301262621821705,,,0.13019893782210507,-0.29900586681408337,-0.13255170526633017,0.05326387890181806
