pl_rade,pl_bmasse,pl_eqt,pl_orbper,pl_dens
19.83989584,298.7587026,1763.0,2.1225735,0.038256250409316926
3.51,26.0,1860.0,1.1947268,0.6012457210093595
3.03,13.8,805.0,10.695264,0.4960794089407962
10.95117414,287.3168799,944.2,11.9126075,0.21876562758513868
11.1529358,203.4101805,1259.0,8.001968,0.14662400513832216
14.36991326,502.1688831,1688.0,3.5315902,0.16923389817950102
16.47720163,278.0998561,747.0,30.033302,0.062165638077443894
0.994,2.31,603.1,11.30717,2.352083994886655
1.874,18.1,496.8,20.225528,2.7502350666937105
9.97599282,50.85254512,842.0,17.10197,0.051220558558502334
10.08808263,508.5254512,944.2,2.99432,0.49532106877712767
11.2089807,1900.613874,799.0,22.65398,1.3495703586296512
1.504,3.49,1478.0,1.0528573,1.0258454066656715
2.451,7.27,544.0,21.064302,0.49374700821700307
16.11851425,394.1072247,1689.0,3.3312029,0.09411078018866484
8.60849718,71.51139158,1091.0,4.0197517,0.11209679732153945
10.83908434,206.5884646,1000.0,5.1750073,0.16222892155239618
10.42435205,2955.804185,860.0,13.33668,2.6093266506982515
6.81,56.64,885.0,4.31361,0.17934195882663895
11.72459381,1830.691624,624.0,5.4693827,1.1358520783060115
1.559,3.37,1378.0,1.273099,0.8893885935562929
12.25141591,235.1930212,1426.0,4.6612061,0.12789853808697857
11.48920522,624.8506482,889.7,2.13570304,0.4120085836514854
2.86,15.6,449.0,3.0766891,0.6668474564215188
9.86390302,953.485221,1080.0,8.275479,0.9934993441565849
15.02003414,294.6269333,1571.6,5.842641,0.08694801785900509
10.36830715,105.8368595,1534.0,4.3474032,0.09495402568134657
1.52,2.68,458.0,7.397225,0.7631396705059046
2.363,4.8,519.0,15.66858,0.36378942674235465
9.60609646,124.906564,414.0,69.33684,0.14091084906568369
11.24,222.0,400.0,106.14468,0.15633421625640587
2.83,13.31,1509.4,3.73659,0.5872442173100093
12.1393261,766.6021177,1134.0,11.23479,0.42853498253875516
11.14172682,1531.932922,1595.0,10.655669,1.1075981754048232
6.06,34.62,1443.0,3.738252,0.1555640320428475
2.74,317.83,944.2,4.93777,15.45052351816339
11.2089807,203.4101805,1100.0,7.18585,0.14443562366961185
8.67575106,26.69758619,944.2,23.2856,0.04088375257671183
10.13291855,208.8132634,944.2,49.2519,0.20070325943059109
11.54525012,743.7184724,636.0,64.5949,0.48327967474174166
11.25381662,415.401728,338.0,94.1022,0.29145317888791755
10.92875618,63.88350981,1352.0,5.983944,0.04894141906644433
7.16253867,43.86032017,1027.0,18.38818,0.11936331137520335
13.64132951,260.6192937,1431.0,2.9887615,0.10266832218977306
17.37392009,200.2318964,2410.0,3.39775,0.03818034088306993
14.4595851,79.45710175,1456.0,4.5207265,0.026282412368774426
12.07207221,69.28659273,1445.0,5.45664,0.039382540760486376
12.10569916,1112.399425,592.0,61.6277,0.6270340493998434
1.71,4.23,493.0,13.475853,0.8459643003065273
18.10250383,122.6817651,1387.0,4.880974,0.020680644621390784
19.72780603,193.8753283,944.2,6.2034,0.025251441706287014
2.77,8.8,531.0,3.6977104,0.4140410153734841
1.28,1.48,600.0,3.35992,0.7057189941406249
2.33,6.2,489.0,5.66051,0.49014426605916184
2.0,4.2,383.0,11.38194,0.525
13.72,228.0,1603.0,2.499387,0.08828207104262079
17.26183028,139.8444991,1205.0,4.8084983,0.02718847576264498
18.11371281,309.8826968,1893.0,1.96229325,0.05214046421532488
15.27784069,225.658169,1376.0,4.039709,0.06327980448186045
2.34,6.54,661.0,17.61745,0.510422929883811
12.84549188,117.5965106,1471.0,3.5514058,0.05548073660213402
1.42,4.53,979.0,4.5117244,1.5820972252878513
1.88,3.72,475.0,39.361826,0.5598470473787119
9.6397234,54.03082919,929.0,6.2996431,0.060318136386337304
18.6405349,444.9597698,1978.0,1.60200105,0.06869824386471875
12.32987877,368.6809521,1186.0,1.8237146,0.19668637705577008
13.15934334,533.9517238,1544.0,2.3505614,0.23431459360624363
13.4,638.0,1358.0,3.601501,0.26515894574798093
9.292245,96.61983573,1622.0,3.2783662,0.12042158496908054
12.55405838,953.485221,1001.0,3.122832,0.4819051129537584
13.75341932,1058.368595,1726.0,3.007812,0.406822432373882
16.43236571,197.0536123,1596.0,3.9014971,0.044410342772758925
7.16,68.2,2155.0,1.266938,0.1857998280485251
13.65253849,327.3632592,1292.0,3.7065585,0.1286440508556549
13.7646283,378.2158043,1539.0,3.971281,0.14502611326056739
11.39953337,211.3558907,604.0,2.59261842,0.14267672561330666
3.82,30.3,1722.0,0.8831331,0.5435663203294092
4.94057819,40.4,1213.02,5.70439,0.3350024895755318
3.2,57.2,1871.0,0.777038,1.7456054687499998
15.55806521,176.0769375,1616.0,3.6525145,0.04675582382724977
4.26,20.1,1445.0,3.7852503,0.2599963553943734
12.97999965,721.4704839,1488.0,2.0180231,0.32990927554438015
12.80065596,1598.359059,944.2,18.09547,0.7620398289981898
12.22899794,530.7734397,1264.0,5.8768918,0.290226167419188
13.7646283,397.2855088,1693.0,3.6515568,0.15233835429655773
14.67255574,193.8753283,1451.0,3.8795105,0.06137694135642293
10.5700688,99.16246298,1190.0,2.21778105,0.08396801039994271
3.22,8.97,1102.0,8.1594667,0.26867349694401116
15.9727975,435.4249176,1984.0,2.30458952,0.10684896530621785
23.53885947,375.0375203,1498.0,3.119999,0.028755337559989838
