pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 109833 b,HD 109833,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,9.188526,0.000026,-0.000026,0,,,,,2.888,0.152,-0.127,0,0.25765055,0.01356056,-0.0113302,0,,,,,,,,,,0.18,0.24,-0.12,0,,,,,,,,,0,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,,5881,50,-50,0,1,0.04,-0.04,0,1.08,0.05,-0.05,0,-0.07,0.08,-0.08,0,[M/H],4.45,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m06.21s,189.7758591,-74d34m26.47s,-74.5740205,79.5561,0.1488,-0.1483,9.29,0.03,-0.03,7.82,0.026,-0.026,9.13657,0.000402,-0.000402,12/17/2022,2022-12,12/17/2022
HD 109833 c,HD 109833,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,13.900148,0.000057,-0.000057,0,,,,,2.59,0.196,-0.175,0,0.23106472,0.01748598,-0.01561248,0,,,,,,,,,,0.3,0.21,-0.19,0,,,,,,,,,0,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,,5881,50,-50,0,1,0.04,-0.04,0,1.08,0.05,-0.05,0,-0.07,0.08,-0.08,0,[M/H],4.45,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m06.21s,189.7758591,-74d34m26.47s,-74.5740205,79.5561,0.1488,-0.1483,9.29,0.03,-0.03,7.82,0.026,-0.026,9.13657,0.000402,-0.000402,12/17/2022,2022-12,12/17/2022
HD 110082 b,HD 110082,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TOFFLEMIRE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..171T/abstract target=ref>Tofflemire et al. 2021</a>,10.18271,0.00004,-0.00004,0,0.113,0.009,-0.013,0,3.2,0.1,-0.1,0,0.28548488,0.0089214,-0.0089214,0,,,,,,,,,,0.2,0.2,-0.1,0,,,,,,,,,0,<a refstr=TOFFLEMIRE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..171T/abstract target=ref>Tofflemire et al. 2021</a>,F8 V,6200,100,-100,0,1.19,0.06,-0.06,0,1.21,0.06,-0.06,0,0.08,0.05,-0.05,0,[Fe/H],4.2,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h50m21.43s,192.5892855,-88d07m16.00s,-88.1211107,105.096,0.266,-0.266,9.23,0.03,-0.03,8.002,0.031,-0.031,9.11523,0.00034,-0.00034,2/25/2021,2021-04,3/4/2021
HD 110113 b,HD 110113,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.4842O/abstract target=ref>Osborn et al. 2021</a>,2.541,0.0005,-0.001,0,0.035,0.001,-0.001,0,2.05,0.12,-0.12,0,0.18288875,0.01070568,-0.01070568,0,4.55,0.62,-0.62,0,0.01431583,0.00195073,-0.00195073,0,Mass,0.093,0.079,-0.064,0,735.49,29.39,-29.39,0,1371,14,-14,0,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.4842O/abstract target=ref>Osborn et al. 2021</a>,G,5732,50,-50,0,0.968,0.018,-0.018,0,0.997,0.06,-0.06,0,0.14,0.02,-0.02,0,[Fe/H],4.46,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h40m08.78s,190.0365636,-44d18m43.48s,-44.3120777,106.307,0.724,-0.715,10.09,0.03,-0.03,8.502,0.024,-0.024,9.91036,0.000452,-0.000452,2/5/2021,2021-04,2/11/2021
HD 135694 b,HD 135694,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,15.92347557,0.000019743,-0.000020416,0,0.124695,0.00482,-0.005226,0,2.857,0.227,-0.206,0,0.25488491,0.02025162,-0.01837812,0,,,,,,,,,,,,,,71.8,11.18,-9.6,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,,5712,106,-106,0,1.08,0.05,-0.05,0,1.02,0.12,-0.12,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h11m28.29s,227.8678636,+71d50m28.67s,71.8412965,73.8713,0.1439,-0.1434,9.08,0.03,-0.03,7.502,0.023,-0.023,8.91307,0.000196,-0.000196,12/10/2024,2024-11,12/10/2024
HD 1397 b,HD 1397,1,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,11.53533,0.00079,-0.0008,0,0.1097,0.0011,-0.0013,0,11.500434,0.280225,-0.302643,0,1.026,0.025,-0.027,0,131.89945,6.3566,-6.3566,0,0.415,0.02,-0.02,0,Mass,0.251,0.02,-0.019,0,356,12,-12,0,1228.3,10,-9.9,0,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,,5521,60,-60,0,2.336,0.052,-0.059,0,1.324,0.042,-0.046,0,0.29,0.09,-0.09,0,[Fe/H],3.823,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h17m47.32s,4.4471631,-66d21m32.14s,-66.3589285,79.5702,0.1738,-0.1731,7.79,0.03,-0.03,5.988,0.018,-0.018,7.59336,0.000278,-0.000278,7/19/2019,2019-03,7/25/2019
HD 152843 b,HD 152843,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NICHOLSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.532.4632N/abstract target=ref>Nicholson et al. 2024</a>,11.62071,0.000096,-0.000106,0,0.1049,0.0029,-0.003,0,3.05,0.11,-0.11,0,0.27210324,0.00981356,-0.00981356,0,9.82,1.71,-1.61,0,0.03089718,0.00538026,-0.00506563,0,Mass,0.046,0.058,-0.033,0,265.4,22.1,-20.4,0,,,,,0,<a refstr=NICHOLSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.532.4632N/abstract target=ref>Nicholson et al. 2024</a>,,6310,100,-100,0,1.43,0.02,-0.02,0,1.15,0.04,-0.04,0,-0.16,0.05,-0.05,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m08.37s,253.7848853,+20d29m29.49s,20.491524,107.898,0.318,-0.316,8.855,0.002,-0.002,7.629,0.02,-0.02,8.76412,0.000237,-0.000237,11/20/2025,2024-08,11/20/2025
HD 152843 c,HD 152843,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NICHOLSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.532.4632N/abstract target=ref>Nicholson et al. 2024</a>,19.502104,0.000074,-0.000085,0,0.1482,0.0041,-0.0042,0,5.94,0.18,-0.16,0,0.52993222,0.01605855,-0.01427427,0,9.67,1.97,-1.92,0,0.03042522,0.00619831,-0.006041,0,Mass,0.074,0.072,-0.05,0,133.1,11.1,-10.2,0,,,,,0,<a refstr=NICHOLSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.532.4632N/abstract target=ref>Nicholson et al. 2024</a>,,6310,100,-100,0,1.43,0.02,-0.02,0,1.15,0.04,-0.04,0,-0.16,0.05,-0.05,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m08.37s,253.7848853,+20d29m29.49s,20.491524,107.898,0.318,-0.316,8.855,0.002,-0.002,7.629,0.02,-0.02,8.76412,0.000237,-0.000237,11/20/2025,2024-08,11/20/2025
HD 15337 b,HD 15337,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ROS_AMP_AACUTE_RIO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.282R/abstract target=ref>Ros&aacute;rio et al. 2024</a>,4.7559804,0.0000062,-0.0000037,0,,,,,1.77,0.032,-0.03,0,0.1579091,0.00285485,-0.00267643,0,6.519,0.409,-0.4,0,0.02051107,0.00128686,-0.00125854,0,Mass,0.058,0.022,-0.016,0,,,,,,,,,0,<a refstr=ROS_AMP_AACUTE_RIO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.282R/abstract target=ref>Ros&aacute;rio et al. 2024</a>,,5131,74,-74,0,0.855,0.008,-0.008,0,0.829,0.038,-0.038,0,0.03,0.04,-0.04,0,[Fe/H],4.48,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155,0.0707,-0.0704,9.1,0.03,-0.03,7.044,0.018,-0.018,8.85598,0.000178,-0.000178,2/12/2025,2024-06,2/12/2025
HD 15337 c,HD 15337,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ROS_AMP_AACUTE_RIO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.282R/abstract target=ref>Ros&aacute;rio et al. 2024</a>,17.180546,0.000021,-0.000026,0,,,,,2.526,0.086,-0.075,0,0.22535501,0.00767242,-0.00669106,0,6.792,1.302,-1.143,0,0.02137002,0.00409655,-0.00359628,0,Mass,0.096,0.059,-0.045,0,,,,,,,,,0,<a refstr=ROS_AMP_AACUTE_RIO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.282R/abstract target=ref>Ros&aacute;rio et al. 2024</a>,,5131,74,-74,0,0.855,0.008,-0.008,0,0.829,0.038,-0.038,0,0.03,0.04,-0.04,0,[Fe/H],4.48,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155,0.0707,-0.0704,9.1,0.03,-0.03,7.044,0.018,-0.018,8.85598,0.000178,-0.000178,2/12/2025,2024-06,2/12/2025
HD 15906 b,HD 15906,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,10.924709,0.000032,-0.000032,0,0.09,0.001,-0.001,0,2.24,0.08,-0.08,0,0.19983976,0.00713713,-0.00713713,0,,,,,,,,,,0.11,0.04,-0.03,0,33.14,2.6,-2.45,0,668,13,-13,0,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,K V,4757,89,-89,0,0.762,0.005,-0.005,0,0.79,0.02,-0.036,0,0.02,0.04,-0.04,0,[Fe/H],4.49,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m05.10s,38.2712534,-10d21m07.84s,-10.352178,45.5621,0.0883,-0.088,9.78,0.03,-0.03,7.459,0.023,-0.023,9.47728,0.000512,-0.000512,6/27/2023,2023-08,6/27/2023
HD 15906 c,HD 15906,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,21.583298,0.000052,-0.000055,0,0.141,0.002,-0.001,0,2.93,0.07,-0.06,0,0.26139754,0.00624499,-0.00535285,0,,,,,,,,,,0.04,0.01,-0.01,0,13.37,1.05,-0.99,0,532,10,-10,0,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,K V,4757,89,-89,0,0.762,0.005,-0.005,0,0.79,0.02,-0.036,0,0.02,0.04,-0.04,0,[Fe/H],4.49,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m05.10s,38.2712534,-10d21m07.84s,-10.352178,45.5621,0.0883,-0.088,9.78,0.03,-0.03,7.459,0.023,-0.023,9.47728,0.000512,-0.000512,6/27/2023,2023-08,6/27/2023
HD 183579 b,HD 183579,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671L...8B/abstract target=ref>Bonfanti et al. 2023</a>,17.471291,0.000027,-0.000028,0,0.1322,0.0021,-0.0022,0,3.49,0.07,-0.064,0,0.31135748,0.00624499,-0.00570971,0,20.4,2.6,-2.5,0,0.06418558,0.00818051,-0.00786588,0,Mass,0.061,0.061,-0.042,0,,,,,752,10,-10,0,0,<a refstr=BONFANTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671L...8B/abstract target=ref>Bonfanti et al. 2023</a>,,5784,61,-61,0,0.96,0.006,-0.006,0,0.996,0.049,-0.049,0,-0.038,0.04,-0.04,0,[Fe/H],4.45,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m08.79s,293.2866147,-54d31m57.82s,-54.5327284,57.2651,0.1875,-0.1864,8.67,0.03,-0.03,7.15,0.027,-0.027,8.51549,0.000259,-0.000259,8/29/2024,2023-03,8/29/2024
HD 18599 b,HD 18599,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DESIDERA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221007933D/abstract target=ref>Desidera et al. 2022</a>,4.1374354,0.0000036,-0.0000037,0,0.048,0.0004,-0.0004,0,2.6,0.15,-0.13,0,0.23195686,0.01338213,-0.01159784,0,24.1,7.1,-7.7,0,0.07582708,0.0223391,-0.02422691,0,Mass,0.34,0.07,-0.09,0,,,,,,,,,0,<a refstr=DESIDERA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221007933D/abstract target=ref>Desidera et al. 2022</a>,K2 V,5145,50,-50,0,0.767,0.024,-0.024,0,0.863,0.02,-0.02,0,0,0.08,-0.08,0,[Fe/H],4.54,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h57m02.88s,44.2620144,-56d11m30.73s,-56.1918694,38.5653,0.0366,-0.0366,8.99,0.03,-0.03,6.883,0.02,-0.02,8.73117,0.000651,-0.000651,11/7/2022,2022-10,11/7/2022
HD 191939 b,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,8.8803256,0.0000047,-0.0000047,0,0.0804,0.0025,-0.0023,0,3.41,0.075,-0.075,0,0.30422035,0.00669106,-0.00669106,0,10,0.7,-0.7,0,0.03146352,0.00220245,-0.00220245,0,Mass,0.031,0.01,-0.011,0,100,7,-7,0,880,20,-20,0,0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348,100,-100,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0,[Fe/H],4.3,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,11/14/2022,2022-11,11/14/2022
HD 191939 c,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,28.579743,0.000045,-0.000045,0,0.1752,0.0055,-0.005,0,3.195,0.075,-0.075,0,0.2850393,0.00669106,-0.00669106,0,8,1,-1,0,0.02517081,0.00314635,-0.00314635,0,Mass,0.034,0.034,-0.013,0,21,1.4,-1.4,0,600,13,-13,0,0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348,100,-100,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0,[Fe/H],4.3,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,11/14/2022,2022-11,11/14/2022
HD 191939 d,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,38.353037,0.00006,-0.00006,0,0.2132,0.0065,-0.0061,0,2.995,0.07,-0.07,0,0.26719646,0.00624499,-0.00624499,0,2.8,0.6,-0.6,0,0.00880979,0.00188781,-0.00188781,0,Mass,0.031,0.018,-0.012,0,14.3,1,-1,0,540,11,-11,0,0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348,100,-100,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0,[Fe/H],4.3,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,11/14/2022,2022-11,11/14/2022
HD 202772 A b,HD 202772 A,1,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,3.308958,0.000083,-0.000083,0,0.05208,0.00064,-0.00068,0,17.317905,0.582868,-0.67254,0,1.545,0.052,-0.06,0,323.23311,22.2481,-21.61244,0,1.017,0.07,-0.068,0,Mass,0.038,0.042,-0.027,0,3440,184,-191,0,2132,28,-30,0,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,,6272,77,-71,0,2.591,0.078,-0.093,0,1.72,0.064,-0.066,0,0.3,0.06,-0.06,0,[Fe/H],3.848,0.03,-0.027,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h18m47.90s,319.6995877,-26d36m58.95s,-26.6163743,161.498,2.459,-2.388,8.324,0.002,-0.002,6.959,0.024,-0.024,8.22688,0.000735,-0.000735,1/28/2019,2019-02,1/31/2019
HD 20329 b,HD 20329,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURGAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221102547M/abstract target=ref>Murgas et al. 2022</a>,0.926118,0.00005,-0.000043,0,0.018,0.0003,-0.0003,0,1.72,0.07,-0.07,0,0.15344839,0.00624499,-0.00624499,0,7.42,1.09,-1.09,0,0.02334593,0.00342952,-0.00342952,0,Mass,0,,,0,3474,124,-124,0,2141,27,-27,0,0,<a refstr=MURGAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221102547M/abstract target=ref>Murgas et al. 2022</a>,,5596,50,-50,0,1.13,0.02,-0.02,0,0.9,0.05,-0.05,0,-0.07,0.06,-0.06,0,[Fe/H],4.4,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h16m42.75s,49.178124,+15d39m22.88s,15.6563542,63.6796,0.2863,-0.2838,8.76,0.012,-0.012,7.116,0.024,-0.024,8.59089,0.000272,-0.000272,11/29/2022,2022-11,11/29/2022
HD 207496 b,HD 207496,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARROS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A...4B/abstract target=ref>Barros et al. 2023</a>,6.441008,0.000011,-0.000011,0,0.0629,0.0011,-0.0011,0,2.25,0.12,-0.1,0,0.2007319,0.0107057,-0.00892142,0,6.1,1.6,-1.6,0,0.01919275,0.00503416,-0.00503416,0,Mass,0.231,0.042,-0.049,0,72.9,8.5,-7.5,0,743,26,-26,0,0,<a refstr=BARROS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A...4B/abstract target=ref>Barros et al. 2023</a>,K2.5 V,4819,94,-94,0,0.769,0.026,-0.026,0,0.8,0.04,-0.04,0,0.095,0.038,-0.038,0,[Fe/H],4.507,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h54m52.36s,328.7181708,-77d20m19.69s,-77.3388025,23.606,0.0179,-0.0179,8.23,0.03,-0.03,5.967,0.026,-0.026,7.97255,0.000514,-0.000514,5/26/2023,2023-05,5/26/2023
HD 207897 b,HD 207897,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,16.20166,0.000016,-0.000016,0,0.117,0.002,-0.002,0,2.34302132,0.123646,-0.09173373,0,0.20903072,0.01103098,-0.00818395,0,14.8,1.5,-1.4,0,0.04656601,0.00471953,-0.00440489,0,Mass,0,,,0,,,,,581.75,14.65,-12.55,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5106,67,-63,0,0.7827,0.0329,-0.0264,0,0.8208,0.0226,-0.0253,0,-0.03,0.06,-0.059,0,[Fe/H],4.562,0.03,-0.043,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h40m48.39s,325.2016451,+84d20m01.54s,84.3337613,28.2938,0.0312,-0.0312,8.37,0.03,-0.03,6.312,0.026,-0.026,8.13037,0.000357,-0.000357,7/22/2024,2024-06,7/22/2024
