pl_name,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_eqt,pl_insol,st_teff,st_rad,st_met,planet_density,star_luminosity,HSI,SCI,star_type_G,star_type_K,star_type_M,habitable,star_type_F,habitability_probability,star_type_G,star_type_K,star_type_M
Kepler-120 c,1.53,2.96,12.794585,0.088,455.0,16.625,4096.0,0.534,-0.12,0.8264515882249635,0.07201320764528314,0.011203703703703702,0.0005305152363975893,False,True,False,0,0,0.0033333333333333335,False,True,False
Kepler-121 c,2.27,5.77,41.008011,0.216,425.0,7.296,5311.0,0.701,-0.08,0.49328537721755067,0.35077698552957337,0.0,0.001978474200696423,True,False,False,0,0,0.0,True,False,False
Kepler-1227 b,2.29,5.86,8.45778956,0.0787,369.0,4.179,5747.0,0.95,-0.04,0.48796780478356677,0.8832870212227444,0.0,0.03004807692307692,True,False,False,0,0,0.0,True,False,False
Kepler-1229 b,1.4,2.54,8.45778956,0.0787,212.0,0.524,3784.0,0.51,-0.06,0.9256559766763851,0.04784479664988743,0.2898075240594926,0.00047288031399252844,False,True,False,1,0,0.9633333333333334,False,True,False
Kepler-1236 b,2.14,5.22,31.0571618,0.1803,480.0,13.571,5337.0,0.82,-0.09,0.5326343646712809,0.4894477833143961,0.0,0.0020756361824899334,True,False,False,0,0,0.0,True,False,False
Kepler-124 d,1.11,1.41,30.950851,0.17,428.0,10.499,4984.0,0.636,0.02,1.0309798476343397,0.2239320293626838,0.039773990008793024,0.0012331976815883586,False,True,False,0,0,0.0,False,True,False
Kepler-1251 b,1.84,4.04,8.45778956,0.2478,487.0,13.78,5545.0,0.89,-0.04,0.648526752691707,0.6718557914942135,0.0033453615997594333,0.00410913872452334,True,False,False,0,0,0.0033333333333333335,True,False,False
Kepler-1261 b,2.26,5.73,8.45778956,0.239,396.0,4.744,5006.0,0.77,0.03,0.49639717873139955,0.33406784950460844,0.0,0.0012559816124291941,False,True,False,0,0,0.0,False,True,False
Kepler-1277 b,1.6,3.19,40.8365012,0.21857,496.0,12.11,5578.0,0.92,-0.01,0.7788085937499998,0.7351560648106324,0.008475294516484447,0.0049258657209004485,True,False,False,0,0,0.006666666666666667,True,False,False
Kepler-130 d,1.64,3.33,8.45778956,0.0787,451.0,9.834,5884.0,1.127,-0.199,0.7549404390534092,1.3659296688574005,0.014422189403729005,0.007794657541720903,True,False,False,0,0,0.0033333333333333335,True,False,False
Kepler-1309 b,2.37,6.21,28.8432647,0.1679,491.0,13.77,5235.0,0.8,-0.03,0.4664945369433249,0.43125740769747295,0.0,0.0017846944603083952,True,False,False,0,0,0.0,True,False,False
Kepler-1311 d,2.48,7.22,8.45778956,0.0787,391.0,6.0,5616.0,1.674,0.04,0.47334975328119233,2.500973867079867,0.0,0.005899008966493629,True,False,False,0,0,0.0,True,False,False
Kepler-132 e,1.18,1.76,8.45778956,0.0787,414.0,6.1,6023.0,1.1,-0.13,1.0711903359155515,1.428652721941611,0.06496478873239438,0.003597381106554429,False,False,False,0,0,0.006666666666666667,False,False,False
Kepler-1337 b,2.41,6.39,24.4002549,0.1441,437.0,9.183,4523.0,0.67,-0.09,0.45650940620128366,0.16855661705136843,0.0,0.0007304388476596739,False,True,False,0,0,0.0,False,True,False
Kepler-1353 b,1.8,3.89,24.7543966,0.153,491.0,10.767,4776.0,0.72,-0.06,0.6670096021947873,0.24199818865284978,0.0050163829164424035,0.0009405745029063751,False,True,False,0,0,0.0,False,True,False
Kepler-138 b,0.64,0.07,10.3134,0.0753,452.0,9.9,3841.0,0.535,-0.18,0.26702880859375,0.05589521650223891,0.02528032619775739,0.00043728463731612183,False,True,False,0,0,0.0033333333333333335,False,True,False
Kepler-138 c,1.51,2.3,13.7815,0.0913,410.0,6.8,3841.0,0.535,-0.18,0.6680315810477697,0.05589521650223891,0.036209045584045585,0.00043728463731612183,False,True,False,0,0,0.006666666666666667,False,True,False
Kepler-138 d,1.51,2.1,23.0923,0.1288,345.0,3.4,3841.0,0.535,-0.18,0.6099418783479638,0.05589521650223891,0.08932291666666665,0.00043728463731612183,False,True,False,0,0,0.016666666666666666,False,True,False
Kepler-138 e,0.797,0.43,38.23,0.1803,292.0,1.73,3841.0,0.535,-0.18,0.8493632993946391,0.05589521650223891,0.2878866503866504,0.00043728463731612183,False,True,False,0,0,0.14666666666666667,False,True,False
Kepler-1388 e,2.46,6.62,37.6327084,0.1861,299.0,3.97,4098.0,0.61,0.02,0.44468519243986815,0.09415368805390044,0.0,0.0005832196055102589,False,True,False,0,0,0.006666666666666667,False,True,False
Kepler-1389 b,1.77,3.78,8.45778956,0.0787,300.0,1.871,5078.0,0.74,-0.14,0.6816665774008053,0.3266811498757661,0.07677348194589573,0.0012513451960857922,False,True,False,0,0,0.03333333333333333,False,True,False
Kepler-140 c,1.8,3.89,8.45778956,0.0787,428.0,9.957,6077.0,1.288,-0.039,0.6670096021947873,2.0299181251482237,0.009380102014947315,0.003208213025344883,False,False,False,0,0,0.0,False,False,False
Kepler-1410 b,1.78,3.82,8.45778956,0.2543,290.0,1.06,4092.0,0.6,0.01,0.6773347480527512,0.09055967409114199,0.10605447680690398,0.0005868992352702964,False,True,False,1,0,0.98,False,True,False
Kepler-1418 b,1.66,3.39,22.4764425,0.131,419.0,7.29,4770.0,0.72,0.0,0.7410976465012322,0.24078440702607873,0.02235792789170353,0.0009910802775024777,False,True,False,0,0,0.0,False,True,False
Kepler-1439 b,1.46,2.73,8.07392849,0.0594,420.0,9.081,5596.0,0.43,-0.03,0.8772110216263044,0.16268128133630483,0.029014978672750723,0.0053053212372009126,True,False,False,0,0,0.0,True,False,False
Kepler-1450 b,1.71,3.57,8.45778956,0.2401,308.0,3.078,4524.0,0.68,-0.02,0.7139698704714662,0.1737793067558486,0.06617486785461285,0.0007811889696117491,False,True,False,0,0,0.006666666666666667,False,True,False
Kepler-1454 b,1.88,4.19,8.45778956,0.2447,492.0,9.08,5448.0,0.86,-0.02,0.6305804108916138,0.5845681483804911,0.0034722222222222246,0.0029619098394644866,True,False,False,0,0,0.0,True,False,False
Kepler-1455 b,2.16,5.31,8.45778956,0.2149,298.0,1.533,4075.0,0.6,-0.02,0.5269061499771375,0.08906412447761486,0.0,0.0005753475098959771,False,True,False,0,0,0.006666666666666667,False,True,False
Kepler-1456 b,1.14,1.55,18.1373829,0.1132,433.0,8.234,4231.0,0.62,-0.09,1.0462058501131255,0.11052113347864854,0.046243652684523386,0.0005926558092122419,False,True,False,0,0,0.0,False,True,False
Kepler-1457 b,1.99,4.62,8.45778956,0.26391,478.0,23.468,5866.0,1.01,-0.05,0.5862498523272153,1.083679435691931,0.00013907053203276857,0.010700909577314071,True,False,False,0,0,0.0,True,False,False
Kepler-1459 b,1.36,2.42,8.45778956,0.2829,349.0,3.511,4828.0,0.74,0.01,0.9620522084266231,0.26694533461783465,0.11182541441907434,0.0010411135750799053,False,True,False,0,0,0.0,False,True,False
Kepler-1460 b,1.96,4.5,29.9633247,0.1614,391.0,5.469,4422.0,0.67,-0.02,0.5976463888345843,0.15399776161688922,0.003971934525343093,0.0007224702703483751,False,True,False,0,0,0.0,False,True,False
Kepler-1461 b,2.03,4.78,29.3494775,0.1715,451.0,8.88,4919.0,0.74,-0.04,0.5713994037602625,0.287647483988699,0.0,0.0011180679785330948,False,True,False,0,0,0.0,False,True,False
Kepler-148 d,2.48,56.3,8.45778956,0.2607,413.0,6.532,5172.0,0.81,0.07,3.6910791010707933,0.4212054215331339,0.0,0.0015396695869066498,False,True,False,0,0,0.0,False,True,False
Kepler-1489 b,1.77,3.78,8.45778956,0.0787,400.0,11.893,5655.0,0.9,-0.13,0.6816665774008053,0.7431993238837816,0.010901695148961107,0.007136739937196689,True,False,False,0,0,0.0,True,False,False
Kepler-149 c,1.61,3.22,8.45778956,0.281,436.0,10.084,5381.0,0.953,0.3805,0.7715751707110063,0.6831681634201653,0.017104234331769514,0.0018200382572041666,True,False,False,0,0,0.0,True,False,False
Kepler-1499 b,1.19,1.81,44.2008,0.23225,409.0,7.371,5097.0,0.78,-0.01,1.074082623657471,0.36841524222408234,0.056108887827021864,0.0014517580790337097,False,True,False,0,0,0.006666666666666667,False,True,False
Kepler-1503 b,2.27,5.77,8.45778956,0.0787,321.0,5.636,5069.0,0.74,-0.19,0.49328537721755067,0.3243713246181383,0.0,0.0011835720203574387,False,True,False,0,0,0.0,False,True,False
Kepler-1504 b,2.13,5.18,8.45778956,0.0787,485.0,25.17,5393.0,0.81,-0.17,0.5360322869424294,0.4979452213050191,0.0,0.0022142509189141315,True,False,False,0,0,0.0,True,False,False
Kepler-1512 b,1.18,1.76,20.35972599,0.13693,322.0,1.6,4372.0,0.67,0.2,1.0711903359155515,0.1471499329274854,0.2781517094017094,0.0005922767116796968,False,True,False,0,0,0.02666666666666667,False,True,False
Kepler-1513 b,2.48,48.30991786,8.45778956,0.0787,346.0,2.23,5491.0,0.95,0.17,3.1672420637210066,0.7361101995849927,0.0,0.0029677113010446346,True,False,False,0,0,0.0,True,False,False
Kepler-1514 b,2.48,7.22,8.45778956,0.0787,387.9,3.23,6145.0,1.289,0.119,0.47334975328119233,2.125608282090153,0.0,0.0024284104596495317,False,False,False,0,0,0.0,False,False,False
Kepler-1515 b,2.48,7.22,8.45778956,0.0787,380.0,6.017,6511.0,1.41,0.07,0.47334975328119233,3.2056703229259926,0.0,0.0012732689908069978,False,False,False,0,0,0.0,False,False,False
Kepler-152 c,2.39,6.3,8.45778956,0.0787,326.0,2.57,5088.0,0.724,-0.12,0.46147358477588385,0.3151776353931342,0.0,0.0012921232168699606,False,True,False,0,0,0.0,False,True,False
Kepler-1540 b,2.49,6.76,8.45778956,0.0787,266.0,0.849,4540.0,0.69,0.1,0.43787349200029085,0.18147275935406132,0.0,0.0007337295472888693,False,True,False,0,0,0.0033333333333333335,False,True,False
Kepler-1544 b,1.78,3.82,8.45778956,0.0787,269.0,0.833,4886.0,0.74,0.02,0.6773347480527512,0.2800058726166824,0.11210371582712007,0.0010978635575170717,False,True,False,1,0,0.9966666666666667,False,True,False
Kepler-155 c,2.24,5.65,8.45778956,0.242,286.0,1.28,4508.0,0.62,-0.142,0.5026948000182214,0.1424324217128112,0.0,0.0006889510169605962,False,True,False,0,0,0.0,False,True,False
Kepler-1552 b,2.47,6.66,8.45778956,0.0787,268.0,1.854,5202.0,0.78,-0.07,0.4419604116283898,0.39972420440546746,0.0,0.0016197217318064756,True,False,False,0,0,0.0,True,False,False
Kepler-158 c,1.9,4.27,28.551383,0.158,418.0,6.677,4623.0,0.624,-0.3,0.6225397288234437,0.1595712338291415,0.007146165313418155,0.0006654245408570668,False,True,False,0,0,0.0,False,True,False
Kepler-1582 b,1.49,2.83,4.83817712,0.0316,354.0,2.5,5596.0,0.3,0.02,0.8555150034054335,0.07918504770290663,0.11232142857142857,0.005357334190506804,True,False,False,0,0,0.0033333333333333335,True,False,False
Kepler-159 b,2.38,6.26,10.139623,0.082,447.0,33.463,4625.0,0.663,-0.04,0.4643478745922492,0.1804528955207133,0.0,0.0008332222370350618,False,True,False,0,0,0.0,False,True,False
Kepler-1596 b,1.9,4.27,8.45778956,0.0787,471.0,33.378,5706.0,0.92,-0.11,0.6225397288234437,0.804993871296327,0.0010605135067000223,0.01234110823151919,True,False,False,0,0,0.0,True,False,False
Kepler-1599 b,1.62,3.26,8.45778956,0.0787,407.0,8.196,5767.0,0.99,0.02,0.7667831424372601,0.9726577349211736,0.0242481634527089,0.08169934640522875,True,False,False,0,0,0.016666666666666666,True,False,False
Kepler-1606 b,2.07,4.94,8.45778956,0.0787,324.0,1.29,5422.0,0.86,0.01,0.5569496207500039,0.5734886213413997,0.0,0.0027733865823557145,True,False,False,0,0,0.013333333333333334,True,False,False
Kepler-1609 b,2.22,5.56,8.45778956,0.0787,429.0,12.975,6132.0,1.27,0.1,0.5081780100041603,2.046001164734244,0.0,0.002560819462227913,False,False,False,0,0,0.0,False,False,False
Kepler-1610 c,2.09,5.02,8.45778956,0.2323,433.0,8.34,5295.0,0.8,-0.1,0.5498761190444555,0.45137103008107954,0.0,0.0018782870022539444,True,False,False,0,0,0.0,True,False,False
Kepler-1620 b,1.61,3.22,8.45778956,0.0787,428.0,7.92,6157.0,1.23,0.03,0.7715751707110063,1.950638030737125,0.02246823617339312,0.0025549310168625446,False,False,False,0,0,0.0033333333333333335,False,False,False
Kepler-1621 b,2.16,5.31,8.45778956,0.0787,469.0,14.055,6158.0,1.24,0.03,0.5269061499771375,1.983772924761013,0.0,0.0025482251611752414,False,False,False,0,0,0.0,False,False,False
Kepler-1630 b,2.19,5.43,8.45778956,0.0787,182.0,0.26,4736.0,0.63,0.02,0.5169725516137113,0.1791503758909002,0.0,0.0009399733047581448,False,True,False,0,0,0.0,False,True,False
Kepler-1632 b,2.47,6.66,8.45778956,0.0787,369.0,6.062,6137.0,1.19,0.0,0.4419604116283898,1.8022219128662889,0.0,0.002777777777777778,False,False,False,0,0,0.0,False,False,False
Kepler-1638 b,1.87,4.16,8.45778956,0.0787,304.0,2.76,5710.0,0.95,-0.01,0.6361631532160722,0.8607588438074533,0.032653664302600444,0.014349261013057828,True,False,False,0,0,0.01,True,False,False
Kepler-1646 b,1.23,2.04,4.48558383,0.0295,365.0,4.2,5596.0,0.26,0.04,1.0962631934469256,0.05947676916351654,0.10848691239316237,0.005254308532997057,True,False,False,0,0,0.0033333333333333335,True,False,False
Kepler-1649 b,1.017,1.03,8.689099,0.0514,307.0,2.208,5596.0,0.2317,-0.15,0.9792066764691724,0.047233784173058825,0.28620614262953725,0.0047517224994060355,True,False,False,0,0,0.02666666666666667,True,False,False
Kepler-1649 c,1.06,1.2,19.53527,0.0649,234.0,0.75,5596.0,0.2317,-0.15,1.0075431396387622,0.047233784173058825,0.4364285714285714,0.0047517224994060355,True,False,False,1,0,1.0,True,False,False
Kepler-1651 b,1.84,4.04,9.87863917,0.0692,393.0,5.65,3713.0,0.503,-0.16,0.648526752691707,0.04314451754929597,0.01528822055137844,0.0004172647461361285,False,True,False,0,0,0.006666666666666667,False,True,False
Kepler-1652 b,1.6,3.19,38.09722,0.1654,268.0,0.81,3638.0,0.382,-0.3,0.7788085937499998,0.022933342372906874,0.20564763658686308,0.00035928573994898136,False,False,True,1,0,0.97,False,False,True
Kepler-1653 b,2.17,5.35,8.45778956,0.0787,284.0,0.98,4807.0,0.693,-0.18,0.5235697908255502,0.23006619385093324,0.0,0.0008718699867475764,False,True,False,0,0,0.0033333333333333335,False,True,False
Kepler-1654 b,2.48,7.22,8.45778956,0.0787,206.0,0.3,5597.0,1.179,-0.088,0.47334975328119233,1.2238795771530746,0.0,0.005050096961861668,True,False,False,0,0,0.0033333333333333335,True,False,False
Kepler-166 c,2.38,6.26,34.260281,0.195,468.0,10.507,5413.0,0.742,-0.08,0.4643478745922492,0.4240819311613527,0.0,0.0025298522566282126,True,False,False,0,0,0.0,True,False,False
Kepler-167 e,2.48,7.22,8.45778956,0.0787,134.4,0.1,4884.0,0.749,0.02,0.47334975328119233,0.28638885060301145,0.0,0.0010954102311315586,False,True,False,0,0,0.0,False,True,False
Kepler-1701 b,2.22186207,5.57,8.45778956,0.0787,273.0,1.3,5146.0,0.840217,0.03,0.5078131115149923,0.44417274491800945,0.0,0.0015337658553045291,False,True,False,0,0,0.0,False,True,False
Kepler-1704 b,2.48,7.22,8.45778956,0.0787,253.8,0.342,5746.0,1.697,0.196,0.47334975328119233,2.816540634512523,0.0,0.025336981858720988,True,False,False,0,0,0.0033333333333333335,True,False,False
Kepler-171 d,1.89,4.23,39.595519,0.223,497.0,15.103,5642.0,0.839,0.17,0.6265488754780769,0.6399500817814675,0.001873788183016279,0.006238692370079232,True,False,False,0,0,0.0,True,False,False
Kepler-1712 b,2.28372556,5.83,13.81499958,0.0903,391.0,5.52,3732.0,0.509,0.02,0.4894821024968069,0.045091216790364166,0.0,0.0004789409657365633,False,True,False,0,0,0.0,False,True,False
Kepler-1716 b,2.4247685,6.46,35.58100128,0.18836,408.0,6.3,4894.0,0.684,-0.24,0.4531288078169808,0.2408007933732647,0.0,0.0009112447603426281,False,True,False,0,0,0.0,False,True,False
Kepler-174 c,1.49,2.83,44.000529,0.214,377.0,5.296,4880.0,0.622,0.02,0.8555150034054335,0.19685656710241473,0.055971383947479886,0.0010905363257650111,False,True,False,0,0,0.0033333333333333335,False,True,False
Kepler-174 d,2.19,5.43,8.45778956,0.0787,212.0,0.53,4880.0,0.622,0.02,0.5169725516137113,0.19685656710241473,0.0,0.0010905363257650111,False,True,False,0,0,0.0,False,True,False
Kepler-1742 b,2.1782413,5.38,8.45778956,0.2587,462.0,10.73,5776.0,0.849,-0.18,0.5205522300237665,0.7198035242801102,0.0,0.2824858757062147,True,False,False,0,0,0.0,True,False,False
Kepler-1746 b,2.48,59.1,8.45778956,0.0787,310.0,3.4,6018.0,1.286,0.06,3.874649642509483,1.946168866654748,0.0,0.003914507163548109,False,False,False,0,0,0.0,False,False,False
Kepler-1749 b,1.61301783,3.23,14.53409958,0.0956,420.0,7.34,3957.0,0.553,-0.16,0.7696353699425486,0.06726734917441855,0.025133734062749807,0.00047314432794579665,False,True,False,0,0,0.006666666666666667,False,True,False
Kepler-176 e,1.45,0.52075,8.45778956,0.25654,398.0,6.22,5295.0,0.83,0.03,0.17081471155028907,0.4858585978482119,0.0470817943982764,0.002005937575222659,True,False,False,0,0,0.0,True,False,False
Kepler-1760 b,2.28995546,5.86,38.3260994,0.2084,480.0,12.56,5229.0,0.903,0.08,0.48799627849295407,0.5469402916874726,0.0,0.0016835016835016832,True,False,False,0,0,0.0,True,False,False
Kepler-1766 b,2.27904508,5.81,8.45778956,0.0787,406.0,7.8,5868.0,1.042,-0.22,0.4908145008947524,1.1550099049013114,0.0,0.009007386056566386,True,False,False,0,0,0.0,True,False,False
Kepler-177 c,2.48,14.7,8.45778956,0.25655,497.0,25.4,5732.0,1.324,-0.11,0.96374534255312,1.6978157070918178,0.0,0.01916810427448725,True,False,False,0,0,0.0,True,False,False
Kepler-1798 b,2.30911251,5.94,16.85589981,0.1082,408.0,6.52,3967.0,0.587,0.06,0.48244872448589016,0.07656227933858795,0.0,0.0005206380940480653,False,True,False,0,0,0.0,False,True,False
Kepler-1802 c,2.322,6.0,33.13610077,0.1748,357.0,3.86,4245.0,0.637,0.0,0.47925273962001014,0.11821687993673266,0.0,0.000651890482398957,False,True,False,0,0,0.0,False,True,False
Kepler-1805 b,1.54502915,3.0,8.847940445,0.0699,479.0,12.48,3867.0,0.552,0.1,0.8134132111225003,0.06113144952293566,0.011367708449245796,0.0004754659566375047,False,True,False,0,0,0.0,False,True,False
Kepler-1816 b,1.9679397,4.53,8.45778956,0.0787,310.0,2.0,5051.0,0.706,-0.24,0.5943781569879336,0.2910775602629363,0.009870416435185164,0.0011077632045373982,False,True,False,0,0,0.0,False,True,False
Kepler-1817 b,2.27349126,5.79,44.29919815,0.2348,463.0,10.85,5316.0,0.915,0.16,0.49271830467187483,0.5998904209558726,0.0,0.0018619200119162882,True,False,False,0,0,0.0,True,False,False
Kepler-1824 b,2.38127597,6.26,8.45778956,0.0787,421.0,7.45,6002.0,1.081,0.2,0.4636018335500172,1.3605835072902408,0.0,0.003703703703703704,False,False,False,0,0,0.0,False,False,False
Kepler-1849 b,2.38685349,6.29,8.45778956,0.2597,355.0,3.76,4806.0,0.729,-0.1,0.4625656293454678,0.25437824836895095,0.0,0.000934317481080071,False,True,False,0,0,0.0,False,True,False
Kepler-1853 b,1.51862272,2.92,8.45778956,0.2395,386.0,5.23,4821.0,0.788,0.16,0.8337448653930966,0.3009475491507068,0.05097516675584092,0.0008998632207904398,False,True,False,0,0,0.0033333333333333335,False,True,False
Kepler-1858 b,2.42168247,6.44,8.45778956,0.0787,330.0,2.79,4939.0,0.819,0.16,0.45345508174299154,0.35810778151782896,0.0,0.0010262725779967162,False,True,False,0,0,0.0,False,True,False
Kepler-186 c,1.25,2.1,7.267302,0.0451,464.0,13.98,3788.0,0.472,-0.28,1.0752000000000002,0.04115415875444927,0.01947040498442367,0.0003923907584128579,False,True,False,0,0,0.0,False,True,False
Kepler-186 d,1.4,2.54,13.342996,0.0781,379.0,7.204,3788.0,0.472,-0.28,0.9256559766763851,0.04115415875444927,0.05002640988135869,0.0003923907584128579,False,True,False,0,0,0.006666666666666667,False,True,False
Kepler-186 e,1.27,2.15,22.407704,0.11,319.0,3.608,3788.0,0.472,-0.28,1.0496083984293951,0.04115415875444927,0.14136797116126543,0.0003923907584128579,False,True,False,0,0,0.0033333333333333335,False,True,False
Kepler-186 f,1.17,1.71,8.45778956,0.0787,177.0,0.3,3755.0,0.523,-0.26,1.0676736515000815,0.04879024434133099,0.3923878205128205,0.0003921199573373486,False,True,False,0,0,0.28,False,True,False
Kepler-1874 b,2.21110724,5.52,8.45778956,0.2633,356.0,3.79,4701.0,0.775,0.24,0.5106339169895188,0.2631808345436194,0.0,0.0007480998264408404,False,True,False,0,0,0.0,False,True,False
Kepler-1918 b,2.29763023,5.89,8.45778956,0.2524,497.0,14.43,5889.0,0.924,-0.16,0.4855957587503143,0.9212977482164829,0.0,0.00769704433497537,True,False,False,0,0,0.0,True,False,False
Kepler-1926 b,2.31495961,5.97,42.87770081,0.2197,451.0,9.8,5256.0,0.832,-0.16,0.4812204520990775,0.4739777213472387,0.0,0.001648315421639085,True,False,False,0,0,0.0,True,False,False
Kepler-1948 b,1.03283226,1.09,15.57129955,0.1022,399.0,5.98,3872.0,0.557,0.12,0.9893207421557263,0.06256646741900584,0.08515833431829035,0.0004681998651584388,False,True,False,0,0,0.006666666666666667,False,True,False
Kepler-195 c,1.55,3.02,34.096863,0.197,469.0,11.281,5329.0,0.775,0.04,0.8109831828404551,0.4345864046141757,0.013613508671932253,0.0021367521367521365,True,False,False,0,0,0.0,True,False,False
Kepler-196 c,2.24,5.65,8.45778956,0.24,407.0,6.88,5128.0,0.782,0.03,0.5026948000182214,0.3793983362985566,0.0,0.0014913575828076299,False,True,False,0,0,0.0,False,True,False
Kepler-1965 b,1.35415138,2.4,41.86869812,0.22971,492.0,13.8,5852.0,0.837,-0.3,0.9665172103884301,0.7371536762914503,0.012727872578828825,0.010256410256410256,True,False,False,0,0,0.006666666666666667,True,False,False
Kepler-198 c,2.47,6.66,8.45778956,0.259,465.0,11.354,5574.0,0.94,0.1142,0.4419604116283898,0.7652677553706416,0.0,0.004378072859888534,True,False,False,0,0,0.0,True,False,False
Kepler-1981 b,2.48,7.22,8.45778956,0.0787,390.0,5.45,5874.0,0.94,0.12,0.47334975328119233,0.9438029401144974,0.0,0.009204712812960234,True,False,False,0,0,0.0,True,False,False
Kepler-1996 b,2.26,5.73,32.376183,0.1789,392.0,5.61,4580.0,0.675,0.08,0.49639717873139955,0.17987023731186474,0.0,0.0007722484786704969,False,True,False,0,0,0.0,False,True,False
Kepler-2000 c,1.57,3.09,20.6180348,0.1228,359.0,3.92,3757.0,0.576,0.02,0.7984716890105229,0.05930613161659171,0.0658522470641373,0.0004848625899420104,False,True,False,0,0,0.0033333333333333335,False,True,False
Kepler-205 c,1.64,3.33,20.306546,0.122,389.0,7.14,4321.0,0.546,-0.1254,0.7549404390534092,0.09324213316568314,0.02871621621621622,0.0006094464690256145,False,True,False,0,0,0.0,False,True,False
Kepler-215 e,1.75,3.71,8.45778956,0.0787,405.0,7.444,5739.0,1.027,0.02,0.6922448979591836,1.0265394314397842,0.017579050213169117,0.024509803921568627,True,False,False,0,0,0.0,True,False,False
Kepler-22 b,2.1,9.1,8.45778956,0.0787,279.0,1.013,5596.0,0.869,-0.255,0.9826152683295539,0.6644162200930519,0.0,0.004354168027344176,True,False,False,0,0,0.056666666666666664,True,False,False
Kepler-220 d,0.98,0.904,28.122397,0.163,401.0,8.208,4632.0,0.666,-0.1738,0.960484152011492,0.1831945339001343,0.06467051597644559,0.0007427496860768452,False,True,False,0,0,0.0,False,True,False
Kepler-220 e,1.33,2.33,8.45778956,0.226,341.0,4.274,4632.0,0.666,-0.1738,0.9903780311199728,0.1831945339001343,0.10365972485568617,0.0007427496860768452,False,True,False,0,0,0.0,False,True,False
Kepler-225 c,1.84,4.04,18.794234,0.111,412.0,9.903,3682.0,0.48,-0.04,0.648526752691707,0.0379933388860732,0.008356517574164089,0.0004585305014489563,False,False,True,0,0,0.0033333333333333335,False,False,True
Kepler-230 c,2.04,4.82,8.45778956,0.0787,359.0,2.976,5588.0,0.817,-0.21,0.5677492065645943,0.5839283390194175,0.0,0.004326943879537882,True,False,False,0,0,0.0,True,False,False
Kepler-231 b,1.73,35.4,10.065275,0.074,488.0,14.879,3767.0,0.49,-0.1,6.836990125184517,0.04337749724105921,0.0051955412809370875,0.00045183444785830467,False,True,False,0,0,0.006666666666666667,False,True,False
Kepler-231 c,1.93,24.1,19.271566,0.114,393.0,6.267,3767.0,0.49,-0.1,3.3523172788865083,0.04337749724105921,0.00612070547222605,0.00045183444785830467,False,True,False,0,0,0.0,False,True,False
Kepler-235 d,2.05,4.86,20.060548,0.122,401.0,4.03,4255.0,0.554,0.02,0.5641241421337475,0.09026255800814455,0.0,0.0006433019401986516,False,True,False,0,0,0.0,False,True,False
Kepler-235 e,2.22,5.56,8.45778956,0.213,306.0,1.33,4255.0,0.554,0.02,0.5081780100041603,0.09026255800814455,0.0,0.0006433019401986516,False,True,False,0,0,0.0,False,True,False
Kepler-236 b,1.57,3.09,8.295611,0.065,469.0,15.632,3750.0,0.51,-0.05,0.7984716890105229,0.04614825386743006,0.009605395890118112,0.0004693844023563097,False,True,False,0,0,0.0,False,True,False
Kepler-236 c,2.0,4.66,23.968127,0.132,329.0,3.802,3750.0,0.51,-0.05,0.5825,0.04614825386743006,0.0,0.0004693844023563097,False,True,False,0,0,0.0,False,True,False
Kepler-249 c,1.51,2.89,7.113702,0.058,429.0,12.529,5596.0,0.482,-0.34,0.8393962040121977,0.20440652247255642,0.018486522778229483,0.004077970801729059,True,False,False,0,0,0.0033333333333333335,True,False,False
Kepler-249 d,1.57,3.09,15.368459,0.097,332.0,4.474,5596.0,0.482,-0.34,0.7984716890105229,0.20440652247255642,0.0665519831120854,0.004077970801729059,True,False,False,0,0,0.0033333333333333335,True,False,False
Kepler-252 c,2.15,5.27,10.848463,0.08,499.0,20.507,4208.0,0.549,-0.13,0.5302677751644509,0.08478859981379125,0.0,0.0005633072897596367,False,True,False,0,0,0.0,False,True,False
Kepler-26 e,2.41,6.39,8.45778956,0.22,276.0,1.753,4486.0,0.571,-0.21,0.45650940620128366,0.11846747810608929,0.0,0.000639169590867545,False,True,False,0,0,0.0,False,True,False
Kepler-260 c,1.74,3.68,8.45778956,0.0787,372.0,6.775,5250.0,0.862,0.29,0.6985541447799024,0.5064558538110348,0.02368703108252947,0.0014653947040635395,True,False,False,0,0,0.0033333333333333335,True,False,False
Kepler-263 c,2.47,6.66,8.45778956,0.242,386.0,5.994,5265.0,0.785,-0.0314,0.4419604116283898,0.42483732491708665,0.0,0.0018862956096846943,True,False,False,0,0,0.0,True,False,False
Kepler-267 c,2.13,5.18,6.87745,0.06,484.0,17.583,4258.0,0.555,-0.18,0.5360322869424294,0.0908444593526084,0.0,0.0005571713524777411,False,True,False,0,0,0.0,False,True,False
Kepler-267 d,2.27,5.77,28.464515,0.154,301.0,2.647,4258.0,0.555,-0.18,0.49328537721755067,0.0908444593526084,0.0,0.0005571713524777411,False,True,False,0,0,0.0,False,True,False
Kepler-283 b,2.13,5.18,11.008151,0.082,488.0,16.26,4351.0,0.566,-0.17,0.5360322869424294,0.1030099189627473,0.0,0.0005985300102947163,False,True,False,0,0,0.0,False,True,False
