pl_name,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_eqt,pl_insol,st_teff,st_rad,st_met,planet_density,star_luminosity,HSI,SCI,star_type_G,star_type_K,star_type_M,habitable,star_type_F,habitability_probability,star_type_G,star_type_K,star_type_M
Kepler-283 c,1.82,3.97,8.45778956,0.0787,240.0,0.949,4351.0,0.566,-0.17,0.6585311802073063,0.1030099189627473,0.07696254489481785,0.0005985300102947163,False,True,False,1,0,1.0,False,True,False
Kepler-289 c,2.48,7.22,8.45778956,0.0787,394.0,4.882,5990.0,1.0,0.05,0.47334975328119233,1.1550403059984864,0.0,0.004471272076905879,True,False,False,0,0,0.0,True,False,False
Kepler-296 b,1.61,3.22,10.864384,0.079,495.0,6.5,3740.0,0.48,-0.08,0.7715751707110063,0.04044443134250126,0.014624999999999996,0.00045410785969883565,False,True,False,0,0,0.0,False,True,False
Kepler-296 d,2.09,5.02,19.850291,0.118,403.0,2.9,3740.0,0.48,-0.08,0.5498761190444555,0.04044443134250126,0.0,0.00045410785969883565,False,True,False,0,0,0.0,False,True,False
Kepler-296 e,1.53,2.96,34.14211,0.169,337.0,1.41,3740.0,0.48,-0.08,0.8264515882249635,0.04044443134250126,0.1618401337021669,0.00045410785969883565,False,True,False,0,0,0.20333333333333334,False,True,False
Kepler-296 f,1.8,3.89,8.45778956,0.255,274.0,0.62,3740.0,0.48,-0.08,0.6670096021947873,0.04044443134250126,0.11745541838134425,0.00045410785969883565,False,True,False,1,0,0.97,False,True,False
Kepler-298 c,1.93,4.38,22.92881,0.136,416.0,8.696,4465.0,0.582,-0.21,0.6092593228847678,0.12078741089424705,0.004010817748441514,0.000628954551744091,False,True,False,0,0,0.0,False,True,False
Kepler-30 c,2.48,7.22,8.45778956,0.0787,411.0,6.217,5498.0,0.95,0.18,0.47334975328119233,0.739870995801556,0.0,0.00301586344170336,True,False,False,0,0,0.0,True,False,False
Kepler-30 d,2.48,23.1,8.45778956,0.0787,308.0,1.962,5498.0,0.95,0.18,1.514456966869189,0.739870995801556,0.0,0.00301586344170336,True,False,False,0,0,0.0,True,False,False
Kepler-306 e,2.27,5.77,44.840975,0.227,390.0,6.185,4954.0,0.719,-0.13,0.49328537721755067,0.2793647714819519,0.0,0.0010726736390453205,False,True,False,0,0,0.016666666666666666,False,True,False
Kepler-310 d,2.47,7.0,8.45778956,0.0787,353.0,3.664,5797.0,0.876,-0.12,0.46452295516497427,0.7775194533644763,0.0,0.044642857142857144,True,False,False,0,0,0.0,True,False,False
Kepler-311 d,2.05,4.86,8.45778956,0.0787,327.0,2.71,5903.0,1.156,-0.1,0.5641241421337475,1.4557830249707342,0.0,0.007215007215007214,True,False,False,0,0,0.0,True,False,False
Kepler-32 c,2.0,7.22,8.7522,0.09,451.0,10.68,3900.0,0.53,0.0,0.9025,0.05830422370348636,0.0,0.0005321979776476849,False,True,False,0,0,0.0,False,True,False
Kepler-327 d,1.73,3.64,13.969457,0.09,387.0,7.59,3799.0,0.492,-0.2,0.7030125439455267,0.04523735767211945,0.02062718277066356,0.0004208754208754209,False,True,False,0,0,0.0033333333333333335,False,True,False
Kepler-329 c,1.93,4.38,18.684737,0.113,402.0,11.869,4257.0,0.523,0.02,0.6092593228847678,0.08059494966897834,0.0032863211334732078,0.0006441472778336039,False,True,False,0,0,0.0,False,True,False
Kepler-331 c,1.84,4.04,17.28111,0.105,425.0,13.888,4347.0,0.492,0.1179,0.648526752691707,0.07754943111315239,0.005634664756104839,0.0006246748567370683,False,True,False,0,0,0.006666666666666667,False,True,False
Kepler-331 d,1.64,3.33,32.134328,0.159,346.0,6.065,4347.0,0.492,0.1179,0.7549404390534092,0.07754943111315239,0.04069355980184007,0.0006246748567370683,False,True,False,0,0,0.0033333333333333335,False,True,False
Kepler-332 d,1.18,1.76,34.21154,0.189,427.0,7.253,4955.0,0.72,-0.13,1.0711903359155515,0.2803686678439974,0.05140386660742896,0.00107397542744222,False,True,False,0,0,0.0033333333333333335,False,True,False
Kepler-333 b,1.32,28.2,12.551158,0.087,480.0,16.819,4259.0,0.534,0.0465,12.261040153602135,0.08417883758189156,0.01272050433058346,0.0006286619558930772,False,True,False,0,0,0.0033333333333333335,False,True,False
Kepler-333 c,1.11,1.41,24.08821,0.135,386.0,7.049,4259.0,0.534,0.0465,1.0309798476343397,0.08417883758189156,0.0729472950401016,0.0006286619558930772,False,True,False,0,0,0.0,False,True,False
Kepler-353 c,1.38,2.48,8.410894,0.065,472.0,16.561,3903.0,0.504,-0.12,0.9436575558051684,0.05288653670168209,0.012749210687824667,0.000475936643314042,False,True,False,0,0,0.0033333333333333335,False,True,False
Kepler-354 d,1.24,2.07,24.209842,0.146,451.0,8.949,4648.0,0.674,-0.03,1.0856886307945353,0.19022785925582872,0.033155202644598564,0.0008584206776372829,False,True,False,0,0,0.0,False,True,False
Kepler-367 b,1.3,2.24,37.815724,0.201,401.0,5.985,4710.0,0.695,0.1974,1.019572143832499,0.21327654055270032,0.06089437683925871,0.0007812374269601599,False,True,False,0,0,0.0,False,True,False
Kepler-367 c,1.2,1.87,8.45778956,0.253,357.0,3.761,4710.0,0.695,0.1974,1.082175925925926,0.21327654055270032,0.1277742771126514,0.0007812374269601599,False,True,False,0,0,0.0033333333333333335,False,True,False
Kepler-369 c,1.41,2.57,14.871572,0.094,391.0,4.21,5596.0,0.471,-0.09,0.9168024925612358,0.19518322408289454,0.07274338878225636,0.0050132852057953575,True,False,False,0,0,0.006666666666666667,True,False,False
Kepler-37 d,2.03,2.0,39.7922622,0.2109,499.0,10.39,5357.0,0.789,0.02,0.2390792484352563,0.45997098993177515,0.0,0.0023232041631818605,True,False,False,0,0,0.0033333333333333335,True,False,False
Kepler-37 e,0.37,8.1,8.45778956,0.25,401.0,101.32650000000001,5288.0,0.772,-0.25,159.91155509051785,0.41810969364642225,0.0021971472579330755,0.0016293279022403257,True,False,False,0,0,0.0,True,False,False
Kepler-371 c,1.78,3.82,8.45778956,0.0787,443.0,17.063,5666.0,0.992,-0.1975,0.6773347480527512,0.9099540766745962,0.005624604009423807,0.007390027158349807,True,False,False,0,0,0.0,True,False,False
Kepler-378 c,0.7,0.271,28.906009,0.166,414.0,8.166,4661.0,0.671,0.1369,0.7900874635568516,0.19065636210501988,0.04295766964870172,0.0007867485115898283,False,True,False,0,0,0.0,False,True,False
Kepler-383 c,1.24,2.07,31.200751,0.172,406.0,6.44,4710.0,0.672,-0.1785,1.0856886307945353,0.19939397192474642,0.06029719235364397,0.000793766393756551,False,True,False,0,0,0.0,False,True,False
Kepler-395 c,1.32,2.3,34.989262,0.177,341.0,2.11,4262.0,0.556,-0.02,1.0000139132370536,0.09151519609641338,0.17841193283315468,0.00064627037367353,False,True,False,0,0,0.02,False,True,False
Kepler-399 d,1.89,4.23,8.45778956,0.261,486.0,5.57,5502.0,0.68,0.14,0.6265488754780769,0.380180659389903,0.005232115677321161,0.003166761669516752,True,False,False,0,0,0.0,True,False,False
Kepler-401 d,2.27,5.77,8.45778956,0.0787,380.0,8.485,6184.0,1.29,0.02,0.49328537721755067,2.1834698237319343,0.0,0.0024088259382377027,False,False,False,0,0,0.0,False,False,False
Kepler-409 b,1.199,6.0,8.45778956,0.0787,438.0,6.15,5421.0,0.897,0.05,3.480917265489395,0.6234367010988981,0.053680069930069914,0.0026602819898909284,True,False,False,0,0,0.006666666666666667,True,False,False
Kepler-418 b,2.48,7.22,8.45778956,0.0787,434.0,8.877,5820.0,1.09,-0.05,0.47334975328119233,1.223023450729174,0.0,0.022148394241417495,True,False,False,0,0,0.0,True,False,False
Kepler-42 d,0.57,0.357785,1.865169,0.0154,450.0,12.538,5596.0,0.17,-0.33,1.9319574713947079,0.025427198651266688,0.01842037228541882,0.004108632236328526,True,False,False,0,0,0.0,True,False,False
Kepler-430 c,1.75,3.71,8.45778956,0.0787,458.0,9.096,5884.0,1.485,0.2,0.6922448979591836,2.3715561600483586,0.010145657245994012,0.00778816199376947,True,False,False,0,0,0.0,True,False,False
Kepler-437 b,2.14,5.22,8.45778956,0.0787,308.0,2.15,4551.0,0.68,0.0,0.5326343646712809,0.1779651714827911,0.0,0.0008143322475570033,False,True,False,0,0,0.0,False,True,False
Kepler-438 b,1.12,1.46,35.23319,0.166,288.0,1.4,3748.0,0.52,0.16,1.0391991618075798,0.04787346543917831,0.36666666666666664,0.00042445542369140397,False,True,False,1,0,0.72,False,True,False
Kepler-439 b,2.24,5.65,8.45778956,0.0787,291.0,1.83,5431.0,0.866,0.02,0.5026948000182214,0.5853893879179263,0.0,0.002817218841559612,True,False,False,0,0,0.0,True,False,False
Kepler-440 b,1.86,4.12,8.45778956,0.242,229.0,1.2,4134.0,0.559,-0.3,0.6402629678115562,0.08188330338398936,0.050599747474747436,0.00046761748889408465,False,True,False,1,0,0.94,False,True,False
Kepler-441 b,1.64,3.33,8.45778956,0.0787,189.0,0.21,4340.0,0.55,0.02,0.7549404390534092,0.0962884391991038,0.1952479338842976,0.0006813010124133044,False,True,False,0,0,0.3433333333333333,False,True,False
Kepler-442 b,1.34,2.36,8.45778956,0.0787,241.0,0.66,4402.0,0.598,0.02,0.980838733487829,0.12047373389074023,0.3327058232931726,0.0007119768749911002,False,True,False,1,0,1.0,False,True,False
Kepler-443 b,2.33,6.04,8.45778956,0.0787,233.0,0.86,4723.0,0.706,-0.01,0.4774953817737641,0.22252101609027805,0.0,0.0009375937593759376,False,True,False,0,0,0.01,False,True,False
Kepler-445 b,1.58,3.12,2.984151,0.0217,401.0,17.657,5596.0,0.21,0.27,0.7910124756865075,0.03880067337442424,0.013678958746493716,0.00430274084591885,True,False,False,0,0,0.0,True,False,False
Kepler-445 d,1.25,2.1,8.15275,0.0439,305.0,4.314,5596.0,0.21,0.27,1.0752000000000002,0.03880067337442424,0.13280563919207125,0.00430274084591885,True,False,False,0,0,0.02,True,False,False
Kepler-446 d,1.35,2.39,5.148921,0.0403,436.0,3.307,5596.0,0.24,-0.3,0.9713966366915612,0.05067843052986024,0.07336248484379433,0.004203446826397646,True,False,False,0,0,0.0,True,False,False
Kepler-452 b,1.63,3.29,8.45778956,0.0787,265.0,1.1,5757.0,1.11,0.21,0.7596841838140166,1.214285265978851,0.16211970899470904,0.03756574004507889,True,False,False,1,0,0.9833333333333333,True,False,False
Kepler-46 c,2.48,7.22,8.45778956,0.2799,455.0,101.32650000000001,5155.0,0.938,0.02,0.47334975328119233,0.5574555006740728,0.0,0.0015711412770236298,False,True,False,0,0,0.0,False,True,False
Kepler-48 d,2.04,7.93,42.8961,0.23302,448.0,9.292,5194.0,0.89,0.17,0.9340770141197577,0.5172227802439266,0.0,0.0014610271020527432,False,True,False,0,0,0.0,False,True,False
Kepler-482 b,2.36,6.17,8.45778956,0.25787,352.0,4.436,4871.0,0.72,-0.13,0.46940656055390284,0.2618347962348015,0.0,0.0009746208724806052,False,True,False,0,0,0.0,False,True,False
Kepler-49 c,2.444,8.38,10.91,0.07821,443.0,12.341,4095.6,0.618,0.03,0.5740376976710184,0.09641329765968613,0.0,0.0005767338638515902,False,True,False,0,0,0.0,False,True,False
Kepler-49 e,1.56,1.03815,18.596108,0.116,371.0,6.063,4252.0,0.559,0.03,0.2734552799271734,0.09164029723348395,0.04434297670174776,0.0006358047062264355,False,True,False,0,0,0.0,False,True,False
Kepler-504 b,1.59,3.15,9.549275422,0.0646,374.0,5.991,5596.0,0.33,-0.31,0.7836446641634816,0.09581390772051702,0.041134236081310886,0.0041713594460434655,True,False,False,0,0,0.0,True,False,False
Kepler-51 c,2.48,4.0,8.45778956,0.0787,439.0,4.331,6018.0,0.94,0.05,0.26224363062669936,1.0398107206548663,0.0,0.003951788184153329,False,False,False,0,0,0.0,False,False,False
Kepler-51 d,2.48,7.6,8.45778956,0.0787,381.0,2.466,6018.0,0.94,0.05,0.4982628981907288,1.0398107206548663,0.0,0.003951788184153329,False,False,False,0,0,0.0,False,False,False
Kepler-52 c,1.84,45.4,16.3850021,0.10379,433.0,8.55,4075.0,0.52,0.0,7.287899646585024,0.06689705349651962,0.008318789994182658,0.0005868544600938967,False,True,False,0,0,0.006666666666666667,False,True,False
Kepler-52 d,1.95,7.22,36.445171,0.182,332.0,2.945,4263.0,0.556,0.0,0.9737183701680744,0.09160111576762317,0.010737924236023105,0.0006596306068601583,False,True,False,0,0,0.0,False,True,False
Kepler-538 b,2.215,12.9,8.45778956,0.0787,417.0,5.07,5534.0,0.8717,-0.09,1.1870486504872935,0.6394116740863097,0.0,0.003744617112900206,True,False,False,0,0,0.0,True,False,False
Kepler-539 b,2.48,7.22,8.45778956,0.0787,387.6,3.681,5820.0,0.952,-0.01,0.47334975328119233,0.9329442349041772,0.0,0.023025558369790467,True,False,False,0,0,0.0,True,False,False
Kepler-539 c,2.48,7.22,8.45778956,0.0787,253.0,101.32650000000001,5820.0,0.952,-0.01,0.47334975328119233,0.9329442349041772,0.0,0.023025558369790467,True,False,False,0,0,0.0,True,False,False
Kepler-54 b,2.1,0.98,8.0109434,0.0619,453.0,12.357,3705.0,0.5,-0.27,0.1058201058201058,0.04226517854030596,0.0,0.00037965360405166327,False,True,False,0,0,0.0033333333333333335,False,True,False
Kepler-54 c,1.23,0.7,12.0717249,0.0809,395.0,3.07,3705.0,0.5,-0.27,0.37616874284943524,0.04226517854030596,0.11890015015015014,0.00037965360405166327,False,True,False,0,0,0.013333333333333334,False,True,False
Kepler-54 d,1.53,12.0946,20.995694,0.126,328.0,3.425,4252.0,0.554,-0.27,3.376892357751906,0.09000826759294793,0.09146264908976773,0.0005156526357584476,False,True,False,0,0,0.023333333333333334,False,True,False
Kepler-55 b,2.43,43.0,27.9481449,0.1593,400.0,6.642,4362.0,0.58,-0.01,2.9967439331790215,0.10926686481088295,0.0,0.0006987290119273042,False,True,False,0,0,0.0033333333333333335,False,True,False
Kepler-55 c,2.21,7.22,42.1516418,0.2095,349.0,3.84,4362.0,0.58,-0.01,0.6688987379029617,0.10926686481088295,0.0,0.0006987290119273042,False,True,False,0,0,0.0033333333333333335,False,True,False
Kepler-553 c,2.48,7.22,8.45778956,0.0787,251.0,0.589,5191.0,0.902,0.152,0.47334975328119233,0.5300380414797768,0.0,0.0014762849584278156,False,True,False,0,0,0.0,False,True,False
Kepler-558 b,2.37,6.21,29.00790538,0.1759,498.0,15.227,5242.0,0.81,-0.06,0.4664945369433249,0.4444756299890357,0.0,0.0017567899933241978,True,False,False,0,0,0.0,True,False,False
Kepler-560 b,1.72,3.61,18.47764449,0.0899,298.0,2.46,5596.0,0.33,0.02,0.7094501113109538,0.09581390772051702,0.07811496467565833,0.005357334190506804,True,False,False,0,0,0.016666666666666666,True,False,False
Kepler-568 b,2.26,5.73,11.02347475,0.0794,429.0,8.37,3768.0,0.53,0.11,0.49639717873139955,0.05080250949084924,0.0,0.00044798652456534097,False,True,False,0,0,0.0,False,True,False
Kepler-61 b,2.15,5.27,8.45778956,0.24861,273.0,1.69,4017.0,0.62,0.03,0.5302677751644509,0.08980087242204884,0.0,0.0005510066892212072,False,True,False,0,0,0.0,False,True,False
Kepler-62 e,1.61,36.0,8.45778956,0.0787,270.0,1.352,4925.0,0.64,0.02,8.626306256396344,0.2162094824892006,0.1554528061224489,0.0011480001836800292,False,True,False,1,0,0.9766666666666667,False,True,False
Kepler-62 f,1.41,35.0,8.45778956,0.0787,208.0,0.5,4925.0,0.64,0.02,12.485637058226947,0.2162094824892006,0.2840740740740741,0.0011480001836800292,False,True,False,1,0,0.9966666666666667,False,True,False
Kepler-622 b,2.13,5.18,14.28226676,0.0978,446.0,12.486,4201.0,0.61,-0.09,0.5360322869424294,0.10398249793840497,0.0,0.0005813885885047848,False,True,False,0,0,0.0,False,True,False
Kepler-69 c,1.71,3.57,8.45778956,0.0787,299.0,2.687,5638.0,0.93,-0.29,0.7139698704714662,0.7840721591945519,0.07565055902118556,0.005497828357798669,True,False,False,0,0,0.02,True,False,False
Kepler-691 b,2.09,5.02,8.114379,0.0649,460.0,12.995,3715.0,0.5,0.04,0.5498761190444555,0.04272333347395031,0.0,0.0004658616577221228,False,True,False,0,0,0.0,False,True,False
Kepler-705 b,2.11,5.1,8.45778956,0.232,265.0,0.729,3722.0,0.51,0.07,0.5429037109171869,0.04478531955248317,0.0,0.0004543410010949618,False,True,False,0,0,0.01,False,True,False
Kepler-732 b,2.18,5.39,9.467814048,0.0691,407.0,8.559,3631.0,0.46,-0.01,0.520258619691142,0.03299973930334916,0.0,0.0004609399487434777,False,False,True,0,0,0.0,False,False,True
Kepler-737 b,1.96,4.5,28.59915399,0.1422,298.0,2.297,3813.0,0.48,-0.24,0.5976463888345843,0.043695784990687006,0.011710983048562676,0.0004101991927279887,False,True,False,0,0,0.0033333333333333335,False,True,False
Kepler-779 b,0.92,0.721,7.09714223,0.0533,425.0,15.028,3804.0,0.44,0.02,0.925916413248952,0.036371167001089624,0.03009490336355822,0.0004964010920824026,False,True,False,0,0,0.0,False,True,False
Kepler-786 b,2.43,6.48,8.45778956,0.25483,348.0,3.658,4838.0,0.74,0.09,0.45160234155814094,0.26916385861641856,0.0,0.0009749534459729547,False,True,False,0,0,0.0,False,True,False
Kepler-80 g,1.13,0.065,14.64558,0.0787,418.0,101.32650000000001,4540.0,0.678,0.04,0.04504826054805022,0.1752155511676378,0.004664399414293138,0.0007760600980939963,False,True,False,0,0,0.0,False,True,False
Kepler-801 b,2.0,4.66,11.41928253,0.0795,419.0,14.442,4435.0,0.63,-0.17,0.5825,0.13776707746122627,0.0,0.0006359381359381359,False,True,False,0,0,0.0,False,True,False
Kepler-81 d,1.21,1.92,20.837846,0.128,418.0,7.507,4500.0,0.595,-0.18,1.0837899457032527,0.13024883171543455,0.05094660606298083,0.0006625939226885412,False,True,False,0,0,0.0,False,True,False
Kepler-83 c,2.36,2.03,20.09,0.11796,362.0,5.9,4082.0,0.61,-0.2,0.15444008394236997,0.09269184388561225,0.0,0.0004910626595953643,False,True,False,0,0,0.006666666666666667,False,True,False
Kepler-833 b,2.02,4.74,18.7546998,0.1139,382.0,8.313,4339.0,0.62,-0.18,0.5750746626471293,0.12224520396127765,0.0,0.000588512241054614,False,True,False,0,0,0.0,False,True,False
Kepler-834 b,2.02,4.74,13.32388301,0.0862,378.0,11.845,4554.0,0.66,-0.13,0.5750746626471293,0.16809307661363554,0.0,0.0007224128589488893,False,True,False,0,0,0.0,False,True,False
Kepler-87 b,2.48,7.22,8.45778956,0.0787,478.0,9.203,5600.0,0.94,-0.17,0.47334975328119233,0.7796463772113408,0.0,0.004774865110060642,True,False,False,0,0,0.0,True,False,False
Kepler-888 b,1.76,3.75,8.45778956,0.0787,417.0,7.854,5875.0,0.9,-0.21,0.6878492439894817,0.865777614686947,0.014964987576236728,0.008433125316242199,True,False,False,0,0,0.0,True,False,False
Kepler-925 b,2.34,6.08,33.8678531,0.1805,394.0,5.833,4673.0,0.72,0.12,0.4745216228889252,0.22178796031718465,0.0,0.0008072849392921725,False,True,False,0,0,0.0,False,True,False
Kepler-934 b,2.09,5.02,8.45778956,0.2658,384.0,4.716,5001.0,0.77,0.01,0.5498761190444555,0.3327351779843683,0.0,0.0012726208353483163,False,True,False,0,0,0.0,False,True,False
Kepler-942 b,2.13,5.18,8.45778956,0.22737,379.0,4.957,4861.0,0.75,0.09,0.5360322869424294,0.28178304705311147,0.0,0.0009993803841618198,False,True,False,0,0,0.0,False,True,False
Kepler-950 b,2.48,7.22,8.45778956,0.0787,360.0,3.97,5857.0,1.02,0.02,0.47334975328119233,1.0984773074260488,0.0,0.012254901960784314,True,False,False,0,0,0.0,True,False,False
Kepler-969 b,2.07,4.94,34.1731714,0.19726,465.0,10.166,5214.0,0.82,0.22,0.5569496207500039,0.4458632342828876,0.0,0.001450747134774409,True,False,False,0,0,0.0,True,False,False
Kepler-973 b,1.96,4.5,8.45778956,0.2489,402.0,7.892,5213.0,0.78,-0.06,0.5976463888345843,0.4031159248726556,0.0027177987704303523,0.0016667777851856788,True,False,False,0,0,0.0,True,False,False
Kepler-983 b,2.36,6.17,8.45778956,0.0787,485.0,30.997,6052.0,1.08,0.12,0.46940656055390284,1.403889863604485,0.0,0.0032467532467532465,False,False,False,0,0,0.0,False,False,False
Kepler-984 b,2.12,5.14,43.0342272,0.23688,484.0,13.991,5610.0,0.93,0.04,0.5394553893482539,0.7686120556962017,0.0,0.005689576695493854,True,False,False,0,0,0.0,True,False,False
Kepler-986 b,2.36,6.17,8.45778956,0.0787,465.0,10.857,5642.0,0.98,0.04,0.46940656055390284,0.8731207884733109,0.0,0.007018528916339134,True,False,False,0,0,0.0,True,False,False
Kepler-988 b,2.07,4.94,17.76080053,0.1085,368.0,6.56,4005.0,0.53,-0.32,0.5569496207500039,0.0648412936453307,0.0,0.00042704383177889375,False,True,False,0,0,0.0,False,True,False
L 363-38 b,2.0,4.67,8.781,0.048,330.0,101.32650000000001,5596.0,0.274,0.02,0.58375,0.066054407126038,0.0,0.005357334190506804,True,False,False,0,0,0.0,True,False,False
L 98-59 d,1.627,1.64,7.450729,0.0494,416.0,4.97,5596.0,0.3155,0.02,0.3807861898493048,0.08757888271788057,0.0347105899869719,0.005357334190506804,True,False,False,0,0,0.0,True,False,False
L 98-59 e,1.49,2.82,12.8278,0.0712,347.0,2.4,5596.0,0.3155,0.02,0.8524919821919866,0.08757888271788057,0.11927083333333334,0.005357334190506804,True,False,False,0,0,0.006666666666666667,True,False,False
L 98-59 f,1.48,2.8,23.064,0.1052,285.0,1.1,5596.0,0.3155,0.02,0.8637198191617476,0.08757888271788057,0.24503968253968256,0.005357334190506804,True,False,False,1,0,1.0,True,False,False
LHS 1140 b,1.73,5.6,24.73723,0.0946,226.0,0.43,5596.0,0.2159,-0.15,1.0815577599161947,0.041011528704628035,0.14816433566433568,0.0047517224994060355,True,False,False,1,0,0.9966666666666667,True,False,False
LHS 1140 c,1.272,1.91,3.77794,0.027,422.0,5.3,5596.0,0.2159,-0.15,0.9280514065924169,0.041011528704628035,0.06179012345679012,0.0047517224994060355,True,False,False,0,0,0.0,True,False,False
LHS 1678 d,0.981,0.907,4.9652229,0.04,462.95,9.1,5596.0,0.329,0.02,0.9607275945341364,0.09523409720455907,0.03812639232673268,0.005357334190506804,True,False,False,0,0,0.0,True,False,False
LP 791-18 c,2.438,7.1,4.9899093,0.02961,324.4,2.637,5596.0,0.182,-0.09,0.48995618554527337,0.0291436168901231,0.0,0.0050132852057953575,True,False,False,0,0,0.0,True,False,False
LP 791-18 d,1.032,0.9,2.753436,0.01992,395.5,5.83,5596.0,0.182,-0.09,0.8188482355851266,0.0291436168901231,0.08882585000813405,0.0050132852057953575,True,False,False,0,0,0.0033333333333333335,True,False,False
LP 890-9 b,1.32,13.2,2.7299025,0.01875,396.0,4.09,5596.0,0.1556,-0.028,5.739210284664829,0.021301974406136057,0.08349705304518663,0.005315642873849163,True,False,False,0,0,0.03,True,False,False
LP 890-9 c,1.367,25.3,8.457463,0.03984,272.0,0.906,5596.0,0.1556,-0.028,9.904099105523503,0.021301974406136057,0.3136586218957677,0.005315642873849163,True,False,False,1,0,1.0,True,False,False
LTT 1445 A b,1.34,2.73,5.3587635,0.0381,431.0,5.7,5596.0,0.271,-0.34,1.1346142976363447,0.06461587875943518,0.04959577114427859,0.004077970801729059,True,False,False,0,0,0.0033333333333333335,True,False,False
LTT 3780 c,2.39,8.04,12.252284,0.0757,359.0,2.76,5596.0,0.38,0.06,0.5889281939044613,0.12704800986999684,0.0,0.005155170636148056,True,False,False,0,0,0.0,True,False,False
NGTS-11 b,2.48,7.22,35.45533,0.201,435.0,9.242,5050.0,0.832,0.22,0.47334975328119233,0.40392619177046823,0.0,0.00112437878072365,False,True,False,0,0,0.0,False,True,False
PH2 b,2.48,7.22,8.45778956,0.0787,295.1,1.2,5734.0,0.949,0.017,0.47334975328119233,0.8734801283911662,0.0,0.02185075931388616,True,False,False,0,0,0.01,True,False,False
Proxima Cen b,1.02,1.055,11.18465,0.04848,218.0,0.641,5596.0,0.141,0.02,0.9941500629471317,0.01749197703757207,0.45204482361703563,0.005357334190506804,True,False,False,1,0,0.9833333333333333,True,False,False
Proxima Cen d,0.692,0.26,5.12338,0.02881,282.0,1.814,5596.0,0.141,0.02,0.7846122142249182,0.01749197703757207,0.24079009713338068,0.005357334190506804,True,False,False,0,0,0.09666666666666666,True,False,False
Ross 128 b,1.11,1.4,9.8658,0.0496,301.0,1.38,5596.0,0.1967,-0.02,1.0236679338213301,0.0340415552257546,0.3570699112978525,0.005357334190506804,True,False,False,1,0,0.69,True,False,False
TIC 139270665 c,2.48,7.22,8.45778956,0.0787,200.0,0.21,5844.0,1.016,0.156,0.47334975328119233,1.0802346280009765,0.0,0.012911222434540102,True,False,False,0,0,0.0,True,False,False
TOI-1227 b,2.48,7.22,27.36397,0.0886,243.77,3.21,5596.0,0.56,0.02,0.47334975328119233,0.27591589955146134,0.0,0.005357334190506804,True,False,False,0,0,0.0,True,False,False
TOI-1266 c,1.98,3.17,18.8027,0.105,346.0,2.42,5596.0,0.4232,-0.109,0.40837927278086444,0.1575766964211847,0.004670240415854455,0.00492739483707569,True,False,False,0,0,0.006666666666666667,True,False,False
TOI-1266 d,1.74,3.68,32.509,0.1513,288.0,1.3,5596.0,0.4232,-0.109,0.6985541447799024,0.1575766964211847,0.11304347826086958,0.00492739483707569,True,False,False,1,0,0.9233333333333333,True,False,False
TOI-1278 b,2.48,7.22,14.47567,0.095,407.87,6.5402,3799.0,0.573,-0.01,0.47334975328119233,0.061358716732472826,0.0,0.0005000500050005,False,True,False,0,0,0.0,False,True,False
TOI-1386 c,2.48,7.22,8.45778956,0.0787,327.4,1.771,5735.0,1.0235,0.149,0.47334975328119233,1.0167150046593976,0.0,0.019780045889706464,True,False,False,0,0,0.0,True,False,False
TOI-1452 b,1.672,4.82,11.06201,0.061,326.0,1.8,5596.0,0.275,-0.07,1.0311888748888338,0.06653743591702571,0.10168650793650795,0.005106991471324243,True,False,False,0,0,0.05333333333333334,True,False,False
TOI-1468 c,2.126,4.1,15.532477,0.08608,338.1,2.13,5596.0,0.3714,-0.01,0.42667193376587664,0.12136248825157363,0.0,0.005410377103284099,True,False,False,0,0,0.0,True,False,False
TOI-1470 c,2.47,7.24,18.08816,0.106,373.0,3.35,3709.0,0.469,0.0,0.4804494564849162,0.0373476146132941,0.0,0.0004830917874396135,False,True,False,0,0,0.0,False,True,False
TOI-1680 b,1.466,2.75,4.8026345,0.03144,404.0,4.41,5596.0,0.2106,0.04,0.8728322468448714,0.039022708248183206,0.058949476278496615,0.005254308532997057,True,False,False,0,0,0.0,True,False,False
TOI-1736 c,2.48,7.22,8.45778956,0.0787,249.0,0.9,5636.0,1.4286,0.148,0.47334975328119233,1.847545230322237,0.0,0.0060914695061036524,True,False,False,0,0,0.0033333333333333335,True,False,False
TOI-1743 b,1.83,4.01,4.266046,0.03589,485.0,10.8837,5596.0,0.338,0.22,0.6543213683899467,0.10051573988634295,0.004520080259328135,0.004479082683866344,True,False,False,0,0,0.0,True,False,False
TOI-1801 b,2.079,5.738,10.64387,0.075,493.7,10.7276,3863.0,0.547,-0.19,0.6385531857156415,0.059781021981697234,0.0,0.0004385887966877774,False,True,False,0,0,0.006666666666666667,False,True,False
TOI-1899 b,2.48,7.22,29.090312,0.1525,378.0,3.4,3926.0,0.607,0.28,0.47334975328119233,0.07853593402880936,0.0,0.0004216135995682677,False,True,False,0,0,0.0,False,True,False
TOI-198 b,1.44,2.67,10.2152,0.1,368.0,7.4195,3650.0,0.441,0.02,0.8941775977366255,0.03096980613236692,0.048036634532269674,0.00046049420237799206,False,False,True,0,0,0.0033333333333333335,False,False,True
