P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST,P.Habitable,Habitability_Score
1.5694,3.086051,0.0338,0,30.222985002371544
2.52225,6.9062285,0.04454,0,22.84820018761625
2.65677,7.5431552,0.05883,0,17.374527108683658
3.29574,10.875888,0.07807,0,13.1124395415938
2.81371,8.3151703,0.1043,0,9.943130361969287
9.11373,61.157993,0.1796,0,5.677653288953195
4.80909,20.658056,0.0627,0,16.15690286519903
12.25253,101.08109,0.0687,0,14.637656553814843
1.51335,5.0788915,0.0074765787,0,134.41180203142102
6.99504,7.3990359,0.068350353,0,14.773460786345277
2.05143,5.7717565,0.025857559,0,39.160875583888405
2.18595,7.4943843,0.03409948,0,29.783427401069254
1.37883,2.4771268,0.0159,0,63.618334330213514
1.33399,2.3419147,0.0454,0,22.776062524889312
1.72634,3.6281006,0.0616,0,16.8130264026785
1.63666,3.3139434,0.0774,0,13.530897092967209
1.63666,3.3139434,0.083,0,12.65919322322467
2.47741,6.6990733,0.091,0,11.392658346533564
1.99538,4.6394796,0.0727,0,14.256315858546586
1.49093,2.8286707,0.0373,0,27.480373775376613
2.28684,5.8478451,0.1716,0,6.2647904648219495
1.99538,4.6394796,0.0614,0,16.78780262536753
1.99538,4.6394796,0.0405,0,25.19251569891882
2.07385,4.9534779,0.0677,0,15.253243695879716
1.80481,3.9125102,0.0562,0,18.347669250226772
2.60072,7.2749643,0.0946,0,10.95533342953914
1.9057,4.2910395,0.1937,0,5.687364177066388
1.15463,1.6270695,0.0149,0,67.9801722705324
1.05374,1.1724075,0.0097937989,0,103.05442579935946
2.64556,7.4891982,0.0887,0,11.65194896410046
1.27794,2.1773119,0.0622,0,16.859679768993175
2.26442,5.7508411,0.1013,0,10.313282500125357
2.0178,4.7283306,0.0667,0,15.488093003750876
2.54467,7.010777,0.1229,0,8.529674765592702
3.18364,10.255306,0.046542007,0,21.80007229652423
6.12066,31.110601,0.086136269,0,11.772892509168335
1.43488,2.6505029,0.0795,0,13.275538742923827
2.4662,6.6476898,0.065176056,0,15.748540004404635
3.2509,10.625858,0.13859719,0,7.522760620438748
1.27794,2.1773119,0.032548317,0,31.506064120347013
1.55819,3.0487196,0.049245481,0,20.948202030964424
2.64556,7.4891982,0.10732715,0,9.695298749373118
2.18595,5.4165988,0.0858,0,12.112478660203905
2.82492,8.3714933,0.091283067,0,11.308926606959954
1.86086,4.1210313,0.11832195,0,8.988903177337539
1.27794,2.1773119,0.06708697,0,15.688533575959196
2.23079,5.6065874,0.119,0,8.851633033042784
1.42367,2.6154425,0.074458463,0,14.132716742460875
1.80481,3.9125102,0.10340674,0,10.224624465417055
2.6904,7.7059808,0.059552444,0,17.163614033110957
1.67029,3.4303813,0.11260838,0,9.479032202287065
3.20606,10.378222,0.18286359,0,5.780466512357916
1.60303,3.1991632,0.06100494,0,17.01593377379244
2.60072,7.2749643,0.126,0,8.321016841734181
2.04022,4.8178725,0.090488158,0,11.541313031483197
1.49093,2.8286707,0.058479884,0,17.770619421024747
2.11869,5.1366839,0.12200615,0,8.66829790418773
3.55357,12.359554,0.081661481,0,12.527082682893328
2.51104,6.8541965,0.054772665,0,18.65552353415753
2.36531,8.921432,0.1429,0,7.4206781938512885
2.6499429,7.5102757,0.06,0,17.044033288415385
2.30926,5.9455152,0.0753,0,13.713251638800164
2.83613,8.4279728,0.0706,0,14.516899095302922
2.75766,8.0359058,0.0529,0,19.266217967023273
2.60072,7.2749643,0.011533251,0,87.09033018666719
2.86976,8.5983448,0.0932,0,11.078074929266863
2.85855,8.541399,0.1527,0,6.898616183985183
1.54698,3.011575,0.1229,0,8.783117269426945
1.31157,2.2754822,0.093880734,0,11.41425776503889
3.17243,10.194074,0.23599082,0,4.552668746294306
1.30036,2.2425611,0.0164,0,61.744627566550044
1.80481,3.9125102,0.0392,0,26.064279025809604
3.17243,10.194074,0.072,0,14.204104669851747
2.37652,6.2425017,0.1106,0,9.462374650319921
1.3452,2.3754251,0.0289,0,35.345460008004885
2.82492,8.3714933,0.0785,0,13.092845828631098
1.52456,2.9378483,0.0361,0,28.35675798090493
2.49983,6.8023267,0.068,0,15.105909554790902
7.74611,46.405327,0.074,0,13.642610569971529
4.86514,21.068495,0.0971,0,10.504205104951724
1.14342,1.5711567,0.0344,0,29.944336716492707
1.35641,2.4091308,0.088261622,0,12.067192886821148
1.09858,1.3612778,0.14640115,0,7.740813417358938
1.58061,3.123569,0.038050816,0,26.91331246975248
1.52456,2.9378483,0.049,0,21.064090221280306
3.94592,14.764686,0.1184,0,8.699372269845062
3.64325,12.893769,0.2358487,0,4.514486614005043
3.12759,9.950654,0.1208,0,8.59788069899323
2.5783,7.1688075,0.17876143,0,5.9819003492183365
3.59841,12.625501,0.27275464,0,3.9441992829793766
2.55588,7.063293,0.0806,0,12.798202566312229
4.19254,16.365351,0.12029143,0,8.551663063036106
1.42367,2.6154425,0.040744132,0,25.24582152047924
2.44378,6.5454121,0.06928583,0,14.842167723853152
1.87207,4.1632686,0.0385,0,26.508194033980995
2.78008,8.1471405,0.0668,0,15.329761759322137
1.36762,2.4430315,0.037401905,0,27.467803325644766
1.40125,2.5458987,0.020063799,0,50.55465819929927
3.28453,10.813157,0.15510801,0,6.7515778634172126
2.29805,5.8965974,0.043838816,0,23.245986578674973
1.36762,2.4430315,0.082240703,0,12.890626395681974
3.04912,9.5305061,0.072218234,0,14.174881972283144
1.99538,4.6394796,0.17170806,0,6.324996112562859
2.79129,8.2029943,0.12558364,0,8.321077928139943
2.60072,7.2749643,0.10316577,0,10.077646464321669
1.6815,3.4695604,0.049645366,0,20.737574016019966
0.86317,0.57352358,0.028843498,0,35.828379035268235
1.83844,4.0370889,0.076,0,13.701834163747526
2.48862,6.7506189,0.107,0,9.747623518705748
0.81833,0.47370976,0.013038418,0,77.918422203245
1.37883,2.4771268,0.014350352,0,70.40995438000601
2.52225,6.9062285,0.0785,0,13.135324907684664
1.51335,2.9012671,0.080921172,0,13.018491022279932
2.43257,6.4945178,0.0834,0,12.401495535669616
2.11869,5.1366839,0.080014293,0,12.969756884944182
1.74876,7.9997308,0.028,0,36.28611947077603
3.57599,12.492237,0.11774151,0,8.772824216893955
2.56709,7.1159697,0.083994073,0,12.29514809815928
1.3452,2.3754251,0.048810682,0,21.230702622397047
1.43488,2.6505029,0.069773795,0,15.028950625678114
2.5783,7.1688075,0.098226573,0,10.568396986283616
2.49983,444.9592,0.0088,0,114.03639083821335
2.38773,6.2925768,0.1104,0,9.47677883614763
1.6815,3.4695604,0.03518154,0,29.018704464455134
2.38773,6.2925768,0.1211,0,8.67644613709666
0.88559,0.62873346,0.0127,0,79.8693481893338
1.5694,3.086051,0.0549,0,18.852122433526628
1.55819,3.0487196,0.0516,0,20.021615220322964
2.41015,6.3932195,0.0886,0,11.701593650517431
3.48631,11.96501,0.134,0,7.749522792284721
1.53577,2.9746177,0.0413,0,24.864214228507056
1.67029,3.4303813,0.10970871,0,9.713744992462129
1.21068,1.9283813,0.0338,0,30.41178090927628
1.14342,1.5711567,0.0131,0,77.21044713722766
2.02901,4.773015,0.0769,0,13.496752363790272
1.96175,4.5075054,0.0409,0,24.95962669925404
2.49983,6.8023267,0.11317413,0,9.23596877259562
11.21,126.49555,0.10356,0,9.745443995715076
1.40125,2.5458987,0.03317,0,30.861372374949475
1.33399,2.3419147,0.06687,0,15.704019920032364
2.64556,7.4891982,0.1527,0,6.92678027926995
18.40682,392.83541,0.0353,0,28.38293958742777
14.573,273.33208,0.046,0,21.807750485561446
1.09858,1.3612778,0.0441,0,23.58600294117052
0.99769,0.96382171,0.0576,0,18.363426459566043
1.09858,1.3612778,0.0685,0,15.508806125704673
5.40322,18.999758,0.15179586,0,6.772869776154519
7.49949,15.398767,0.24310762,0,4.24674699073185
1.99538,4.6394796,0.0513,0,19.994335062141694
1.80481,3.9125102,0.1159,0,9.182202640466855
2.54467,7.010777,0.1567,0,6.774599196088853
2.54467,7.010777,0.0494,0,20.63589324412928
2.17474,5.369523,0.1087,0,9.659457097258013
2.00659,4.6838183,0.1817,0,6.001935235945715
1.74876,3.7084594,0.1418,0,7.624019934205404
4.33827,17.34281,0.0959,0,10.658035306227085
3.48631,11.96501,0.0602,0,16.898131906183664
2.11869,5.1366839,0.0304,0,33.366726609367106
2.18595,5.4165988,0.0615,0,16.717629606818267
2.56709,7.1159697,0.0699,0,14.695697784999965
2.79129,8.2029943,0.1151,0,9.046354599912682
3.43026,11.640251,0.02976735,0,33.88537676007688
2.44378,6.5454121,0.0459,0,22.195694512399637
2.3541,6.1428456,0.0694,0,14.834012692552951
1.73755,3.6681895,0.1041,0,10.181670941210381
12.6673,106.95893,0.0506,0,19.84178927105236
1.62545,3.2754986,0.0448,0,22.936642819790563
2.18595,5.4165988,0.0923,0,11.291703191541114
2.90339,8.7701168,0.0274,0,36.84077533026269
2.63435,7.4354,0.0578,0,17.680638343187944
0.82954,0.49738312,0.0216,0,47.50178367484344
3.00428,9.2937756,0.149,0,7.044267851243635
2.32047,5.9945993,0.1271,0,8.298767792494303
2.66798,7.5972714,0.0962,0,10.769825798424215
17.39792,451.31576,0.0404,0,24.809953382842078
9.5285,70.875645,0.102,0,9.908869881583321
2.41015,14.80125,0.2573,0,4.3014257320657885
2.23079,5.6065874,0.05023,0,20.35669295069888
2.66798,7.5972714,0.11283,0,9.237706478482504
1.71513,6.5409003,0.03376,0,30.203899263656883
3.29574,11.267003,0.01306,0,76.87310040059045
0.70623,0.28922348,0.0679,0,16.143509802521912
2.92581,8.8991841,0.1035,0,10.003621442326711
2.73524,14.299082,0.1249,0,8.372003755298005
1.41246,2.5805743,0.0308,0,33.17551711842523
2.6904,7.7059808,0.0819,0,12.581704151730912
1.5694,3.086051,0.0531,0,19.46957789955114
4.484,30.899238,0.06702,0,15.143934293649547
1.37883,2.4771268,0.0247,0,41.2110825287214
2.94823,9.0013132,0.0497,0,20.459910908861588
7.27529,41.718746,0.077,0,13.124464552517592
2.9146,8.8276834,0.1081,0,9.59379405592934
4.41674,17.878754,0.0974,0,10.493351786802458
2.19716,5.4638433,0.1064,0,9.853629230461141
2.242,5.6545043,0.04,0,25.446030330062445
2.34289,6.0932651,0.075,0,13.76015661568974
3.76656,13.643414,0.1291,0,8.011427629057678
2.07385,4.9534779,0.0675,0,15.297009766233671
2.98186,9.1763296,0.0488,0,20.827164429111413
1.21068,1.9283813,0.067,0,15.751355227036587
2.32047,5.9945993,0.0214,0,47.15991914142112
7.66764,45.610023,0.1488,0,6.850848332691339
8.1833,50.939114,0.0773,0,13.058810698448767
2.82492,8.3714933,0.0499,0,20.394072485767026
3.51994,12.161625,0.0291,0,34.64835692001701
2.78008,8.1471405,0.04771,0,21.319668343136275
2.58951,9.681041,0.03817,0,26.58475872233658
3.53115,15.678455,0.0824,0,12.419116190454194
2.47741,6.4995827,0.1178,0,8.89261170387232
1.95054,10.701269,0.18041,0,6.055608533095851
2.09627,5.0447392,0.1768,0,6.133146383448109
9.49487,100.11582,0.1206,0,8.397193994227075
1.9057,4.2910395,0.164,0,6.622302540389103
9.10252,61.030331,0.107,0,9.455654079730863
13.3399,232.01444,0.04217,0,23.7885035122692
3.06033,10.901501,0.0923,0,11.160998332914758
11.27726,245.99887,0.305,0,3.3673625464713655
1.59182,6.4900478,0.03261,0,31.29365178154702
2.45499,6.5964694,0.10738518,0,9.719605588860407
1.65908,3.3913851,0.035958022,0,28.41294971228563
10.05537,106.47238,0.0451,0,22.272398351172132
2.17474,5.369523,0.0769,0,13.463726252889709
1.84965,4.0789714,0.1399,0,7.688605654911395
1.51335,2.9012671,0.2076,0,5.47774135817429
11.64719,184.02241,0.04839,0,20.751284359938513
11.8826,563.82688,0.022,0,45.53870212059498
4.96603,21.815622,0.08035,0,12.646918810455483
2.73524,7.9252992,0.1399,0,7.513561461792006
3.27332,10.750574,0.1862,0,5.676069506413883
1.0089,1.0032039,0.04951,0,21.189118321389245
5.0445,1175.9636,0.049792605,0,20.28153923698169
13.95645,126.08944,0.0426,0,23.54582986240044
1.92812,4.3771005,0.055,0,18.700458100495446
1.32278,2.3086002,0.031,0,33.01404812640436
1.43488,3.8997496,0.0223,0,45.53997171807683
3.19485,7.7994992,0.054,0,18.831522258913218
1.61424,3.2372384,0.0511,0,20.18895819379732
2.74645,7.9805236,0.0654,0,15.65462626956355
2.73524,7.9252992,0.1103,0,9.43178176809809
1.9057,19.06968,0.064681932,0,15.985009511011997
2.42136,9.9003423,0.0964,0,10.786435029756605
6.2776,28.60452,0.047156075,0,21.36547199680377
2.09627,5.0447392,0.078,0,13.297550606675863
2.15232,5.2758784,0.0617,0,16.672070356645946
4.50642,18.499443,0.03719204,0,27.10937940811632
2.42136,6.4437871,0.027432752,0,36.865768368877205
2.72403,7.8702326,0.0651,0,15.728086255233354
6.71479,36.409752,0.0224,0,44.791782127852954
2.05143,4.8629026,0.13821,0,7.722831312910071
1.89449,4.2482729,0.1779,0,6.148982013817409
2.242,5.6545043,0.1344,0,7.886506520538635
1.92812,4.3771005,0.0309,0,32.88109946560282
1.9057,4.2910395,0.0532,0,19.321734045982357
2.26442,5.7508411,0.0818,0,12.666553063486262
1.59182,3.1612732,0.0705,0,14.812608895602883
18.00326,1000.0,0.054,0,18.57406401416764
2.60072,7.2749643,0.098,0,10.588590537879305
1.15463,1.6270695,0.0671,0,15.769207968028878
3.82261,13.989899,0.03486,0,28.947774631092056
2.09627,5.0447392,0.0746,0,13.881863523428457
2.67919,7.651547,0.0692,0,14.824114190150691
1.62545,3.2754986,0.035,0,29.18664281979056
1.71513,3.5881927,0.1517,0,7.175003994558169
2.41015,6.3932195,0.1354,0,7.800436307172237
2.29805,5.8965974,0.0905,0,11.484875298430413
2.49983,6.8023267,0.1898,0,5.668731100690612
7.65643,135.39473,0.045,0,22.35283139647184
2.47741,6.6990733,0.0392,0,25.913851439155227
2.14111,5.2293105,0.0636,0,16.190317906285543
2.14111,5.2293105,0.1148,0,9.177848859762197
3.21727,10.439906,0.1627,0,6.457104029352926
3.90108,14.48096,0.189,0,5.547344561156121
2.07385,4.9534779,0.0619,0,16.637283804407552
1.58061,3.123569,0.1014,0,10.494600073696361
2.48862,21.300833,0.05983,0,17.115852191534213
1.58061,3.123569,0.0708,0,14.75696092015108
2.32047,5.9945993,0.0591,0,17.351420952069947
2.66798,7.5972714,0.1814,0,5.887494565486586
2.89218,8.7127047,0.1112,0,9.338565701180524
2.15232,5.2758784,0.0559,0,18.353702583677897
1.07616,1.2643012,0.04,0,25.929229854296757
1.15463,1.6270695,0.078,0,13.686591131313683
1.0089,1.0032039,0.05,0,20.991178511249878
1.28915,2.2098374,0.106,0,10.209667185998674
2.45499,6.5964694,0.07619,0,13.532415666522922
2.30926,5.9455152,0.1402,0,7.565706773089447
2.66798,7.5972714,0.081,0,12.720494415759497
2.76887,8.091445,0.1429,0,7.359058791804939
2.29805,603.87321,0.073859821,0,13.974312433885554
3.68809,13.164352,0.0987,0,10.402855317160554
3.57599,12.492237,0.0856,0,11.961885830818748
2.41015,6.3932195,0.0532,0,19.21190441614482
2.00659,4.6838183,0.135,0,7.905765318091702
1.46851,2.7568324,0.0596,0,17.459485825906086
2.55588,7.063293,0.17777092,0,6.016471668238868
1.97296,4.5513229,0.059,0,17.456005190171116
1.24431,2.0809278,0.03014,0,33.982158584149765
1.47972,2.7926567,0.07131,0,14.69908217294427
2.41015,6.3932195,0.0665,0,15.452505919904215
2.02901,4.773015,0.1768,0,6.148959790724232
1.0089,1.0032039,0.01263,0,80.16774224838368
1.96175,4.5075054,0.077,0,13.49676193565578
7.60038,44.932835,0.094,0,10.769870241090409
1.2331,2.0491991,0.0345,0,29.79647148285398
0.61655,0.17170972,0.01462,0,70.02138127733191
2.25321,5.702589,0.091,0,11.432822262704963
2.60072,7.2749643,0.096,0,10.80117557189291
1.30036,2.2425611,0.035,0,29.34044638188106
1.09858,1.3612778,0.0164,0,61.88587573581683
3.87866,14.339947,0.0696,0,14.62563709199012
10.61587,79.240646,0.086,0,11.722105568098453
5.20144,23.600296,0.0974,0,10.459194904358503
11.72566,93.812698,0.1597,0,6.347023809833414
12.4431,8654.4565,0.02466,0,40.63186623075148
15.68279,215.80521,0.0525,0,19.111383212031118
15.1335,54.348589,0.062312852,0,16.114132346113866
19.9538,301.9366,0.06708,0,14.957688814530677
19.53903,408.09116,0.03005,0,33.329049829623706
19.5054,416.35468,0.055511047,0,18.065700188552697
15.86215,874.02701,0.02044,0,48.986722216857935
17.09525,416.35468,0.04881,0,20.546100779967414
17.5997,375.03704,0.0455,0,22.034841128348404
21.4111,1293.56,0.0637,0,15.745291873761952
15.1335,540.3076,0.058011114,0,17.304154705723533
19.51661,1074.8943,0.0542,0,18.50142290851503
17.77906,1242.7075,0.05224,0,19.198665545099015
14.83083,298.12267,0.03302,0,30.352103063576127
17.4876,616.58633,0.047519009,0,21.101393283309353
19.04579,286.68086,0.04317,0,23.21673946384899
14.573,165.27056,0.086834733,0,11.584749201541587
12.994966,1179.1419,2.39,0,0.49536291728523385
17.936,441.78092,0.046198476,0,21.701489464443217
18.1602,209.76648,0.039969662,0,25.074041114922945
21.19811,915.34465,0.03462,0,28.932211567477683
0.0,0.0,0.102199455,0,
0.0,0.0,0.102199455,0,
0.0,0.0,0.102199455,0,
5.50411,25.978928,1.7671908,0,0.7475522695118918
6.90536,38.181458,2.3413785,0,0.5719138645671286
6.40091,33.567528,1.1590966,0,1.0189686485123741
6.60269,35.383781,2.3387808,0,0.5790266267247304
12.349938,3750.3704,2.0500211,0,0.5687719236979889
4.10286,15.775464,0.19901946,0,5.268366695256532
2.39894,6.3428164,0.35318256,0,3.2482476601354646
4.5961,19.128815,1.3398113,0,0.9639495325001082
13.065068,1043.4293,0.342,0,3.0005165848638726
12.636979,2224.796,5.1,0,0.27521126842165705
12.876306,1452.474,1.08,0,1.0035879510439993
12.202964,4923.1558,0.83,0,1.2867665810585234
6.4494934,34.00124,3.45,0,0.44490601026300675
13.353106,635.65601,1.8,0,0.6304444989968793
13.975657,225.65788,1.6,0,0.696552986739729
17.2634,1690.845,0.16319631,0,6.18551554388482
10.5374,460.8506,0.382,0,2.712701117346471
16.94952,2949.4439,0.03641,0,27.523980868669337
3.77777,8.5813561,0.095203451,0,10.768527344500784
14.0533,198.96033,0.15525,0,6.512381496564386
1.9057,4.5989712,0.14728,0,7.314529723388798
1.9057,9.000889,0.112293,0,9.430016158921456
12.4431,103.76476,0.0477,0,21.044726412238575
1.31157,2.2754822,0.074,0,14.275958522167265
1.18826,1.8034186,0.089,0,12.077521716674953
2.86976,8.5983448,0.32,0,3.4734611953612844
2.65677,7.5431552,0.42,0,2.757349283958663
2.88097,8.655447,0.48,0,2.4304386485570255
8.10483,50.112591,0.71,0,1.5318339213933867
11.29968,88.100044,1.01,0,1.0785970912625862
11.0979,613.40805,0.534,0,1.962766313416315
0.76228,0.4449592,0.006,0,167.97852057861502
0.86317,0.66743881,0.0076,0,132.73746770624558
1.71513,10.488324,0.05119,0,20.118111625557393
4.31585,15.573572,0.1013,0,10.103372379509624
11.26605,106.15455,0.1684,0,6.02700453502383
6.55785,34.96108,0.3046,0,3.4354830923413875
11.5463,346.43252,0.0269,0,37.26132902067116
2.5406997,6.9922161,0.311,0,3.609026447153736
1.47972,4.608506,0.0172,0,58.81533841411857
2.3541,17.162712,0.24092715,0,4.575423045970552
1.32278,7.3100441,0.072667402,0,14.517312245637854
2.19716,7.0494251,0.1099386,0,9.551119294942657
1.61424,3.0002963,0.21615833,0,5.245725123465227
4.76425,20.3321,0.53257833,0,2.0875546973544874
3.15001,10.072062,0.11132296,0,9.300332204876037
1.71513,3.5881927,0.055596956,0,18.569642427673926
1.78239,3.8303511,0.047188042,0,21.752854009373056
6.2776,32.477028,0.061490202,0,16.42205008237193
1.50214,2.8648744,0.06813392,0,15.342694251636264
1.53577,2.9746177,0.13165103,0,8.24697795480346
1.43488,2.6505029,0.052777619,0,19.644347813608736
1.27794,2.1773119,0.097919414,0,10.994988767989792
2.17474,5.369523,0.082882055,0,12.525162989519794
5.7171,50.85248,0.0474,0,21.271960268428558
1.25552,3.17828,0.0684,0,15.416365773190037
2.32047,5.9945993,0.19630877,0,5.52496310076234
2.86976,8.5983448,0.060878523,0,16.774615292430955
1.28915,2.2098374,0.059994552,0,17.443885059270876
2.15232,5.2758784,0.12955277,0,8.183477287250753
2.38773,6.2925768,0.12187223,0,8.62412251885866
3.55357,12.359554,0.14193006,0,7.327130936485687
2.17474,5.369523,0.030484705,0,33.263160394459774
3.67688,13.09649,0.43582793,0,2.566453226705291
1.99538,4.6394796,0.071436976,0,14.499510572032099
2.5783,7.1688075,0.25424495,0,4.321067260273861
1.4573,2.7211983,0.021857847,0,46.43636062191124
0.47082,4.3002129,0.055353095,0,20.189791102344465
0.58292,3.0002963,0.067195829,0,16.59737734543988
1.17705,3.813936,0.086408821,0,12.422474121753021
2.21958,8.8991841,0.11651339,0,9.033240215570059
0.88559,5.1996661,0.16598574,0,7.153804630672598
2.27563,5.7992597,0.39410364,0,2.9768423617476527
2.33168,6.0438495,0.10657423,0,9.812006680362336
2.36531,6.1925912,0.086308036,0,12.0091841878684
2.63435,7.4354,0.29962566,0,3.7170981440712008
3.91229,14.55168,0.29912588,0,3.598678933623735
1.98417,4.5953145,0.22488943,0,4.950618690569142
2.20837,5.5112567,0.19908457,0,5.475813653292813
0.88559,0.62873346,0.029166167,0,35.41549236806098
1.33399,2.3419147,0.034933261,0,29.37564427863034
1.25552,2.1128564,0.049307322,0,21.07744627758745
3.37421,9.8526681,0.12767473,0,8.128769151261363
5.14539,36.232392,0.64102552,0,1.7543490222241096
2.47741,6.6990733,0.13082387,0,8.047512349438804
0.87438,0.60067123,0.023069066,0,44.49175971575988
1.87207,4.1632686,0.039671696,0,25.741056114350275
2.51104,6.8541965,0.073833523,0,13.94222463237333
2.26442,5.7508411,0.097043496,0,10.746271802741433
1.16584,1.6844027,0.037815201,0,27.302142666394907
3.01549,9.3527288,0.47541566,0,2.4350435714544783
1.27794,2.1773119,0.019084659,0,53.18061612355208
3.53115,12.227455,0.52370851,0,2.1926529982275236
1.4573,2.7211983,0.017293801,0,58.51038849283573
3.10517,9.8298521,0.094,0,10.960341431952298
3.12759,9.950654,0.153,0,6.855682716047292
3.57599,12.492237,0.257,0,4.170693423822129
2.08506,4.999023,0.66715047,0,1.9785147373422383
2.93702,8.9432821,0.1694667,0,6.24134546758056
2.18595,5.4165988,0.083239124,0,12.47104850323877
2.54467,7.010777,0.21699655,0,5.0013464619310986
2.66798,7.5972714,0.07187062,0,14.288706782116272
2.6904,7.7059808,0.16501609,0,6.431707059032415
1.71513,3.5881927,0.11719998,0,9.115470847324454
2.08506,4.999023,0.29449873,0,3.875202887149719
0.98648,0.92556667,0.043492894,0,24.00596697402145
1.61424,3.2372384,0.0645619,0,16.108497890449545
0.95285,0.81736451,0.034464424,0,30.064910748485385
4.80909,20.658056,0.066,0,15.35945469932981
1.31157,4.5989712,0.071477931,0,14.752777213428958
1.60303,3.1991632,0.12452766,0,8.654163066522353
1.47972,2.7926567,0.15389703,0,7.173654723497341
3.39663,11.447163,0.19327709,0,5.4683284162796735
2.92581,8.8854055,0.21084127,0,5.084690154316715
0.97527,0.88841861,0.031850809,0,32.42173385709273
2.63435,7.4354,0.055341334,0,18.449276736480794
1.2331,2.0491991,0.033815146,0,30.383511402176236
3.01549,9.3527288,0.18510768,0,5.733882060734211
3.363,11.255403,0.11673722,0,8.863601747395688
2.72403,7.8702326,0.40682635,0,2.825154357700064
1.72634,3.6281006,0.043017425,0,23.825653926790615
0.81833,5.3013711,0.065784721,0,16.423099043771142
2.49983,10.488324,0.11132171,0,9.383000963212178
0.95285,8.1014358,0.16270895,0,7.1954265457014435
2.55588,11.12398,0.24328742,0,4.501619280453218
2.37652,6.2425017,0.25353249,0,4.365050986041921
1.98417,4.5953145,0.0396016,0,25.75549406321427
1.75997,3.74891,0.07864061,0,13.284267840922375
1.49093,2.8286707,0.11741249,0,9.187703756566549
1.54698,3.011575,0.12032437,0,8.95728913178067
3.73293,13.43724,0.045099134,0,22.441260854466403
1.60303,3.1991632,0.034073908,0,29.971787769850025
2.36531,6.1925912,0.030143269,0,33.59767972876563
0.79591,0.42881536,0.016048576,0,63.56724780227656
3.63204,12.826485,0.12940244,0,8.00315691675456
1.60303,3.1991632,0.16179862,0,6.804341073116122
1.53577,3.5088212,0.04544,0,22.6581814214955
1.59182,9.3886392,0.06064,0,17.118976903986276
0.86317,3.8012229,0.08377,0,13.09596811149052
2.90339,8.6004258,0.12639,0,8.25644332118177
1.72634,3.6281006,0.070529925,0,14.757639062693878
2.37652,6.2425017,0.062661477,0,16.379551745489383
1.58061,3.123569,0.028075717,0,36.25063550230893
2.29805,5.8965974,0.082632751,0,12.536890717556366
1.63666,3.3139434,0.049516047,0,20.806473648940557
1.25552,2.1128564,0.054161865,0,19.259657883257752
1.42367,2.6154425,0.021355539,0,47.52866895461991
0.79591,0.42881536,0.060697929,0,17.731450149977228
2.76887,8.091445,0.20813133,0,5.165816835918658
1.9057,4.2910395,0.039933014,0,25.566678043703778
1.62545,3.2754986,0.11237926,0,9.513653337567598
8.65412,56.014221,0.292,0,3.5402094332264835
8.1833,50.939114,0.721,0,1.5091626424391626
3.28453,10.813157,0.36637368,0,3.0339112728486
1.0089,1.0032039,0.046113783,0,22.676668942603126
1.121,1.4635061,0.02638789,0,38.788231972041075
3.363,11.255403,0.18922992,0,5.5819301150518905
1.10979,1.4117248,0.032826331,0,31.364421054947286
7.21924,41.17453,0.73678094,0,1.4957742589680523
2.44378,6.5454121,0.12276416,0,8.55490199013705
2.93702,8.9432821,0.51525225,0,2.2812781271459235
0.60534,0.16078015,0.015127739,0,67.75569587988845
1.42367,2.6154425,0.16295578,0,6.839044091061754
1.82723,3.9953845,0.046816164,0,21.90742038103929
2.36531,7.3005092,0.068914429,0,14.933526829625817
2.52225,21.799823,0.15195714,0,6.9772743861828115
2.25321,5.702589,0.63354689,0,2.022226408838904
1.4573,2.7211983,0.024972716,0,40.72990260250647
2.07385,4.9534779,0.29421303,0,3.8810926820870075
1.95054,4.4638619,0.17462878,0,6.239111491387959
1.96175,4.5075054,0.40844724,0,2.9580455756441166
3.18364,10.255306,0.37346104,0,2.991761345377616
1.21068,1.9283813,0.05045536,0,20.645481943665594
1.24431,2.0809278,0.03458158,0,29.72078696655307
3.26211,10.688141,0.60047682,0,1.9718932734367303
1.30036,2.2425611,0.036332377,0,28.29267804330761
2.82492,8.3714933,0.032888946,0,30.75934493236787
1.80481,1.906968,0.091,0,11.543085933187939
2.86976,2.860452,0.107,0,9.69425558788465
3.11638,7.3100441,0.155,0,6.772498032767134
4.19254,7.9457001,0.195,0,5.3667240212866485
2.48862,1.906968,0.25,0,4.401829126182382
3.32937,25.108412,0.466,0,2.4462798714022904
1.82723,3.9953845,0.107,0,9.893070871127591
2.20837,5.5112567,0.198,0,5.503327720619207
1.74876,3.7084594,0.072036329,0,14.453718270622065
2.4662,6.6476898,0.35974907,0,3.1851974348063257
2.65677,7.5431552,0.26658726,0,4.127513891867641
2.27563,5.7992597,0.14823218,0,7.185612218045653
1.2331,2.0491991,0.062751109,0,16.746937575211312
2.00659,4.6838183,0.047023341,0,21.76439258057302
1.64787,3.3525722,0.023542937,0,43.082428065050514
1.3452,2.3754251,0.012807154,0,78.82474372341434
1.4573,2.7211983,0.051182932,0,20.22396360428312
2.18595,5.4165988,0.22338683,0,4.934006647211433
1.58061,3.123569,0.046,0,22.371797569622956
7.29771,41.937252,0.761,0,1.45108973405012
2.65677,7.5431552,0.080092696,0,12.861929915904238
1.99538,4.6394796,0.086066963,0,12.120017747168578
3.01549,9.3527288,0.12745831,0,8.177323709073294
