P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST,P.Habitable,Habitability_Score
7.0623,22.24796,0.053184492,0,18.944070403084904
11.4342,197.05336,0.04,0,25.087456927463226
13.58652,198.96033,0.0434,0,23.11507701907465
13.1157,279.68864,0.070858344,0,14.188908494254777
10.5374,206.5882,0.040567684,0,24.74506250000637
16.1424,263.79724,0.045097536,0,22.236109125498448
12.2189,721.46957,0.062646047,0,16.04453955841491
22.1958,216.12304,0.03397,0,29.482792750324027
20.7385,292.40176,0.054801493,0,18.29589752829328
15.1335,2227.9743,0.098261753,0,10.242978220326373
39.7955,2390.0666,0.13289301,0,7.549978722898032
14.31517,587.40972,0.0241,0,41.563631897597816
13.20538,371.54094,0.0379,0,26.460950985792145
9.24825,84.860077,0.0523,0,19.22858745587701
17.61091,190.37897,0.0509,0,19.7031484052183
14.28154,213.26259,0.04438,0,22.60269283492207
17.0392,152.55744,0.05351793,0,18.744014782527728
22.9805,378.21532,0.051823488,0,19.339784830172697
14.3488,331.81244,0.0575,0,17.460996586898343
14.36001,210.40214,0.0443,0,22.643001265665287
13.92282,111.87546,0.0507,0,19.795690407512744
12.952003,1271.312,1.752,0,0.6479843910054459
15.98546,283.50258,0.0452,0,22.186450653845842
14.39364,156.68921,0.0577,0,17.400497659622506
17.8239,699.22161,0.049388842,0,20.30359273298702
13.5641,311.47144,0.039273541,0,25.53615940515737
14.43848,429.0678,0.0453,0,22.144314555660088
14.49453,98.208853,0.05069,0,19.796748497740815
11.31089,259.98331,0.03694,0,27.1593361983218
14.77478,471.65676,0.03159,0,31.723270114035397
10.58224,241.54928,0.04117,0,24.384029163332027
13.25022,184.9759,0.04604,0,21.795713711743613
16.9271,734.18269,0.04359412,0,22.997950272607035
19.5054,448.13748,0.050147504,0,19.992439801491397
16.5908,419.53296,0.058388197,0,17.187023461727737
21.1869,167.49536,0.03951,0,25.357247065817553
17.8239,248.85933,0.04363,0,22.976113612036677
23.37285,108.06152,0.06505,0,15.415574845353142
18.78796,1137.8243,0.06555,0,15.308755706051773
16.9271,584.80353,0.038440527,0,26.07328837662936
20.9627,2154.8739,0.04739,0,21.14920198498896
15.694,406.81984,0.044819501,0,22.37543511894924
15.61553,238.05317,0.05287,0,18.978356951474662
14.59542,589.57095,0.0444,0,22.591037166157307
10.86249,167.17753,0.04491,0,22.358815657335104
18.03689,1000.0,0.0507,0,19.779307808111337
7.75732,46.519402,0.0441,0,22.804647461469294
13.58652,172.58061,0.04057,0,24.72235760255726
11.64719,340.39379,0.03815,0,26.29817740917775
12.38705,689.68677,0.02712,0,36.95388581368741
14.573,1039.2976,0.03744,0,26.778021760180543
8.71017,425.25387,0.1308,0,7.760068260604315
14.89809,629.14053,0.0174,0,57.53838706609487
13.09328,427.47866,0.023,0,43.55463592608276
10.68313,870.84873,0.05025,0,19.994103038159203
20.8506,467.20716,0.03397,0,29.4856994321752
15.63795,718.29129,0.0238,0,42.08075372341487
14.1246,194.82857,0.05163,0,19.439382621587434
19.6175,206.5882,0.04735,0,21.170299076490465
16.815,168.44884,0.0611,0,16.426082821967956
13.38474,213.58042,0.04131,0,24.28192569778157
14.02371,207.54169,0.05475,0,18.336147989213142
15.48101,340.39379,0.0485,0,20.683151969685877
13.17175,224.38657,0.04354,0,23.043306367618598
18.3844,279.68864,0.0478,0,20.97489603474075
14.00129,292.40176,0.04024,0,24.922316622609074
13.7883,378.85098,0.03727,0,26.903756810449032
16.0303,299.07615,0.03166,0,31.64797883212709
16.41144,388.38582,0.03199,0,31.320701782911573
12.92513,110.68129,0.0523,0,19.197827551908865
17.5997,200.23164,0.06007,0,16.704064031298625
11.4342,420.48645,0.0362,0,27.711766319728415
17.7118,505.34652,0.04997,0,20.068466739773534
14.9093,3082.9316,0.0583,0,17.219730892177203
15.694,597.51665,0.03689,0,27.171335859024914
13.2278,82.953109,0.04944,0,20.302135577856014
11.96107,177.98368,0.03649,0,27.48837299016833
14.41606,222.4796,0.05511,0,18.214894208443685
10.12263,54.984245,0.05367,0,18.731171637734686
10.22352,75.325237,0.0542,0,18.547998170718362
12.6673,123.95292,0.05046,0,19.896620789462435
15.8061,244.09191,0.04639,0,21.619636620791642
15.49222,711.93473,0.02498,0,40.09657414872541
15.0214,189.10766,0.04753,0,21.105915263534634
11.96107,241.54928,0.03763,0,26.658146149619153
14.02371,292.71959,0.05412,0,18.548765308412484
18.92248,191.33246,0.06043,0,16.600919345099605
12.76819,1000.2047,0.03493,0,28.707005579849433
12.27495,327.36284,0.05798,0,17.328793391319067
12.62246,256.16937,0.06112,0,16.44048040419399
12.310061,4036.4156,2.504,0,0.4805953883027776
11.18758,101.38713,0.03623,0,27.69082011031814
12.92513,210.40214,0.04708,0,21.317810462084946
13.39595,1080.6152,0.07908,0,12.720071784732243
11.82655,56.891213,0.04163,0,24.105694114777776
13.53047,305.11488,0.04026,0,24.912456691358344
18.82159,305.11488,0.06562,0,15.292386798390535
16.82621,260.93679,0.04497,0,22.29647801011736
15.81731,1694.0233,0.04714,0,21.276628748418446
18.88885,460.8506,0.03032,0,33.03447162847527
13.81072,409.99812,0.05071,0,19.792383857142433
10.59345,183.38676,0.03211,0,31.237344076155576
6.31123,38.13936,0.04012,0,25.08367204640169
15.51464,4099.9812,0.03632,0,27.597494897586117
9.78633,43.860264,0.04667,0,21.52922427732341
13.85556,124.54582,0.0312,0,32.12345524384879
77.349,1000.0,53.0,0,0.031796339892430706
13.48116,511.70308,0.68,0,1.544765828320237
13.748735,327.36284,1.03,0,1.043607750659751
3.6975355,13.221645,0.06412,0,15.866208366009747
3.4946933,12.013899,0.12859,0,8.062802626770814
5.4548168,25.585154,0.2699,0,3.888400167621848
5.116168,22.947182,0.4929,0,2.224267877751877
5.1577873,23.26501,1.427,0,0.894652437427508
9.5033808,65.663265,3.381,0,0.4009961929392348
10.632932,79.457001,0.3,0,3.427380770108063
8.47229,54.03076,0.15,0,6.784698509297172
14.229711,130.30948,0.05,0,20.070275496108106
12.832273,1570.0703,0.51,0,2.038712830364748
12.552009,2593.4765,1.81,0,0.6321547094341587
13.515325,483.09856,3.118395,0,0.3946678661950151
4.1205931,15.8914,0.46,0,2.416596554257328
13.145216,113.90002,4.074,0,0.32153231136322125
13.791378,305.11488,0.0807,0,12.46408280038587
5.8252587,28.60452,0.25,0,4.171666195700459
14.059257,197.05336,0.0498,0,20.151448799204786
13.330753,116.64288,0.07,0,14.360728802898723
3.3532856,11.200259,0.439,0,2.5761193085734138
8.1750994,50.85248,0.26,0,3.968476517851269
13.528384,472.61024,2.01,0,0.5714310965361855
12.542617,2637.9724,0.95,0,1.1323597568866293
12.64257,2202.5481,2.61,0,0.462239604109302
12.433139,3219.5977,3.34,0,0.3798314091547458
2.44378,12.598702,0.0907,0,11.434560461817501
4.34948,15.198535,0.1536,0,6.740329207935968
13.804159,298.75832,2.015,0,0.5687198514290603
12.462001,3054.3271,4.59,0,0.2981088588905976
12.388146,3496.108,650.0,0,0.08226079077158488
12.68839,2028.6961,2.14,0,0.5461019251148078
9.5951891,66.743881,0.269,0,3.821691013404867
10.906054,82.953109,0.102,0,9.895613760872235
13.028326,1112.398,2.0,0,0.5767558318697276
13.243024,767.2368,1.32,0,0.8330872117572194
13.555855,451.31576,1.04,0,1.0353073237754802
13.772717,314.64972,2.659,0,0.4486885484284697
13.858291,273.33208,0.33,0,3.1024619999768523
4.3116779,17.162712,0.079,0,12.890156118995527
5.2730951,24.154928,0.196,0,5.291682759252991
11.126015,85.813561,0.0615,0,16.35004204183889
12.383705,3524.7126,2.14,0,0.5480409972123187
12.625974,2269.2919,1.97,0,0.5868160236879959
12.897801,1398.4432,2.5,0,0.4775325964480302
12.883796,1433.4043,1.82,0,0.6270674257190032
13.150703,899.45325,0.92,0,1.162998083927859
13.180399,114.41808,1.24,0,0.882321850215465
13.810658,295.58004,2.44,0,0.48224391174590797
12.695699,2002.3164,1.6,0,0.703766832767538
13.687489,362.32392,1.73,0,0.6510941015259378
13.115594,113.4646,5.34,0,0.2635110346750862
13.883649,262.2081,2.067,0,0.5558201104590527
12.403738,3397.5814,0.36,0,2.858398635780422
13.709017,349.6108,1.16,0,0.9350136558622895
14.068305,194.19291,4.9155417,0,0.2745181466880714
12.844995,1535.1093,2.9,0,0.4226789205203782
14.188786,129.67383,0.774,0,1.3624678572135163
13.564318,444.9592,1.65,0,0.6797834426971403
13.622607,403.64156,1.7229545,0,0.6538057678184754
13.375275,612.13673,3.787,0,0.33882608013246496
12.758665,1789.3717,1.09,0,0.9958092988338844
8.5891438,55.302073,0.18,0,5.671981595599267
13.158943,886.74013,0.07,0,14.361708231428617
2.63435,24.501361,0.13,0,8.0719079732119
14.057264,197.68902,3.16,0,0.38759329452892
5.3866696,25.044847,0.229,0,4.552455690337696
12.674831,2078.5951,1.93,0,0.5970312304902945
12.885055,1430.226,4.3,0,0.3101674318506713
13.51925,479.92028,0.33,0,3.1042716306321907
13.120853,947.12745,0.297,0,3.4432179240904714
2.4020004,6.3565601,0.08,0,12.916319664226535
13.098082,985.26681,1.372,0,0.8052100297650104
4.3585296,17.48054,0.0524,0,19.313404640300416
12.615191,2313.7879,4.06,0,0.3255749279957658
13.364981,622.94289,0.54,0,1.9266742552656686
10.303699,75.325237,1.837,0,0.6414183383620125
13.239175,772.32205,0.84,0,1.266009597958152
13.411231,575.90434,2.8145,0,0.42986726643147505
14.229711,130.30948,2.37,0,0.49221642437815005
13.42541,562.23774,1.084,0,0.9969948460155598
12.982924,1204.2503,1.74,0,0.6517368949177121
13.837399,282.86692,0.87,0,1.2216932041808637
13.484857,508.5248,2.9,0,0.4189848427502919
13.68223,365.5022,0.0925,0,10.883898311897987
13.415153,572.09041,2.01,0,0.5720550091852711
12.090441,6076.8714,3.17,0,0.3981673822238749
13.060361,1052.0107,4.1,0,0.32047000097769307
12.39063,3480.2166,1.25,0,0.8807061464994113
12.784189,1709.9147,1.98,0,0.5832721270869127
13.527184,473.56372,2.62,0,0.4556046053815986
13.555855,451.31576,1.44,0,0.768213306681463
14.302258,133.48776,4.49,0,0.29263617878910775
13.222642,794.57001,6.15,0,0.23822947709171088
3.1564286,10.10693,0.0444,0,22.839336278423733
5.9087129,29.303742,2.3928,0,0.5871620236963532
13.48116,511.70308,0.81,0,1.3087454942606873
13.887363,260.61896,5.8,0,0.24442170418059087
2.0355597,4.7992028,0.0934,0,11.197903490948368
3.2832766,10.806152,0.1666,0,6.30697475109067
2.8664188,8.5813561,0.4128,0,2.771347994315437
13.313413,680.15193,1.29,0,0.8503060179834013
11.912724,8508.2556,12.4,0,0.1645890182956557
9.3233728,63.565601,0.89,0,1.2308528277750408
13.854756,274.92122,0.154,0,6.565683874327924
12.810983,1630.4577,2.03,0,0.5706688599960994
13.297224,699.22161,5.15,0,0.26937842385135774
12.453511,3102.0013,2.36,0,0.5040274538383567
11.50146,131.89862,0.1097,0,9.202715766031849
12.576953,2479.0584,3.4,0,0.3736281612509335
14.257515,143.34043,0.415,0,2.4797770040098364
13.594966,422.71124,0.689,0,1.5249354484074937
13.666736,375.03704,2.09,0,0.5516392600231169
14.020635,209.76648,5.0,0,0.2713234457640471
12.457456,3079.7533,1.5,0,0.7469398781474056
13.632125,397.285,1.02,0,1.053748291727999
12.792619,1684.4884,6.8,0,0.22522889957091663
12.892667,1411.1563,2.93,0,0.41886039909750206
13.103687,975.73197,2.78,0,0.4360266293616556
13.459474,530.77276,1.06,0,1.0176933349053665
13.651647,384.57188,0.0379,0,26.45847550922071
13.023109,1122.5685,1.988,0,0.5798046885691954
12.72112,1913.3246,0.45,0,2.3008316528383945
13.289303,708.75645,0.76,0,1.3910379648955256
13.276343,724.64785,4.6,0,0.29271325106161616
2.4203436,6.4391953,0.0634,0,16.186035140429727
2.2270398,5.5905946,0.1117,0,9.40157802802114
13.318914,673.79537,0.2388,0,4.262685886677272
12.673128,2084.9517,1.922,0,0.5991984806484945
5.8187752,28.55049,0.323,0,3.2678327048841465
13.651647,384.57188,1.32,0,0.8308269923901357
13.697615,356.28519,1.7,0,0.66124070418356
12.809885,1633.6359,0.522,0,1.993773525565925
13.271242,731.00441,1.36,0,0.8106450154756116
13.865424,270.1538,2.45,0,0.4802851131486406
13.641803,390.92844,0.993,0,1.0803534387258262
12.807696,1639.9925,6.15,0,0.24067968158534925
11.792663,10710.804,0.974,0,1.1114925338619532
13.60862,413.1764,1.04,0,1.0350212981523135
8.2954,120.77464,0.044475466,0,22.60485502932786
13.594966,422.71124,0.053,0,18.941481166840006
13.167307,874.02701,1.262,0,0.8683387005707542
13.175798,861.31389,6.7,0,0.22515046260768212
13.186381,845.74032,4.187,0,0.3146703064891215
13.392966,594.02054,1.66,0,0.6770756983351497
1.63666,7.5102757,0.0522,0,19.768088574745697
2.38773,8.1109706,0.1268,0,8.305243152885161
13.126696,937.59261,1.28,0,0.8574306322017361
13.887363,260.61896,4.21,0,0.309537602288544
12.785235,1706.7364,0.6,0,1.7448818891479116
13.234401,778.67861,1.29,0,0.850754452838126
13.204329,819.99625,5.36,0,0.2622999030407308
13.199843,826.35281,2.0,0,0.5757584768243077
13.772717,314.64972,0.63,0,1.6599089021836109
13.887363,260.61896,1.02,0,1.0524000679398877
12.446816,3140.1407,0.49,0,2.121158158530057
12.523037,2733.3208,4.9999146,0,0.27985625047862306
13.950232,235.19272,1.88,0,0.6035982892766777
1.863713,4.131764,0.05,0,20.536563301323756
12.40476,3391.2248,1.12,0,0.9734713586904197
13.511426,486.27684,1.5,0,0.7406780996567892
12.257389,4449.592,2.1,0,0.5577739194507007
13.692797,359.14564,0.11,0,9.163940188938223
13.383276,603.87321,0.8,0,1.324720120843357
13.292458,704.94251,2.32,0,0.5062651135418814
13.927453,244.09191,1.032,0,1.0407928852639503
13.808049,296.85135,1.492,0,0.7426628143361238
13.009015,1150.5374,3.584,0,0.3558876278364877
13.45735,532.67973,1.497,0,0.7423115069596192
13.41058,576.54,5.235,0,0.2655899578741848
3.238126,10.555068,0.09094,0,11.30508186678391
14.166213,165.87443,0.921,0,1.1563668259269422
10.881423,82.635281,0.36,0,2.8696775228754547
12.814289,1620.9228,2.12,0,0.5497359973226938
12.449039,3127.4275,0.08,0,12.580327485519163
13.915135,249.05002,0.362,0,2.834295136016561
13.296959,699.53943,2.39,0,0.4936152071724157
5.0068345,22.120829,0.14,0,7.342584136030174
14.268747,140.79781,0.87,0,1.2195085259195957
4.1583343,16.139306,0.23,0,4.588306992976992
13.353717,634.99492,1.331,0,0.8262003177954883
12.069198,98.526681,2.1,0,0.5590460230130571
3.644393,12.900639,0.3351,0,3.258577942933307
13.13857,918.52293,1.13,0,0.9610675360671012
12.684295,2043.6341,0.94,0,1.1426674364687852
13.023434,1121.9329,5.42,0,0.26128650872542636
13.448934,540.3076,1.32,0,0.8319310930990043
12.587052,2434.2447,0.2931,0,3.4912515650910385
12.147086,5464.4169,2.8373,0,0.434772020643815
11.126015,85.813561,0.07,0,14.375593725927155
12.511002,2793.7081,1.36,0,0.8152237667670893
13.140574,915.34465,0.81,0,1.310668077680437
12.946334,1284.0251,3.6,0,0.35501972132720266
14.020635,209.76648,2.24,0,0.5177520171926184
12.433139,3219.5977,1.31,0,0.8437889901759095
13.195394,832.70937,1.32,0,0.8333597773632683
13.173663,864.49217,2.57,0,0.4650140898932845
12.331,1115.5763,0.16815129,0,6.028121867222964
13.177942,858.13561,1.16,0,0.9379533486781326
12.499848,2850.9172,2.4,0,0.49666763947849607
14.081624,190.06115,0.975,0,1.0966555620325669
2.9438539,8.9786411,0.16480138,0,6.4076011243228095
13.851243,276.51036,1.42,0,0.7764210388102526
2.2618988,5.7399737,0.06296,0,16.325206809651775
2.9823468,9.1788727,0.11878,0,8.75423215544947
3.9984601,15.100008,0.246,0,4.315136931222211
13.452425,537.12932,1.14,0,0.951529022240789
7.8701701,47.6742,0.5137,0,2.073723532334855
12.560882,2552.1589,0.34,0,3.0207887143781216
5.4747472,25.744068,0.1214,0,8.419889125685385
13.819878,291.13045,0.0443,0,22.645722970070473
13.298822,697.31464,0.843,0,1.2614342504239353
