P_NAME,P_MASS_EST,P_RADIUS_EST,P_PERIOD,P_DISTANCE,P_TEMP_EQUIL,S_TEMPERATURE,S_LUMINOSITY,S_RADIUS,S_MASS,S_METALLICITY,Predicted_Class,Habitability_Score,Confidence_Conservative,Confidence_Optimistic
Kepler-1337 b,6.3932195,2.41015,24.400255,0.14615213,426.85314,4523.0,0.16832344,0.67,0.7,-0.09,0,9.5381714e-05,2.990342e-05,6.547829e-05
Kepler-1624 b,27.616484,5.70589,3.2903045,0.034355026,592.78163,3636.0,0.034592334,0.47,0.5,0.06,0,9.4971154e-05,4.5438843e-05,4.953231e-05
K2-124 b,8.7701168,2.90339,6.413651,0.049,443.93517,3570.0,0.022135571,0.39,0.39,0.023,0,9.4971154e-05,4.5438843e-05,4.953231e-05
HD 285968 b,8.2635281,2.8034041,8.7836,0.066,423.42954,3679.0,0.033237842,0.45,0.45,0.15,0,9.4971154e-05,4.5438843e-05,4.953231e-05
K2-95 b,14.339947,3.87866,10.134016,0.0696,384.16758,3548.0,0.025045037,0.42,0.44,-0.03,0,9.4971154e-05,4.5438843e-05,4.953231e-05
K2-296 c,8.0474854,2.76,7.9069606,0.05769,423.46173,3772.0,0.025402595,0.37424099,0.41,0.0,0,9.4971154e-05,4.5438843e-05,4.953231e-05
Kepler-1042 b,5.4165988,2.18595,10.132026,0.083239124,624.18864,4815.0,0.24965416,0.72,0.75,-0.1,0,9.4856594e-05,4.0718227e-05,5.4138367e-05
Kepler-362 c,2.685755,1.44609,37.866281,0.207,475.80244,5788.0,0.521276,0.72,,,0,9.3831855e-05,3.8294125e-05,5.553773e-05
KELT-21 b,1242.7075,17.77906,3.6127647,0.05224,1876.4487,7598.0,8.0310716,1.64,1.46,-0.405,0,9.3590104e-05,4.8129088e-05,4.5461016e-05
WASP-58 b,308.29316,16.0303,5.01718,0.058467963,1167.7934,5800.0,1.5091079,1.22,1.06,-0.45,0,9.3590104e-05,4.8129088e-05,4.5461016e-05
WASP-21 b,95.348401,11.9947,4.322482,0.052,1197.0046,5800.0,1.3176811,1.14,0.89,-0.46,0,9.3590104e-05,4.8129088e-05,4.5461016e-05
K2-167 b,8.3714933,2.82492,9.977481,0.091283067,1165.9717,5908.0,3.6555504,1.83,1.02,-0.45,0,9.3590104e-05,4.8129088e-05,4.5461016e-05
K2-245 b,17.34281,4.33827,11.89307,0.0959,921.86283,5793.0,1.5766046,1.25,0.83,-0.45,0,9.3590104e-05,4.8129088e-05,4.5461016e-05
WTS-1 b,1274.4903,16.7029,3.352057,0.047235,1361.8363,6250.0,1.8080249,1.15,1.2,-0.5,0,9.3590104e-05,4.8129088e-05,4.5461016e-05
BD+49 828 b,508.5248,13.484857,2590.0,4.45725,290.77041,4943.0,30.894294,7.6,1.52,-0.19,0,9.3231734e-05,3.6233014e-05,5.6998724e-05
Kepler-1176 b,6.5964694,2.45499,24.173858,0.16412724,642.1508,5844.0,1.087251,1.02,1.01,-0.01,0,9.319907e-05,2.1085305e-05,7.211377e-05
Kepler-424 c,2215.2612,12.639368,223.3,0.73,273.09403,5460.0,0.70358233,0.94,1.01,0.44,0,9.3088194e-05,1.4424929e-05,7.8663266e-05
HD 92788 b,1195.0333,12.987313,325.803,1.0294125,272.30677,5744.0,1.2675237,1.14,1.15,0.27,0,9.3088194e-05,1.4424929e-05,7.8663266e-05
Kepler-386 c,3.123569,1.58061,25.193458,0.155,508.69636,5178.0,0.38187241,0.77,,,0,9.273186e-05,2.634368e-05,6.638818e-05
HD 21749 c,3.699518,0.8968,7.78993,0.0695,644.41731,4640.0,0.19772371,0.69,0.73,0.003,0,9.2667295e-05,6.1569546e-05,3.109775e-05
WASP-98 b,293.03742,12.82424,2.9626404,0.03762,1069.9143,5473.0,0.44020389,0.74,0.81,-0.49,0,9.247915e-05,4.7018086e-05,4.5461064e-05
Kepler-295 d,2.4091308,1.35641,33.884054,0.192,534.69772,5603.0,0.71524718,0.9,,,0,9.206764e-05,3.8294194e-05,5.377344e-05
Kepler-1188 b,4.999023,2.08506,17.136954,0.13176794,739.21879,5913.0,1.2306425,1.06,1.04,0.0,0,9.1830305e-05,2.5174284e-05,6.665602e-05
Kepler-534 b,5.6545043,2.242,15.959945,0.12606473,723.11268,5884.0,1.0314103,0.98,1.05,0.01,0,9.1830305e-05,2.5174284e-05,6.665602e-05
Kepler-1440 b,2.1128564,1.25552,39.859484,0.22678068,516.74004,5698.0,0.87040403,0.96,0.98,0.04,0,9.167038e-05,3.7411974e-05,5.4258406e-05
Kepler-1382 b,4.2056823,1.88328,16.358306,0.13969518,952.88787,6161.0,3.8190063,1.72,1.36,0.3,0,9.14361e-05,2.272736e-05,6.8708745e-05
Kepler-136 c,4.6394796,1.99538,16.399235,0.133,865.74744,6165.0,2.3587858,1.35,,,0,9.14361e-05,2.272736e-05,6.8708745e-05
Kepler-601 b,4.2910395,1.9057,5.3788684,0.056899678,847.47211,5160.0,0.39640729,0.79,0.85,-0.02,0,9.134097e-05,2.3752516e-05,6.758845e-05
Kepler-1413 b,3.9538581,1.81602,13.182964,0.10302549,638.20302,5196.0,0.41797008,0.8,0.84,-0.05,0,9.134097e-05,2.3752516e-05,6.758845e-05
Kepler-578 b,4.6394796,1.99538,1.6168837,0.0257317,1335.2878,5334.0,0.49963963,0.83,0.87,-0.03,0,9.134097e-05,2.3752516e-05,6.758845e-05
Kepler-845 b,4.8178725,2.04022,0.92785982,0.017207066,1429.6873,4913.0,0.29362852,0.75,0.79,0.01,0,9.134097e-05,2.3752516e-05,6.758845e-05
Kepler-770 b,5.8965974,2.29805,18.925403,0.13611801,641.48437,5598.0,0.7447249,0.92,0.94,-0.01,0,9.097191e-05,2.1085354e-05,6.9886555e-05
Kepler-651 b,6.1925912,2.36531,21.385215,0.14661596,592.90139,5522.0,0.63054017,0.87,0.92,-0.04,0,9.097191e-05,2.1085354e-05,6.9886555e-05
Kepler-1103 b,5.7992597,2.27563,19.79192,0.14823218,747.91911,6092.0,1.6320141,1.15,1.11,-0.01,0,9.097191e-05,2.1085354e-05,6.9886555e-05
Kepler-174 c,2.8286707,1.49093,44.000529,0.214,366.12202,4880.0,0.19532207,0.62,,,0,9.080564e-05,3.7059108e-05,5.3746535e-05
Kepler-332 d,1.7431784,1.17705,34.21154,0.189,426.2811,4955.0,0.27998082,0.72,,,0,9.080564e-05,3.7059108e-05,5.3746535e-05
Kepler-191 c,4.1210313,1.86086,17.738506,0.128,578.39433,5282.0,0.43524763,0.79,,,0,9.057365e-05,2.2512973e-05,6.806068e-05
POTS-1 b,734.18269,10.54861,3.1606296,0.03734,770.91873,4400.0,0.116897,0.59,0.69,-0.03,0,9.049229e-05,2.7592472e-05,6.2899824e-05
Kepler-1617 b,1.8651456,1.19947,27.478557,0.18666868,694.92063,6167.0,1.9288751,1.22,1.15,0.01,0,9.037185e-05,4.0208233e-05,5.0163613e-05
WASP-80 b,170.99147,11.19879,3.0678523,0.034400069,756.27311,4143.0,0.091886647,0.59,0.58,-0.13,0,9.034223e-05,3.8364808e-05,5.1977426e-05
GJ 676 A e,7.9457001,2.7393849,35.39,0.19138915,313.41605,3734.0,0.082924733,0.69,0.73,0.08,0,9.024939e-05,3.541647e-05,5.4832923e-05
Kepler-1327 b,3.9125102,1.80481,14.888011,0.11919757,762.5151,5885.0,1.1401158,1.03,1.02,-0.03,0,9.022195e-05,3.6170975e-05,5.4050968e-05
Kepler-768 b,3.871341,1.7936,11.391003,0.092716168,653.0366,5108.0,0.37109184,0.78,0.82,-0.03,0,9.007988e-05,3.908152e-05,5.0998362e-05
Kepler-717 b,6.4437871,2.42136,4.4084002,0.0504109,992.75239,5485.0,0.58591285,0.85,0.88,-0.12,0,8.996582e-05,3.6703474e-05,5.326235e-05
HIP 41378 c,0.0,0.0,31.70648,0.2065397,698.99942,6226.0,2.4173231,1.34,1.17,,0,8.9946785e-05,3.7412035e-05,5.2534746e-05
Kepler-367 b,2.2425611,1.30036,37.815724,0.201,384.6489,4710.0,0.20992804,0.69,,,0,8.970802e-05,3.7059148e-05,5.2648866e-05
CoRoT-1 b,327.36284,16.7029,1.5089557,0.025304732,1736.9794,5950.0,1.3835742,1.11,0.95,-0.3,0,8.922279e-05,4.376158e-05,4.546121e-05
HD 4308 b,15.8914,4.1205931,15.56,0.12,730.69038,5686.0,0.97435319,1.02,0.93,-0.35,0,8.922279e-05,4.376158e-05,4.546121e-05
WASP-46 b,607.05149,13.16054,1.4303676,0.02335,1497.9968,5600.0,0.6516849,0.86,0.83,-0.3,0,8.922279e-05,4.376158e-05,4.546121e-05
WASP-66 b,746.89581,15.694,4.08605,0.054995761,1645.7078,6600.0,5.2661075,1.76,1.33,-0.31,0,8.922279e-05,4.376158e-05,4.546121e-05
WASP-81 b,231.69661,16.01909,2.7164762,0.039165116,1480.3503,5870.0,1.7428539,1.28,1.08,-0.36,0,8.922279e-05,4.376158e-05,4.546121e-05
WASP-163 b,594.33837,13.47442,1.6096884,0.0266,1493.8247,5500.0,0.83633862,1.01,0.97,-0.34,0,8.922279e-05,4.376158e-05,4.546121e-05
WASP-77 A b,727.82613,15.4698,1.36003,0.027432831,1490.6124,5365.0,0.88190245,1.09,1.49,-0.34,0,8.922279e-05,4.376158e-05,4.546121e-05
WASP-28 b,288.27,13.59773,3.40883,0.04469,1338.7524,6150.0,1.5227973,1.09,1.02,-0.29,0,8.922279e-05,4.376158e-05,4.546121e-05
WASP-78 b,352.78908,21.6353,2.17518,0.04046879,2096.3044,6100.0,7.5072037,2.46,1.87,-0.35,0,8.922279e-05,4.376158e-05,4.546121e-05
KELT-20 b,1074.8943,19.51661,3.4741085,0.0542,2062.0359,8720.0,12.606769,1.56,1.76,-0.29,0,8.922279e-05,4.376158e-05,4.546121e-05
K2-271 b,41.718746,7.27529,8.562421,0.077,892.02353,5644.0,0.89106022,0.99,0.83,-0.3,0,8.922279e-05,4.376158e-05,4.546121e-05
K2-45 b,36.409752,6.71479,1.7292684,0.0224,810.58924,4103.0,0.05141854,0.45,0.5,,0,8.897656e-05,3.9443945e-05,4.9532613e-05
Kepler-408 b,4.9994345,0.81833,2.46502,0.036632321,1559.0209,6104.0,1.8817285,1.23,1.08,-0.2,0,8.8916204e-05,4.08275e-05,4.8088707e-05
Kepler-1497 b,3.3913851,1.65908,8.7419977,0.081910661,851.87236,5675.0,0.83868586,0.95,0.96,0.01,0,8.881559e-05,3.7887537e-05,5.0928054e-05
K2-226 b,2.9746177,1.53577,3.27108,0.0413,1122.2314,5424.0,0.64217021,0.91,0.88,-0.03,0,8.881559e-05,3.7887537e-05,5.0928054e-05
Kepler-1065 c,3.1991632,1.60303,2.3703074,0.034073908,1297.602,5635.0,0.78132231,0.93,0.94,-0.01,0,8.881559e-05,3.7887537e-05,5.0928054e-05
Kepler-830 b,3.5484667,1.70392,11.296951,0.10075772,883.20308,6037.0,1.4662881,1.11,1.07,-0.02,0,8.881559e-05,3.7887537e-05,5.0928054e-05
Kepler-1106 b,3.3525722,1.64787,1.2527522,0.023542937,1896.6806,6104.0,1.7026229,1.17,1.11,0.0,0,8.881559e-05,3.7887537e-05,5.0928054e-05
Kepler-990 c,2.9378483,1.52456,0.53835431,0.013160875,2374.9667,5948.0,1.3080369,1.08,1.05,0.01,0,8.881559e-05,3.7887537e-05,5.0928054e-05
Kepler-744 b,3.2754986,1.62545,12.062224,0.10081004,748.90912,5594.0,0.75882982,0.93,0.94,0.0,0,8.881559e-05,3.7887537e-05,5.0928054e-05
Kepler-1313 b,3.74891,1.75997,3.8330912,0.046609194,1026.4227,5453.0,0.57235896,0.85,0.92,0.0,0,8.881559e-05,3.7887537e-05,5.0928054e-05
Kepler-1073 c,3.3139434,1.63666,4.0258225,0.049516047,1147.2885,5792.0,1.0083304,1.0,1.0,0.0,0,8.881559e-05,3.7887537e-05,5.0928054e-05
Kepler-1281 b,3.3139434,1.63666,3.1160279,0.039848948,1076.8245,5353.0,0.50679673,0.83,0.87,-0.04,0,8.881559e-05,3.7887537e-05,5.0928054e-05
Kepler-1282 b,3.011575,1.54698,2.1319465,0.031522672,1289.0774,5504.0,0.65130192,0.89,0.92,0.01,0,8.881559e-05,3.7887537e-05,5.0928054e-05
Kepler-633 b,3.2754986,1.62545,8.5034072,0.082054978,973.4013,5899.0,1.4348216,1.15,1.02,-0.05,0,8.881559e-05,3.7887537e-05,5.0928054e-05
Kepler-1287 b,2.9746177,1.53577,11.476859,0.098208408,779.3327,5715.0,0.84451874,0.94,0.96,-0.05,0,8.881559e-05,3.7887537e-05,5.0928054e-05
K2-37 b,3.2372384,1.61424,4.44117,0.0511,973.09247,5413.0,0.55574889,0.85,0.9,-0.03,0,8.881559e-05,3.7887537e-05,5.0928054e-05
Kepler-1523 b,3.123569,1.58061,0.93875077,0.018569505,1808.9914,5708.0,0.87653037,0.96,0.97,0.0,0,8.881559e-05,3.7887537e-05,5.0928054e-05
K2-189 b,2.9378483,1.52456,2.588309,0.0361,1194.2177,5519.0,0.62917105,0.87,0.94,0.0,0,8.881559e-05,3.7887537e-05,5.0928054e-05
Kepler-1174 b,3.1612732,1.59182,6.8922522,0.071795096,995.81862,5936.0,1.2031808,1.04,1.04,-0.04,0,8.881559e-05,3.7887537e-05,5.0928054e-05
Kepler-1220 b,2.9378483,1.52456,7.4269374,0.074481669,938.79663,5842.0,1.0228342,0.99,1.0,-0.04,0,8.881559e-05,3.7887537e-05,5.0928054e-05
HD 3167 b,3.5484667,1.70392,0.959624,0.0186,1666.4345,5528.0,0.63328513,0.87,0.94,-0.02,0,8.881559e-05,3.7887537e-05,5.0928054e-05
Kepler-886 b,2.9378483,1.52456,6.2414637,0.068469646,1106.3294,6098.0,1.6670718,1.16,1.1,-0.01,0,8.881559e-05,3.7887537e-05,5.0928054e-05
Kepler-477 b,4.9534779,2.07385,11.119907,0.093057219,672.95631,5240.0,0.42156833,0.79,0.87,-0.04,0,8.874454e-05,2.3752575e-05,6.499197e-05
Kepler-21 b,5.0788915,1.63666,2.78578,0.042725543,1853.3939,6305.0,5.111357,1.9,1.41,-0.03,0,8.8622095e-05,2.3719802e-05,6.490229e-05
Kepler-519 b,5.0447392,2.09627,24.307895,0.15793236,521.80981,5260.0,0.43894651,0.8,0.89,0.01,0,8.853148e-05,2.0519714e-05,6.801177e-05
Kepler-662 b,5.369523,2.17474,21.676975,0.14062128,495.15083,4897.0,0.28214509,0.74,0.79,-0.03,0,8.853148e-05,2.0519714e-05,6.801177e-05
K2-36 b,3.8997496,1.43488,1.422614,0.0223,1231.2401,4916.0,0.27126961,0.72,0.79,-0.09,0,8.830518e-05,5.8552487e-05,2.9752695e-05
Kepler-458 c,16.439711,4.20375,20.740284,0.14671057,708.33026,6065.0,1.2861343,1.03,0.98,-0.28,0,8.823728e-05,1.6801203e-05,7.143607e-05
Kepler-81 d,1.9283813,1.21068,20.837846,0.128,425.84407,4500.0,0.12789181,0.59,,,0,8.796293e-05,3.7870665e-05,5.0092265e-05
Kepler-1570 b,1.2177294,1.06495,26.548955,0.16935725,560.79374,5550.0,0.67334958,0.89,0.92,-0.04,0,8.7950895e-05,4.020833e-05,4.7742564e-05
K2-247 c,5.4165988,2.18595,6.49424,0.0615,689.03592,4667.0,0.20236623,0.69,0.74,-0.08,0,8.7644454e-05,3.7179798e-05,5.0464656e-05
K2-247 b,5.1366839,2.11869,2.25021,0.0304,980.03735,4667.0,0.20236623,0.69,0.74,-0.08,0,8.7644454e-05,3.7179798e-05,5.0464656e-05
K2-58 d,3.5881927,1.71513,22.8827,0.1517,568.08266,5413.0,0.56890226,0.86,0.89,,0,8.7523746e-05,2.7920709e-05,5.960304e-05
HD 7924 b,6.3565601,2.4020004,5.39792,0.060108,815.25399,5131.0,0.37782084,0.78,0.65,-0.21,0,8.7474444e-05,4.3249347e-05,4.4225093e-05
Kepler-846 b,6.6990733,2.47741,19.807922,0.14031738,626.23653,5579.0,0.71878148,0.91,0.94,0.0,0,8.747042e-05,2.0411395e-05,6.705902e-05
K2-16 b,4.7283306,2.0178,7.6188,0.0667,,,,,0.67,,0,8.7320135e-05,3.0377036e-05,5.6943096e-05
Kepler-789 b,5.1366839,2.11869,8.6384772,0.082649738,908.93854,5870.0,1.1067293,1.02,1.01,-0.06,0,8.7173896e-05,3.5451896e-05,5.1722e-05
K2-159 b,5.7508411,2.26442,12.42205,0.1013,684.46483,5425.0,0.53461828,0.83,0.9,-0.07,0,8.7173896e-05,3.5451896e-05,5.1722e-05
Kepler-971 b,5.1829123,2.1299,9.5907072,0.084639067,758.61409,5431.0,0.56317804,0.85,0.88,-0.06,0,8.7173896e-05,3.5451896e-05,5.1722e-05
Kepler-484 b,5.7992597,2.27563,10.045569,0.089863433,777.3472,5668.0,0.69991696,0.87,0.96,-0.1,0,8.6984e-05,3.5486977e-05,5.1497027e-05
K2-274 b,5.4638433,2.19716,14.129714,0.1064,588.76443,5065.0,0.32290137,0.74,0.81,-0.13,0,8.672789e-05,3.489432e-05,5.1833566e-05
Kepler-10 b,4.608506,1.47972,0.837491,0.0172,1947.0751,5627.0,1.0092716,1.06,0.91,-0.15,0,8.6525484e-05,3.843666e-05,4.8088823e-05
Kepler-36 b,4.449592,1.49093,13.83989,0.11538769,979.52574,5911.0,2.9060808,1.63,1.07,-0.2,0,8.6525484e-05,3.843666e-05,4.8088823e-05
Kepler-105 c,4.5989712,1.31157,7.1262,0.071477931,906.29818,5827.0,0.81817976,0.89,0.96,-0.19,0,8.6525484e-05,3.843666e-05,4.8088823e-05
HD 156668 b,4.131764,1.863713,4.6455,0.05,811.22263,4850.0,0.25699259,0.72,0.77,0.05,0,8.649306e-05,2.7903778e-05,5.858929e-05
Kepler-388 b,0.45085979,0.80712,3.173315,0.036,802.6224,4498.0,0.1276646,0.59,,,0,8.632602e-05,4.870755e-05,3.761847e-05
HD 38283 b,127.1312,14.024252,363.20001,1.105731,315.13779,5981.0,2.5454021,1.49,1.37,-0.18,0,8.5714746e-05,3.3311673e-05,5.2403073e-05
HD 220842 b,1010.693,13.083405,218.47,0.80038992,348.92275,5960.0,2.0107215,,1.13,-0.17,0,8.5714746e-05,3.3311673e-05,5.2403073e-05
HD 154857 b,778.67861,13.234401,408.60001,1.426482,324.35395,5589.0,4.6246701,2.3,1.96,-0.22,0,8.5714746e-05,3.3311673e-05,5.2403073e-05
Kepler-1396 b,4.9534779,2.07385,18.220642,0.14316802,813.27465,6195.0,2.1284396,1.27,1.18,0.04,0,8.570364e-05,1.9634144e-05,6.60695e-05
K2-64 b,4.9534779,2.07385,6.53044,0.0619,804.06516,5312.0,0.38016019,0.73,0.74,,0,8.5417014e-05,2.7903809e-05,5.7513204e-05
Kepler-262 c,3.3139434,1.63666,21.853722,0.152,619.47505,5841.0,0.8076121,0.88,,,0,8.533321e-05,2.722191e-05,5.8111298e-05
Kepler-1511 b,3.4695604,1.6815,23.238279,0.16789619,740.88483,6064.0,2.0160664,1.29,1.17,0.14,0,8.517678e-05,2.6594793e-05,5.858199e-05
Kepler-1279 b,3.7084594,1.74876,23.47741,0.17095094,764.83429,6221.0,2.3737377,1.33,1.21,0.06,0,8.517678e-05,2.6594793e-05,5.858199e-05
Kepler-90 h,88.100044,11.29968,331.60059,1.01,292.1128,6080.0,1.7630534,1.2,1.2,-0.12,0,8.500799e-05,3.3037024e-05,5.1970965e-05
Kepler-1087 b,0.16078015,0.60534,0.69384285,0.015127739,1941.9055,5589.0,0.77246852,0.94,0.96,0.01,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1035 b,1.6844027,1.16584,2.7140775,0.037815201,1286.5254,5763.0,0.92987933,0.97,0.98,-0.03,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1290 b,2.6154425,1.42367,4.6950013,0.053931343,1035.9871,5660.0,0.79528038,0.93,0.95,-0.02,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1293 b,0.88841861,0.97527,5.5765478,0.065020032,1220.5418,6241.0,2.2270261,1.28,1.18,0.0,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1296 b,0.68767595,0.90801,8.3839865,0.077087333,775.08327,5359.0,0.50907276,0.83,0.87,-0.04,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1332 b,2.4430315,1.36762,11.874568,0.10011427,737.56849,5581.0,0.70407959,0.9,0.95,0.0,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1328 b,0.88841861,0.97527,4.5215889,0.053502031,1095.9163,5780.0,0.9801,0.99,1.0,0.0,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1055 b,2.0491991,1.2331,2.2950362,0.033815146,1329.9922,5723.0,0.84925739,0.94,0.98,-0.02,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1084 b,1.4117248,1.10979,2.0533368,0.032826331,1682.5395,6113.0,2.0498693,1.28,1.12,-0.02,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1081 b,1.0032039,1.0089,3.8569186,0.046113783,1005.5161,5345.0,0.51598616,0.84,0.88,0.01,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-793 b,2.4430315,1.36762,4.2415364,0.050925313,1105.1624,5745.0,0.9183162,0.97,0.98,0.0,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1091 b,2.7211983,1.4573,1.4347416,0.024972716,1656.2767,5851.0,1.1139956,1.03,1.01,0.0,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-804 c,1.5711567,1.14342,9.6518502,0.088993249,880.70863,5817.0,1.1310023,1.05,1.01,0.0,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1531 b,1.4117248,1.10979,1.1385434,0.022416197,2076.8843,6260.0,2.2191846,1.27,1.16,-0.03,0,8.50013e-05,5.329849e-05,3.170281e-05
K2-188 b,2.3754251,1.3452,1.742169,0.0289,1690.5378,5977.0,1.6192563,1.19,1.06,-0.01,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-783 b,0.40755892,0.7847,4.2926464,0.050445289,1022.1615,5521.0,0.65938589,0.89,0.93,0.01,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1471 b,2.5805743,1.41246,3.638994,0.045506312,1127.8183,5660.0,0.79528038,0.93,0.95,-0.03,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1482 b,1.0032039,1.0089,12.253832,0.099659431,688.58967,5381.0,0.53002846,0.84,0.88,-0.04,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1276 b,1.8034186,1.18826,12.57201,0.11051324,902.51183,6188.0,1.9233601,1.21,1.14,-0.02,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1297 b,0.88841861,0.97527,1.68189,0.027579497,1536.4386,5818.0,1.0061295,0.99,0.99,-0.04,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1399 b,2.1128564,1.25552,1.6386531,0.026921017,1509.5252,5735.0,0.89323309,0.96,0.97,-0.03,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1398 b,0.65772873,0.8968,2.7881568,0.040372021,1459.8049,6126.0,1.756955,1.18,1.13,0.01,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1398 c,1.0854299,1.03132,4.1382759,0.052530959,1279.7567,6126.0,1.756955,1.18,1.13,0.01,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-743 b,1.9283813,1.21068,3.1792629,0.041441595,1095.126,5486.0,0.58634025,0.85,0.94,0.01,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1339 b,0.27937341,0.70623,1.3415551,0.023314414,1555.0603,5586.0,0.75449831,0.93,0.94,0.01,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1338 b,0.71859407,0.91922,0.93511806,0.018956797,1938.3993,5909.0,1.2042682,1.05,1.04,0.0,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-629 b,2.4771268,1.37883,7.2385854,0.07146713,822.66242,5444.0,0.55528979,0.84,0.93,0.01,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1408 b,0.62873346,0.88559,2.9979319,0.043349675,1517.666,6170.0,2.3664473,1.35,1.21,0.0,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1390 b,1.7431784,1.17705,6.4802167,0.067552994,965.83332,5753.0,0.94258016,0.98,0.98,-0.01,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1235 b,0.40755892,0.7847,4.1605586,0.049405082,1042.415,5541.0,0.68411052,0.9,0.93,0.01,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-775 b,1.8034186,1.18826,0.97486893,0.018709821,1614.9177,5468.0,0.56514676,0.84,0.92,-0.04,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-770 c,1.8651456,1.19947,1.4753223,0.024839533,1501.6619,5598.0,0.7447249,0.92,0.94,-0.01,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-929 b,1.4117248,1.10979,0.92103214,0.018583743,1916.5258,5869.0,1.1059753,1.02,1.01,-0.04,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-770 d,2.5458987,1.40125,4.1524472,0.049517067,1063.5708,5598.0,0.7447249,0.92,0.94,-0.01,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1271 b,2.7926567,1.47972,3.0255955,0.04263271,1454.3826,6143.0,1.9302828,1.23,1.13,-0.01,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1264 b,1.7431784,1.17705,0.96852602,0.01908954,1828.8831,5791.0,0.9677319,0.98,0.99,-0.02,0,8.50013e-05,5.329849e-05,3.170281e-05
K2-185 b,2.2754822,1.31157,10.616646,0.093880734,785.2309,5722.0,0.79535835,0.91,0.98,-0.05,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-922 b,2.6154425,1.42367,0.93846683,0.018437273,1775.2922,5671.0,0.80148082,0.93,0.95,-0.05,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1355 b,2.7211983,1.4573,1.2895881,0.022214563,1441.9604,5352.0,0.50641814,0.83,0.88,-0.04,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1352 b,0.62873346,0.88559,1.8778827,0.030836342,1653.9566,6118.0,1.68905,1.16,1.11,0.0,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1436 b,2.2754822,1.31157,9.705716,0.090774368,912.1547,5972.0,1.3540068,1.09,1.06,-0.01,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1215 b,1.9931486,1.22189,4.7670396,0.05448161,1022.7293,5616.0,0.77083769,0.93,0.95,0.01,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1443 b,0.88841861,0.97527,2.4181132,0.037354502,1616.3263,6289.0,2.2605935,1.27,1.19,0.0,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1437 b,2.4430315,1.36762,10.929546,0.094060069,757.66299,5557.0,0.69204646,0.9,0.93,-0.02,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1435 b,0.57352358,0.86317,4.4534328,0.056437523,1354.8897,6356.0,2.5478395,1.32,1.21,-0.03,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-466 c,2.1128564,1.25552,3.7092138,0.047501637,1228.2658,5927.0,1.2190091,1.05,1.04,-0.01,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1098 b,2.2425611,1.30036,2.5430729,0.036332377,1333.1108,5794.0,0.98963033,0.99,0.99,-0.02,0,8.50013e-05,5.329849e-05,3.170281e-05
Kepler-1611 b,0.45085979,0.80712,5.1762429,0.057353766,994.8399,5605.0,0.76481608,0.93,0.94,0.01,0,8.50013e-05,5.329849e-05,3.170281e-05
