name,planet_status,mass,radius,orbital_period,semi_major_axis,eccentricity,detection_type,star_name,star_mass,star_radius,star_teff,star_metallicity,star_distance,star_sp_type,discovered,updated,publication
KMT-2018-BLG-1988L b,Confirmed,0.0214,0.219,10.924709,2.83,0.062,Microlensing,KMT-2018-BLG-1988L,0.47,0.96,5540.0,,4200.0,Unknown,2021,2021-11-22,Published in a refereed paper
KMT-2018-BLG-1990L b,Confirmed,0.57,0.219,10.924709,7.2,0.062,Microlensing,KMT-2018-BLG-1990L,0.14,0.96,5540.0,,1239.0,M,2019,2019-05-15,Published in a refereed paper
KMT-2018-BLG-1996L b,Confirmed,1.22,0.219,10.924709,1.97,0.062,Microlensing,KMT-2018-BLG-1996L,0.69,0.96,5540.0,,5910.0,Unknown,2021,2024-05-30,Published in a refereed paper
KMT-2018-BLG-2004 b,Confirmed,0.27,0.219,10.924709,4.62,0.062,Microlensing,KMT-2018-BLG-2004,0.69,0.96,5540.0,,6980.0,Unknown,2022,2022-04-12,Published in a refereed paper
KMT-2018-BLG-2119 b,Confirmed,9.885799999999952,0.219,10.924709,0.8,0.062,Microlensing,KMT-2018-BLG-2119,0.21,0.96,5540.0,,6982.999999999993,Unknown,2022,2022-12-27,Published in a refereed paper
KMT-2018-BLG-2602 b,Confirmed,1.15,0.219,10.924709,3.81,0.062,Microlensing,KMT-2018-BLG-2602,0.66,0.96,5540.0,,4310.0,Unknown,2022,2022-06-24,Published in a refereed paper
KMT-2019-BLG-0253 b,Confirmed,0.0289,0.219,10.924709,3.1,0.062,Microlensing,KMT-2019-BLG-0253,0.7,0.96,5540.0,,4900.0,Unknown,2021,2021-06-16,Published in a refereed paper
KMT-2019-BLG-0298 b,Confirmed,1.81,0.219,10.924709,5.67,0.062,Microlensing,KMT-2019-BLG-0298,0.95,0.96,5540.0,,395.297,Unknown,2023,2023-02-28,Published in a refereed paper
KMT-2019-BLG-0414L b,Confirmed,4.42,0.219,10.924709,1.3,0.062,Microlensing,KMT-2019-BLG-0414,0.74,0.96,5540.0,,4410.0,Unknown,2022,2022-09-02,Published in a refereed paper
KMT-2019-BLG-0578 b,Confirmed,1.2,0.219,10.924709,1.2,0.062,Microlensing,KMT-2019-BLG-0578,0.28,0.96,5540.0,,6982.999999999993,M3V,2025,2025-03-26,Published in a refereed paper
KMT-2019-BLG-0842 b,Confirmed,9.885799999999952,0.219,10.924709,3.31,0.062,Microlensing,KMT-2019-BLG-0842,0.76,0.96,5540.0,,3320.0,Unknown,2019,2019-12-10,Published in a refereed paper
KMT-2019-BLG-1042 b,Confirmed,0.19,0.219,10.924709,1.7,0.062,Microlensing,KMT-2019-BLG-1042,0.3,0.96,5540.0,,6600.0,Unknown,2022,2022-04-06,Published in a refereed paper
KMT-2019-BLG-1216 b,Confirmed,0.094,0.219,10.924709,2.44,0.062,Microlensing,KMT-2019-BLG-1216,0.39,0.96,5540.0,,2740.0,Unknown,2023,2023-07-28,Published in a refereed paper
KMT-2019-BLG-1339 b,Confirmed,9.885799999999952,0.219,10.924709,0.67,0.062,Microlensing,KMT-2019-BLG-1339,0.27,0.96,5540.0,,6982.999999999993,Unknown,2020,2023-06-29,Published in a refereed paper
KMT-2019-BLG-1367 b,Confirmed,0.01284,0.219,10.924709,1.7,0.062,Microlensing,KMT-2019-BLG-1367,0.25,0.96,5540.0,,4670.0,Unknown,2022,2022-10-25,Published in a refereed paper
KMT-2019-BLG-1552 b,Confirmed,4.05,0.219,10.924709,2.6,0.062,Microlensing,KMT-2019-BLG-1552,0.79,0.96,5540.0,,395.297,Unknown,2022,2022-04-06,Published in a refereed paper
KMT-2019-BLG-1715 b,Confirmed,2.56,0.219,10.924709,3.32,0.062,Microlensing,KMT-2019-BLG-1715,0.76,0.96,5540.0,,3860.0,Unknown,2021,2021-04-02,Published in a refereed paper
KMT-2019-BLG-1806 b,Confirmed,0.01469,0.219,10.924709,3.02,0.062,Primary Transit,KMT-2019-BLG-1806,0.74,0.96,5540.0,,6640.0,Unknown,2022,2023-06-29,Published in a refereed paper
KMT-2019-BLG-1953L b,Confirmed,0.59,0.219,10.924709,0.8,0.062,Microlensing,KMT-2019-BLG-1953,0.31,0.96,5540.0,,6982.999999999993,Unknown,2020,2021-01-15,Published in a refereed paper
KMT-2019-BLG-1953L c,Confirmed,0.28,0.219,10.924709,0.8,0.062,Microlensing,KMT-2019-BLG-1953,0.31,0.96,5540.0,,6982.999999999993,Unknown,2020,2021-01-15,Published in a refereed paper
KMT-2019-BLG-2783 b,Confirmed,1.16,0.219,10.924709,1.85,0.062,Microlensing,KMT-219:BLG-2783,0.95,0.96,5540.0,,395.297,Unknown,2023,2023-07-13,Published in a refereed paper
KMT-2019-BLG-2974 b,Confirmed,0.28,0.219,10.924709,2.0,0.062,Microlensing,KMT-2019-BLG-2974,0.47,0.96,5540.0,,6100.0,Unknown,2022,2022-04-06,Published in a refereed paper
KMT-2020-BLG-0414L b,Confirmed,0.00588,0.219,10.924709,2.07,0.062,Microlensing,KMT-2020-BLG-0414L,0.49,0.01,5540.0,,1330.0,DA,2021,2024-09-05,Published in a refereed paper
KMT-2020-BLG-0757 b,Confirmed,9.885799999999952,0.219,10.924709,11.54,0.062,Microlensing,KMT-2020-BLG-0757,0.58,0.96,5540.0,,6670.0,Unknown,2024,2024-06-18,Published in a refereed paper
KMT-2021-BLG-0119 b,Confirmed,5.7,0.219,10.924709,3.0,0.062,Microlensing,KMT-2021-BLG-0119,0.95,0.96,5540.0,,395.297,Unknown,2022,2022-09-09,Published in a refereed paper
KMT-2021-BLG-0171L b,Confirmed,0.0352,0.219,10.924709,3.5,0.062,Microlensing,KMT-2021-BLG-0171L,0.78,0.96,5540.0,,4600.0,Unknown,2022,2022-05-26,Published in a refereed paper
KMT-2021-BLG-0192 b,Confirmed,0.15,0.219,10.924709,2.6,0.062,Microlensing,KMT-2021-BLG-0192,0.4,0.96,5540.0,,3000.0,Unknown,2022,2022-09-09,Published in a refereed paper
KMT-2021-BLG-0240 b,Confirmed,0.4,0.219,10.924709,2.6,0.062,Microlensing,KMT-2021-BLG-0240,0.47,0.96,5540.0,,6982.999999999993,Unknown,2022,2022-04-26,Published in a refereed paper
KMT-2021-BLG-0240 c,Confirmed,0.7,0.219,10.924709,4.0,0.062,Microlensing,KMT-2021-BLG-0240,0.47,0.96,5540.0,,6982.999999999993,Unknown,2022,2022-04-26,Published in a refereed paper
KMT-2021-BLG-0320 b,Confirmed,0.1,0.219,10.924709,2.0,0.062,Microlensing,KMT-2021-BLG-0320,0.32,0.96,5540.0,,6950.0,Unknown,2022,2022-05-26,Published in a refereed paper
KMT-2021-BLG-0322 b,Confirmed,6.4,0.219,10.924709,0.102,0.062,Microlensing,KMT-2021-BLG-0322,0.95,0.96,5540.0,,6600.0,Unknown,2021,2023-07-14,Published in a refereed paper
KMT-2021-BLG-0712 b,Confirmed,0.12016,0.219,10.924709,2.22,0.062,Microlensing,KMT-2021-BLG-0712,0.22,0.96,5540.0,,3090.0,Unknown,2022,2022-07-18,Published in a refereed paper
KMT-2021-BLG-0736 b,Confirmed,0.066,0.219,10.924709,4.0,0.062,Microlensing,KMT-2021-BLG-0736,0.6,0.96,5540.0,,6982.999999999993,M0V,2025,2025-03-26,Published in a refereed paper
KMT-2021-BLG-0748 b,Confirmed,0.45,0.219,10.924709,2.43,0.062,Microlensing,KMT-2021-BLG-0748,0.36,0.96,5540.0,,6090.0,Unknown,2022,2022-02-08,Published in a refereed paper
KMT-2021-BLG-0909 b,Confirmed,1.26,0.219,10.924709,1.75,0.062,Microlensing,KMT-2021-BLG-0909,0.38,0.96,5540.0,,6480.0,Unknown,2022,2022-07-18,Published in a refereed paper
KMT-2021-BLG-0912 b,Confirmed,6.92,0.219,10.924709,3.03,0.062,Microlensing,KMT-2021-BLG-0912,0.75,0.96,5540.0,,6710.0,Unknown,2021,2021-11-12,Published in a refereed paper
KMT-2021-BLG-1077L b,Confirmed,0.22,0.219,10.924709,1.26,0.062,Microlensing,KMT-2021-BLG-1077L,0.14,0.96,5540.0,,6982.999999999993,Unknown,2022,2022-04-01,Published in a refereed paper
KMT-2021-BLG-1077L c,Confirmed,0.25,0.219,10.924709,0.93,0.062,Microlensing,KMT-2021-BLG-1077L,0.14,0.96,5540.0,,6982.999999999993,Unknown,2022,2022-04-01,Published in a refereed paper
KMT-2021-BLG-1105 b,Confirmed,1.3,0.219,10.924709,3.54,0.062,Microlensing,KMT-2021-BLG-1105,0.63,0.96,5540.0,,4540.0,Unknown,2022,2022-07-18,Published in a refereed paper
KMT-2021-BLG-1150L b,Confirmed,0.88,0.219,10.924709,4.5,0.062,Microlensing,KMT-2021-BLG-1150L,0.73,0.96,5540.0,,3800.0,Unknown,2023,2023-05-26,Published in a refereed paper
KMT-2021-BLG-1253 b,Confirmed,0.05994,0.219,10.924709,1.52,0.062,Microlensing,KMT-2021-BLG-1253,0.24,0.96,5540.0,,6649.0,Unknown,2022,2022-02-08,Published in a refereed paper
KMT-2021-BLG-1303 b,Confirmed,0.38,0.219,10.924709,2.89,0.062,Microlensing,KMT-2021-BLG-1303,0.57,0.96,5540.0,,6280.0,Unknown,2022,2022-05-26,Published in a refereed paper
KMT-2021-BLG-1372 b,Confirmed,0.19278,0.219,10.924709,2.37,0.062,Microlensing,KMT-2021-BLG-1372,0.42,0.96,5540.0,,5970.0,Unknown,2022,2022-02-08,Published in a refereed paper
KMT-2021-BLG-1391 b,Confirmed,0.01432,0.219,10.924709,2.29,0.062,Microlensing,KMT-2021-BLG-1391,0.37,0.96,5540.0,,5720.0,Unknown,2022,2024-08-28,Published in a refereed paper
KMT-2021-BLG-1547L b,Confirmed,1.47,0.219,10.924709,4.5,0.062,Microlensing,KMT-2021-BLG-1547L,0.72,0.96,5540.0,,5070.0,Unknown,2023,2023-09-06,Published in a refereed paper
KMT-2021-BLG-1554 b,Confirmed,0.12,0.219,10.924709,0.84,0.062,Microlensing,KMT-2021-BLG-1554,0.08,0.96,5540.0,,6982.999999999993,Unknown,2022,2022-05-26,Published in a refereed paper
KMT-2021-BLG-1689L b,Confirmed,0.145,0.219,10.924709,2.5,0.062,Microlensing,KMT-2021-BLG-1689L,0.58,0.96,5540.0,,6982.999999999993,Unknown,2022,2022-05-26,Published in a refereed paper
KMT-2021-BLG-1898 b,Confirmed,0.76,0.219,10.924709,2.5,0.062,Microlensing,KMT-2021-BLG-1898,0.48,0.96,5540.0,,6900.0,Unknown,2022,2022-04-26,Published in a refereed paper
KMT-2021-BLG-2010 b,Confirmed,1.07,0.219,10.924709,1.79,0.062,Microlensing,KMT-2021-BLG-2010,0.37,0.96,5540.0,,6982.999999999993,Unknown,2023,2023-04-11,Published in a refereed paper
KMT-2021-BLG-2294 b,Confirmed,0.07,0.219,10.924709,1.05,0.062,Microlensing,KMT-2021-BLG-2294,0.125,0.96,5540.0,,6830.0,Unknown,2022,2022-09-09,Published in a refereed paper
KMT-2021-BLG-2478 b,Confirmed,0.8,0.219,10.924709,1.38,0.062,Microlensing,KMT-2021-BLG-2478,0.12,0.96,5540.0,,2500.0,Unknown,2022,2022-07-18,Published in a refereed paper
KMT-2021-BLG-2609 b,Confirmed,0.032,0.219,10.924709,2.3,0.062,Microlensing,KMT-2021-BLG-2609,0.2,0.96,5540.0,,6982.999999999993,Unknown,2024,2024-07-25,Published in a refereed paper
KMT-2022-BLG-0303 b,Confirmed,0.513,0.219,10.924709,4.81,0.062,Microlensing,KMT-2022-BLG-0303,0.368,0.96,5540.0,,6570.0,Unknown,2024,2024-07-25,Published in a refereed paper
KMT-2022-BLG-0371 b,Confirmed,0.26,0.219,10.924709,3.02,0.062,Microlensing,KMT-2022-BLG-0371,0.63,0.96,5540.0,,6982.999999999993,Unknown,2023,2023-04-11,Published in a refereed paper
KMT-2022-BLG-0440L b,Confirmed,0.0485,0.219,10.924709,1.9,0.062,Microlensing,KMT-2022-BLG-0440L,0.53,0.96,5540.0,,3500.0,Unknown,2023,2023-01-18,Published in a refereed paper
KMT-2022-BLG-0475 b,Confirmed,0.079,0.219,10.924709,2.03,0.062,Microlensing,KMT-2022-BLG-0475,0.43,0.96,5540.0,,6580.0,Unknown,2023,2023-07-04,Published in a refereed paper
KMT-2022-BLG-0732 b,Confirmed,1.12,0.219,10.924709,4.1,0.062,Microlensing,KMT-2022-BLG-0732,0.53,0.96,5540.0,,6660.0,Unknown,2024,2024-06-18,Published in a refereed paper
KMT-2022-BLG-1013 b,Confirmed,0.31,0.219,10.924709,1.38,0.062,Microlensing,KMT-2022-BLG-1013,0.95,0.96,5540.0,,395.297,Unknown,2023,2023-04-12,Published in a refereed paper
KMT-2022-BLG-1480 b,Confirmed,0.083,0.219,10.924709,1.22,0.062,Microlensing,KMT-2022-BLG-1480,0.18,0.96,5540.0,,6982.999999999993,Unknown,2023,2023-07-04,Published in a refereed paper
KMT-2022-BLG-1787 b,Confirmed,6.64,0.219,10.924709,6.3,0.062,Microlensing,KMT-2022-BLG-1787,0.42,0.96,5540.0,,6640.0,Unknown,2024,2024-06-18,Published in a refereed paper
KMT-2022-BLG-1790 b,Confirmed,1.73,0.219,10.924709,5.25,0.062,Microlensing,KMT-2022-BLG-1790,0.58,0.96,5540.0,,6480.0,M0V,2025,2025-05-04,Published in a refereed paper
KMT-2022-BLG-1818L b,Confirmed,1.5,0.219,10.924709,1.5,0.062,Microlensing,KMT-2022-BLG-1818L,0.3,0.96,5540.0,,2900.0,M3V,2025,2025-05-09,Published in a refereed paper
KMT-2022-BLG-1818L c,Confirmed,0.35,0.219,10.924709,0.4,0.062,Microlensing,KMT-2022-BLG-1818L,0.3,0.96,5540.0,,2900.0,M3V,2025,2025-05-09,Published in a refereed paper
KMT-2022-BLG-1852 b,Confirmed,5.0,0.219,10.924709,5.0,0.062,Microlensing,KMT-2022-BLG-1852,0.32,0.96,5540.0,,6270.0,Unknown,2024,2024-06-18,Published in a refereed paper
KMT-2022-BLG-2076 b,Confirmed,0.88,0.219,10.924709,5.67,0.062,Microlensing,KMT-2022-BLG-2076,0.67,0.96,5540.0,,5570.0,K7V,2025,2025-05-04,Published in a refereed paper
KMT-2023-BLG-0119 b,Confirmed,0.2633,0.219,10.924709,3.14,0.062,Microlensing,KMT-2023-BLG-0119,0.71,0.96,5540.0,,5410.0,Unknown,2025,2025-01-07,Published in a refereed paper
KMT-2023-BLG-0416 b,Confirmed,6.15,0.219,10.924709,3.73,0.062,Microlensing,KMT-2023-BLG-0416,0.61,0.96,5540.0,,6330.0,Unknown,2024,2024-01-19,Published in a refereed paper
KMT-2023-BLG-0469 b,Confirmed,0.124,0.219,10.924709,2.37,0.062,Microlensing,KMT-2023-BLG-0469,0.47,0.96,5540.0,,6982.999999999993,Unknown,2024,2024-01-31,Published in a refereed paper
KMT-2023-BLG-0735 b,Confirmed,0.12,0.219,10.924709,2.75,0.062,Microlensing,KMT-2023-BLG-0735,0.61,0.96,5540.0,,6390.0,Unknown,2024,2024-01-31,Published in a refereed paper
KMT-2023-BLG-1454 b,Confirmed,0.63,0.219,10.924709,1.18,0.062,Microlensing,KMT-2023-BLG-1454,0.95,0.96,5540.0,,395.297,Unknown,2024,2024-02-06,Published in a refereed paper
KMT-2023-BLG-1642 b,Confirmed,1.18,0.219,10.924709,1.37,0.062,Microlensing,KMT-2023-BLG-1642,0.15,0.96,5540.0,,395.297,Unknown,2024,2024-02-06,Published in a refereed paper
KMT-2023-BLG-1866L b,Confirmed,0.0104,0.219,10.924709,2.55,0.062,Microlensing,KMT-2023-BLG-1866L,0.5,0.96,5540.0,,6340.0,Unknown,2024,2024-05-14,Published in a refereed paper
KMT-2023-BLG-1896 b,Confirmed,0.05144,0.219,10.924709,2.96,0.062,Microlensing,KMT-2023-BLG-1896,0.72,0.96,5540.0,,5490.0,Unknown,2025,2025-01-07,Published in a refereed paper
KMT-2023-BLG-2209 b,Confirmed,0.8,0.219,10.924709,5.31,0.062,Microlensing,KMT-2023-BLG-2209,0.73,0.96,5540.0,,5570.0,K4V,2025,2025-05-04,Published in a refereed paper
KMT-2024-BLG-1044 b,Confirmed,0.0431,0.219,10.924709,0.102,0.062,Microlensing,KMT-2024-BLG-1044,0.13,0.96,5540.0,,6710.0,Unknown,2024,2024-11-11,Published in a refereed paper
KMT-2024-BLG-1209L b,Confirmed,2.64,0.219,10.924709,3.92,0.062,Microlensing,KMT-2024-BLG-1209,0.77,0.96,5540.0,,3930.0,K3V,2025,2025-05-30,Published in a refereed paper
KOBE-1 b,Confirmed,0.37,0.219,8.5399,0.07,0.0,Radial Velocity,KOBE-1,0.629,0.619,4135.0,-0.01,23.88,K7V,2025,2025-02-06,Published in a refereed paper
KOBE-1 c,Confirmed,0.37,0.219,29.671,0.1607,0.0,Radial Velocity,KOBE-1,0.629,0.619,4135.0,-0.01,23.88,K7V,2025,2025-02-03,Published in a refereed paper
KOI-2700 b,Confirmed,0.0052841500000000005,0.0946,0.910022,0.102,0.062,Primary Transit,KOI-2700,0.632,0.574,4433.0,-0.2,395.297,Unknown,2013,2018-11-20,Published in a refereed paper
KOI-4427 Ab,Confirmed,0.37,0.164,147.6606,0.419,0.02,Primary Transit,KOI-4427 A,0.553,0.559,3748.0,-0.07,276.226,M1V,2015,2024-08-04,Published in a refereed paper
KOI-4878 b,Confirmed,0.37,0.0928,449.01499,1.137,0.0,Primary Transit,KOI-4878,0.972,1.068,6031.0,-0.22,395.297,Unknown,2017,2022-10-03,Published in a refereed paper
KOI-4896 b,Confirmed,0.37,0.1169,19.5960013,0.1421,0.0,Primary Transit,2MASS J19233610+4844461,0.996,1.024,6120.0,-0.24,395.297,Unknown,2017,2023-07-04,Announced on a website
KOI-4896 c,Confirmed,0.37,0.132,49.537365,0.2637,0.0,Primary Transit,2MASS J19233610+4844461,0.996,1.024,6120.0,-0.24,395.297,Unknown,2017,2023-07-04,Published in a refereed paper
KOI-5372 b,Confirmed,0.37,0.146,212.60398,0.7026,0.062,Primary Transit,2MASS J19334766+4244416,1.022,1.207,5834.0,0.08,395.297,Unknown,2017,2022-06-08,Published in a refereed paper
KOI-5 b,Confirmed,0.37,0.066985,7.05186,0.075,0.0,Primary Transit,KOI-5,0.95,1.747,5753.0,0.05,395.297,Unknown,2013,2022-09-26,Published in a refereed paper
KOI-6526 b,Confirmed,0.37,0.83,486.77832,1.4638,0.062,Primary Transit,2MASS J19434782+4014521,1.765,4.95,5039.0,-0.16,395.297,Unknown,2017,2022-06-10,Published in a refereed paper
KOI-6532 b,Confirmed,0.37,0.131,0.813998777,0.0168,0.062,Primary Transit,LPI-7913,0.945,0.989,5705.0,0.0,395.297,Unknown,2017,2022-06-09,Published in a refereed paper
KOI-6538 b,Confirmed,0.37,0.136,129.839927,0.5085,0.062,Primary Transit,2MASS J19344243+4020026,1.035,1.032,6133.0,-0.12,395.297,Unknown,2017,2022-06-08,Published in a refereed paper
KOI-6653 b,Confirmed,0.37,0.109,28.2682167,0.1779,0.062,Primary Transit,2MASS J19303502+4121109,0.939,0.838,5496.0,0.04,395.297,Unknown,2017,2022-06-10,Published in a refereed paper
KOI-6664 b,Confirmed,0.37,0.086,14.7638878,0.1093,0.062,Primary Transit,2MASS J19095216+4128178,0.798,0.742,5547.0,-0.46,395.297,Unknown,2017,2022-06-09,Published in a refereed paper
KOI-6666 b,Confirmed,0.37,0.068,1.118507672,0.0208,0.062,Primary Transit,2MASS J19330703+4124132,0.953,0.863,5918.0,-0.26,395.297,Unknown,2017,2022-06-08,Published in a refereed paper
KOI-6672 b,Confirmed,0.37,0.0928,2.28494299,0.0321,0.062,Primary Transit,2MASS J19012151+4132230,0.84,0.793,5393.0,-0.16,395.297,Unknown,2017,2022-06-08,Published in a refereed paper
KOI-6793 b,Confirmed,0.37,0.075,3.62658665,0.0443,0.062,Primary Transit,2MASS J19255900+4228412,0.886,0.799,5411.0,-0.08,395.297,Unknown,2017,2022-06-10,Published in a refereed paper
KOI-6798 b,Confirmed,0.37,0.3,2.64182865,0.0348,0.062,Primary Transit,2MASS J19361857+4224080,0.805,2.935,5195.0,-0.8,395.297,Unknown,2017,2022-06-08,Published in a refereed paper
KOI-6918 b,Confirmed,0.37,0.55,0.902403563,0.0172,0.062,Primary Transit,2MASS J19101695+4331542,0.826,0.755,5776.0,-0.58,395.297,Unknown,2017,2022-06-10,Published in a refereed paper
KOI-6921 b,Confirmed,0.37,0.11,6.8777602,0.0727,0.062,Primary Transit,2MASS J19200188+4330076,1.078,1.106,6276.0,-0.1,395.297,Unknown,2017,2022-06-10,Published in a refereed paper
KOI-6925 b,Confirmed,0.37,0.084,12.9489256,0.0882,0.062,Primary Transit,2MASS J18452562+4339300,0.545,0.525,3867.0,-0.1,395.297,Unknown,2017,2022-06-10,Published in a refereed paper
KOI-6931 b,Confirmed,0.37,0.106,2.54029506,0.0368,0.062,Primary Transit,2MASS J19420054+4336355,1.028,0.911,5778.0,0.07,395.297,Unknown,2017,2022-06-08,Published in a refereed paper
KOI-6934 b,Confirmed,0.37,0.198,22.2546864,0.1645,0.062,Primary Transit,2MASS J18504142+4347179,1.197,2.388,5349.0,-0.12,395.297,Unknown,2017,2022-06-08,Published in a refereed paper
KOI-7051 b,Confirmed,0.37,0.106,0.772807044,0.0143,0.062,Primary Transit,2MASS J20052510+4431298,0.659,0.668,4535.0,-0.16,395.297,Unknown,2017,2022-06-10,Published in a refereed paper
KOI-7057 b,Confirmed,0.37,0.529,0.61932352,0.016,0.062,Primary Transit,2MASS J19264939+4437067,1.434,1.844,7105.0,-0.24,395.297,Unknown,2017,2022-06-09,Published in a refereed paper
KOI-7069 b,Confirmed,0.37,0.136,1.01486138,0.0203,0.062,Primary Transit,2MASS J19073983+4442163,1.08,1.024,6158.0,-0.08,395.297,Unknown,2017,2022-06-08,Published in a refereed paper
KOI-7073 b,Confirmed,0.37,1.65,279.012698,0.859,0.062,Primary Transit,2MASS J19280416+4442477,1.08,1.143,6338.0,-0.12,395.297,Unknown,2017,2022-06-08,Published in a refereed paper
KOI-7076 b,Confirmed,0.37,0.12,16.234743,0.1334,0.062,Primary Transit,2MASS J19340728+4449579,1.2,1.178,6475.0,-0.06,395.297,Unknown,2017,2022-06-08,Published in a refereed paper
KOI-7197 b,Confirmed,0.37,0.131,1.74147417,0.0268,0.062,Primary Transit,2MASS J19394814+4614317,0.855,0.763,5227.0,-0.1,395.297,Unknown,2017,2022-06-08,Published in a refereed paper
KOI-7209,Confirmed,0.37,0.076,8.2553601,0.0818,0.062,Primary Transit,2MASS J19100257+4623238,1.066,1.113,6357.0,-0.18,395.297,Unknown,2017,2022-06-08,Published in a refereed paper
KOI-7319 b,Confirmed,0.37,0.087,17.1677675,0.1058,0.062,Primary Transit,2MASS J18552341+4730563,0.535,0.526,3761.0,0.0,395.297,Unknown,2017,2022-06-10,Published in a refereed paper
KOI-7320 b,Confirmed,0.37,0.066985,8.502285,0.0722,0.062,Primary Transit,2MASS J19131131+4733361,0.693,0.715,4889.0,-0.24,395.297,Unknown,2017,2022-06-09,Published in a refereed paper
KOI-7327 b,Confirmed,0.37,0.174,17.9908748,0.1208,0.062,Primary Transit,2MASS J18483788+4741115,0.727,0.752,4918.0,-0.1,395.297,Unknown,2017,2022-06-08,Published in a refereed paper
KOI-7449 b,Confirmed,0.37,1.252,1.322475635,0.0193,0.062,Primary Transit,2MASS J19013040+4927421,0.548,0.548,4668.0,-1.08,395.297,Unknown,2017,2022-06-10,Published in a refereed paper
KOI-7455,Confirmed,0.37,0.218,3.773744,0.0536,0.062,Primary Transit,2MASS J19101799+4933042,1.44,2.069,7302.0,-0.5,395.297,Unknown,2017,2022-06-10,Published in a refereed paper
KOI-7460 b,Confirmed,0.37,0.136,5.70509845,0.0599,0.062,Primary Transit,2MASS J19091658+4939251,0.88,0.927,5455.0,0.04,395.297,Unknown,2017,2022-06-08,Published in a refereed paper
KPS-1 b,Confirmed,1.09,1.03,1.706291,0.0269,0.0,Primary Transit,KPS-1,0.892,0.907,5165.0,0.22,395.297,Unknown,2018,2018-04-17,Published in a refereed paper
ksi Aql b,Confirmed,0.37,0.219,136.75,0.58,0.0,Radial Velocity,ksi Aql,2.2,12.0,4780.0,-0.205,62.7,G9IIIb,2008,2016-02-01,Published in a refereed paper
L 168-9 b,Confirmed,0.01265,0.1392,1.40152634,0.0208,0.022,Primary Transit,L 168-9,0.614,0.604,3842.0,-0.03,25.1496,M0.5V,2020,2024-06-12,Published in a refereed paper
L 363-38 b,Confirmed,0.37,0.219,8.781,0.048,0.01,Radial Velocity,L 363-38,0.21,0.274,3129.0,,10.232,Unknown,2023,2025-06-06,Published in a refereed paper
L 98-59 b,Confirmed,0.0052841500000000005,0.0758,2.2531136,0.02191,0.1,Primary Transit,L 98-59,0.32,0.291,3500.0,-0.5,10.623,Unknown,2018,2022-10-19,Published in a refereed paper
L 98-59 c,Confirmed,0.00698,0.12356,3.6906777,0.0304,0.103,Primary Transit,L 98-59,0.32,0.291,3500.0,-0.5,10.623,Unknown,2018,2021-08-06,Published in a refereed paper
L 98-59 d,Confirmed,0.0061,0.1357,7.4507245,0.0486,0.074,Primary Transit,L 98-59,0.32,0.291,3500.0,-0.5,10.623,Unknown,2018,2021-08-06,Published in a refereed paper
L 98-59 e,Confirmed,0.37,0.219,12.796,0.0717,0.128,Radial Velocity,L 98-59,0.32,0.291,3500.0,-0.5,10.623,Unknown,2021,2021-08-06,Published in a refereed paper
Lalande 21185 b,Confirmed,0.37,0.219,12.94,0.0788,0.063,Radial Velocity,Lalande 21185,0.46,0.393,3828.0,,6.322375,M1.5V,2017,2024-07-29,Published in a refereed paper
Lalande 21185 c,Confirmed,0.37,0.219,2946.0,2.94,0.13,Radial Velocity,Lalande 21185,0.46,0.393,3828.0,,6.322375,M1.5V,2021,2024-07-29,Submitted to a professional journal
Lalande 21185 d,Confirmed,0.37,0.219,215.0,0.5142,0.062,Other,Lalande 21185,0.46,0.393,3828.0,,6.322375,M1.5V,2022,2024-07-29,Published in a refereed paper
lam2 For Ab,Confirmed,0.37,0.219,17.24,0.14,0.2,Radial Velocity,lam2 For A,1.18,0.96,5936.0,0.19,25.5,G1V,2009,2024-07-30,Published in a refereed paper
lam Ser b,Confirmed,0.37,0.219,15.5083,0.1238,0.16,Radial Velocity,lam Ser,1.275,0.96,5540.0,,11.8186,G0,2021,2024-05-28,Published in a refereed paper
LHS 1140 b,Confirmed,0.02196,0.15407,24.736,0.0936,0.06,Primary Transit,LHS 1140,0.146,0.186,3131.0,-0.24,12.47,M4.5,2017,2022-03-02,Published in a refereed paper
LHS 1140 c,Confirmed,0.00569,0.11437,3.777931,0.02675,0.31,Primary Transit,LHS 1140,0.146,0.186,3131.0,-0.24,12.47,M4.5,2018,2022-03-02,Published in a refereed paper
