kepid,kepoi_name,koi_disposition,koi_score,koi_period,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,koi_slogg,koi_kepmag
7050989,K00312.02,2,0.998,16.39926461,1.94,847.0,121.53,6156.0,1.303,4.284,12.459
7419318,K00313.01,2,1.0,18.73577127,2.1,568.0,24.66,5188.0,0.795,4.547,12.99
7419318,K00313.02,2,1.0,8.43639829,1.5,742.0,71.51,5188.0,0.795,4.547,12.99
7603200,K00314.01,2,1.0,13.78109471,1.42,402.0,6.17,3846.0,0.503,4.738,12.925
7603200,K00314.02,2,1.0,23.08902241,1.24,338.0,3.1,3846.0,0.503,4.738,12.925
10905239,K00046.02,2,0.917,6.02977241,1.18,1204.0,496.46,5576.0,1.593,4.065,13.77
7364176,K00373.01,2,1.0,135.1879934,2.32,345.0,3.33,5731.0,0.906,4.451,12.765
8686097,K00374.01,2,0.992,172.7046083,2.85,355.0,3.77,5851.0,1.116,4.302,12.209
12356617,K00375.01,2,0.4808294015396076,988.8811177,10.81,223.0,0.58,5755.0,1.549,4.101,13.293
12643589,K00376.01,0,0.0,44.14599042,121.48,624.0,35.87,6692.0,1.152,4.383,13.754
12643589,K00376.02,0,0.0,1.411627439,2.99,1966.0,3523.63,6692.0,1.152,4.383,13.754
3323887,K00377.01,2,0.0,19.270825843,7.74,661.0,45.05,5779.0,0.956,4.491,13.803
11618601,K03022.02,2,0.972,5.05368985,1.21,1007.0,243.06,5772.0,0.901,4.528,15.4
7732285,K03023.01,0,0.001,4.39049637,2.07,1637.0,1701.16,6429.0,1.908,3.989,13.33
9716391,K03025.01,2,0.958,13.1829329,1.84,661.0,45.19,5382.0,0.827,4.571,16.239
6929841,K03026.01,2,0.998,3.51575492,1.35,1033.0,269.57,5094.0,0.901,4.45,14.897
5088536,K00282.03,2,0.894,87.5177787,1.85,451.0,9.76,5903.0,1.137,4.304,11.529
5124254,K03099.01,0,0.0,14.0498182,1.45,480.0,12.56,4228.0,0.652,4.618,15.648
11508644,K03101.01,2,0.998,14.2563272,1.73,797.0,95.22,6140.0,1.027,4.455,15.192
12168993,K03105.01,1,0.999,4.21223579,1.04,887.0,146.4,5116.0,0.7,4.591,15.277
8895758,K03106.01,2,0.877,0.968980781,1.08,1844.0,2730.51,5866.0,1.0,4.473,15.415
10031500,K03107.01,0,0.0,8.589562,15.95,891.0,148.61,5766.0,0.945,4.404,15.214
7603200,K00314.03,2,0.999,10.31282204,0.59,443.0,9.07,3846.0,0.503,4.738,12.925
7700622,K00315.01,2,1.0,35.58349688,2.03,408.0,6.54,4894.0,0.684,4.637,12.968
8008067,K00316.01,2,1.0,15.77111067,2.62,752.0,75.61,5620.0,1.143,4.333,12.701
8008067,K00316.02,2,1.0,157.0659976,2.63,350.0,3.53,5620.0,1.143,4.333,12.701
8008067,K00316.03,2,1.0,7.305706326,2.11,972.0,210.72,5620.0,1.143,4.333,12.701
3323887,K00377.02,2,0.4808294015396076,38.90787517,7.98,523.0,17.66,5779.0,0.956,4.491,13.803
7051180,K00064.01,1,1.0,1.951082219,10.35,2005.0,3822.26,5302.0,2.426,3.768,13.143
3323887,K00377.03,2,0.4808294015396076,1.59295975,1.48,1517.0,1251.43,5779.0,0.956,4.491,13.803
2449074,K00378.01,0,0.0,4.94402197,32.92,1419.0,958.29,6013.0,1.7,4.035,13.15
2446113,K00379.01,0,0.073,6.71725648,2.78,1264.0,603.71,6078.0,1.683,4.094,13.319
2446113,K00379.02,1,1.0,23.1375919,1.83,837.0,115.86,6078.0,1.683,4.094,13.319
11137180,K03027.01,2,0.929,6.07032548,1.36,789.0,91.45,5076.0,0.763,4.598,15.489
9838804,K03028.01,0,0.0,1.33256952,1.06,1461.0,1076.99,5547.0,0.82,4.571,15.983
5903749,K03029.01,1,1.0,18.9763286,2.24,638.0,39.11,5300.0,0.986,4.385,14.948
5903749,K03029.02,1,0.985,6.34724702,1.35,919.0,168.14,5300.0,0.986,4.385,14.948
5524881,K03030.01,0,0.0,7.19552624,1.67,1037.0,273.05,6242.0,1.093,4.432,15.614
3756264,K03108.01,2,1.0,7.36272124,1.86,901.0,155.72,5868.0,0.894,4.53,14.941
11572193,K03109.01,2,0.989,10.6761592,1.79,1049.0,285.79,6460.0,1.434,4.267,13.688
11285870,K03110.01,2,0.972,4.48494315,1.23,1199.0,488.22,6217.0,1.051,4.437,14.879
8581240,K03111.01,1,1.0,10.76800074,0.92,885.0,144.85,5874.0,1.096,4.338,12.863
8581240,K03111.02,1,0.986,4.32848303,0.66,1199.0,488.23,5874.0,1.096,4.338,12.863
6196457,K00285.03,2,0.476,49.3567907,1.91,637.0,38.86,5862.0,1.67,4.05,11.565
8121310,K00317.01,2,0.999,22.20809549,3.02,803.0,98.36,6336.0,1.403,4.266,12.885
8156120,K00318.01,2,0.987,38.5833679,8.56,761.0,79.08,6273.0,1.927,4.04,12.211
8684730,K00319.01,1,0.998,46.15119482,10.02,703.0,57.8,5877.0,1.963,3.927,12.711
8700558,K00320.01,0,0.0,4.79179893,26.26,1249.0,575.43,6499.0,1.103,4.408,12.174
8753657,K00321.01,2,1.0,2.426304127,1.41,1302.0,679.12,5678.0,0.97,4.484,12.52
8554498,K00005.01,1,1.0,4.780327581,7.14,1441.0,1020.05,5937.0,1.787,4.012,11.665
3847708,K00389.01,0,0.0,3.741231778,1.55,951.0,193.55,5206.0,0.767,4.598,13.936
3849155,K00390.01,0,0.0,1.168310132,1.43,1577.0,1469.16,5509.0,0.857,4.487,13.831
3858804,K00391.01,0,0.0,25.9525478,74.69,865.0,132.4,5211.0,2.721,3.715,13.778
3942670,K00392.01,2,1.0,33.4160553,2.98,689.0,53.18,6007.0,1.42,4.178,13.954
3942670,K00392.02,2,0.993,12.6119685,1.33,953.0,194.9,6007.0,1.42,4.178,13.954
6949898,K03031.01,1,0.991,7.64809462,1.19,840.0,117.65,5641.0,0.85,4.554,15.267
10585738,K03032.01,2,0.973,0.636424848,1.31,1846.0,2754.93,5343.0,0.885,4.538,15.744
7186665,K03033.01,0,0.0,8.55935323,1.21,921.0,169.77,6115.0,0.919,4.462,14.538
2973386,K03034.01,1,1.0,31.0209175,1.66,291.0,1.7,3720.0,0.48,4.764,15.572
6388770,K03035.01,0,0.0,21.3419702,102.89177806760135,1085.3858276274318,105.86,5706.8232800782525,1.7287115530920552,4.310156613411586,13.87
7022573,K03112.01,1,0.761,2.118893997,1.41,1230.0,541.53,5504.0,0.796,4.583,15.855
7676423,K03113.01,2,1.0,2.46050095,1.03,969.0,208.54,4811.0,0.634,4.626,15.245
9288237,K03114.01,1,0.988,7.49133777,1.01,1291.0,656.15,6177.0,1.71,3.993,12.277
11714231,K03115.01,2,0.998,5.8660127,1.45,1064.0,302.77,6020.0,1.04,4.427,15.273
11720424,K03116.01,2,0.98,23.9107056,1.91,709.0,59.76,6338.0,1.091,4.418,15.376
7837302,K00048.01,0,0.0,23.836808884,59.31,919.0,168.28,6095.0,1.94,3.894,13.722
8753657,K00321.02,2,0.996,4.62334491,0.77,1050.0,287.25,5678.0,0.97,4.484,12.52
8948424,K00322.01,0,0.0,5.888835386,584.67,1008.0,243.87,5780.0,1.0,4.438,12.97
9139084,K00323.01,2,1.0,5.83599485,1.92,884.0,144.5,5423.0,0.828,4.542,12.465
9641041,K00324.01,0,0.0,1.089077863,1.96,2359.0,7312.11,6280.0,1.551,4.098,12.217
9724984,K00325.01,0,0.0,7.86335883,7.84,1195.0,482.18,5731.0,1.913,4.005,12.94
2452450,K00380.01,0,0.0,8.0970583,4.83,1203.0,495.31,6573.0,1.455,4.2,13.11
3230578,K00381.01,0,0.0,6.337614357,9.57,1351.0,787.89,6581.0,1.536,4.138,13.406
3231137,K00382.01,0,0.0,3.900140077,23.78,1253.0,582.32,6407.0,0.955,4.48,13.561
3353050,K00384.01,2,1.0,5.0800579,3.95,1673.0,1851.94,6049.0,2.52,3.769,13.281
3446746,K00385.01,2,1.0,13.14496741,1.59,698.0,56.15,5411.0,0.888,4.477,13.435
5695396,K00283.01,2,0.976,16.09196369,2.13,718.0,62.74,5680.0,1.016,4.414,11.525
5217891,K03036.01,0,0.0,161.239891,3.48,294.0,1.77,5514.0,0.826,4.569,15.648
6593150,K03037.01,1,0.998,5.4654174,1.23,927.0,174.08,5612.0,0.829,4.566,15.861
8051946,K03038.01,2,0.993,1.4951513,1.44,1870.0,2880.38,5635.0,1.452,4.117,14.22
5445681,K03039.01,2,0.915,20.3504704,1.01,695.0,55.07,5952.0,1.002,4.41,13.914
6523351,K03117.01,1,0.976,6.06664931,0.87,915.0,165.66,5569.0,0.892,4.521,13.163
5551672,K03119.01,1,0.013,2.184437698,0.94,529.0,18.41,3421.0,0.25,5.014,16.946
11499192,K03120.01,2,0.998,4.13592927,1.43,1226.0,535.42,5886.0,1.152,4.345,14.826
12416661,K03122.01,2,0.999,8.05337912,1.28,1320.0,717.7,6231.0,2.062,3.976,12.086
8197793,K03123.01,1,0.998,15.2311195,1.94,800.0,96.84,5836.0,1.186,4.316,15.029
8258171,K00286.01,0,0.0,23.6272223,3.84,1358.0,804.44,8308.0,2.879,3.861,11.641
9880467,K00326.01,0,0.005,8.97349999,36.0,2262.0,6178.9,4751.0,11.536,2.52,12.96
9880467,K00326.02,0,0.905,108.546946,29.67,985.0,222.7,4751.0,11.536,2.52,12.96
9881662,K00327.01,2,1.0,3.254277742,1.38,1301.0,675.56,5945.0,1.089,4.402,12.996
9881662,K00327.02,2,1.0,91.3514816,1.57,428.0,7.93,5945.0,1.089,4.402,12.996
9895004,K00328.01,0,0.0,2.250826647,30.03,1489.0,1161.8,5779.0,1.119,4.308,12.82
3656121,K00386.01,2,1.0,31.1588249,3.56,639.0,39.46,5951.0,1.155,4.319,13.838
10620329,K00066.01,0,0.0,0.436282594,83.25,5187.0,170399.16,8491.0,2.622,3.853,11.002
3656121,K00386.02,2,0.973,76.7324556,3.08,473.0,11.86,5951.0,1.155,4.319,13.838
3733628,K00387.01,2,1.0,13.89963233,2.46,521.0,17.37,4538.0,0.663,4.607,13.577
3831053,K00388.01,2,1.0,6.14955931,3.26,1287.0,649.26,5687.0,1.775,3.973,13.644
6357290,K03040.01,1,0.882,4.8099878,1.59,1077.0,317.8,5988.0,0.934,4.507,15.667
4072955,K03041.01,1,0.98,5.08288076,1.15,1183.0,462.96,6217.0,1.083,4.375,14.207
8695311,K03042.01,1,0.998,31.0259489,1.91,595.0,29.67,6075.0,0.969,4.486,15.959
9834731,K03043.01,1,1.0,3.08942807,1.07,1361.0,808.76,6137.0,1.103,4.418,14.829
5092266,K03045.01,2,0.998,44.8702042,2.56,536.0,19.5,6122.0,0.996,4.471,15.755
4076976,K03124.01,0,0.0,4.8807805,0.48,706.0,58.98,4763.0,0.516,4.738,14.203
8751796,K03125.01,2,0.957,4.45342418,0.9,1331.0,740.51,6256.0,1.269,4.269,12.938
7097534,K03126.01,0,0.0,2.21396685,0.84,1418.0,952.61,5986.0,0.93,4.461,14.461
9907129,K03127.01,2,1.0,9.705693,2.07,1001.0,237.46,5808.0,1.385,4.178,14.93
7609674,K03128.01,1,0.951,21.2360024,2.62,1048.0,285.21,6035.0,2.559,3.745,13.371
9527334,K00049.01,2,1.0,8.31377304,2.74,886.0,145.51,5900.0,0.951,4.509,13.704
10031885,K00329.01,0,0.0,8.58969597,20.8,882.0,143.02,6024.0,0.9,4.523,13.478
11361646,K00330.01,2,1.0,7.97420583,1.85,974.0,212.75,5973.0,1.081,4.386,13.928
11361646,K00330.02,2,0.998,1.88899036,0.83,1574.0,1449.92,5973.0,1.081,4.386,13.928
10285631,K00331.01,2,1.0,18.68405716,3.64,832.0,113.34,5548.0,1.614,4.038,13.497
3964109,K00393.01,2,1.0,21.41624083,2.09,748.0,74.2,6156.0,1.18,4.331,13.542
4159347,K00394.01,0,0.0,12.28351275,74.76,1342.0,765.56,6171.0,2.759,3.668,13.167
3544595,K00069.01,2,1.0,4.72674037,1.56,1028.0,264.08,5648.0,0.894,4.472,9.931
4165960,K00395.01,0,0.0,6.77449545,29.41,1219.0,521.03,6517.0,1.342,4.265,13.889
4252322,K00396.01,1,1.0,14.591504451,36.85,879.0,140.82,5940.0,1.312,4.199,13.311
4376644,K00397.01,0,0.0,27.677680103,14.41,618.0,34.55,6075.0,0.969,4.486,13.767
9301506,K03047.01,0,0.0,0.605223042,1.14,1728.0,2099.47,5089.0,0.757,4.559,15.248
5695396,K00283.02,2,0.983,25.5172744,0.83,615.0,33.91,5680.0,1.016,4.414,11.525
9714550,K03048.01,2,1.0,4.73292061,0.97,957.0,198.57,5595.0,0.796,4.581,14.651
6263593,K03049.01,2,0.799,22.4765952,1.21,419.0,7.27,4563.0,0.567,4.704,15.037
5475042,K03050.01,1,0.892,1.242639742,1.02,1487.0,1159.26,5520.0,0.818,4.572,15.33
6964159,K03129.01,0,0.0,25.503628,1.61,586.0,27.85,5815.0,0.877,4.54,14.746
10252275,K03130.01,2,0.988,14.8638496,2.9,620.0,35.04,5159.0,0.8,4.508,13.752
10252275,K03130.02,2,0.994,5.65245733,1.05,856.0,127.1,5159.0,0.8,4.508,13.752
11455181,K03131.01,2,1.0,10.9294815,1.21,770.0,83.14,5792.0,0.864,4.547,15.591
9541295,K03132.01,1,0.0,0.536650319,1.35,3195.0,24688.55,6020.0,2.0,3.922,12.649
10290666,K00332.01,2,1.0,5.45849914,1.91,1099.0,344.32,5914.0,1.135,4.396,13.046
10337258,K00333.01,2,1.0,13.28536452,4.03,1157.0,423.65,6534.0,1.9,3.973,13.39
10383687,K00334.01,0,0.0,8.4879444,1.23,969.0,208.99,6134.0,1.039,4.396,13.301
10470206,K00335.01,0,0.394,46.56675437,5.25,708.0,59.34,6629.0,1.619,4.132,13.893
10518725,K00336.01,0,0.0,19.5148412,2.8,1200.0,489.75,7004.0,2.556,3.854,13.124
12314973,K00279.02,2,0.998,15.4130812,2.59,944.0,187.39,6206.0,1.573,4.159,11.684
5450893,K02970.01,2,0.993,4.82051088,1.08,1328.0,735.25,6046.0,1.396,4.158,12.861
4770174,K02971.01,1,1.0,6.09595681,1.26,1259.0,593.42,6313.0,1.467,4.228,12.742
8949925,K02972.01,1,0.984,13.2511214,1.98,850.0,123.32,5850.0,1.217,4.297,15.085
5091016,K02973.01,0,0.0,5.76556718,1.66,1120.0,371.86,6218.0,1.072,4.404,15.39
9959492,K03051.01,1,0.4808294015396076,11.682369,1.45,802.0,97.62,6089.0,0.889,4.527,15.276
8827575,K03052.01,1,0.977,10.12956201,0.78,736.0,69.43,5383.0,0.842,4.528,13.573
8827575,K03052.02,2,0.87,15.6112238,0.91,637.0,38.99,5383.0,0.842,4.528,13.573
2716801,K03053.01,2,0.959,42.5217006,2.45,510.0,15.97,5911.0,0.914,4.519,15.761
7281454,K03055.01,0,0.0,0.566805887,0.08,1554.0,1368.32,5000.0,0.549,4.708,14.648
7216284,K03056.01,2,0.972,6.69958851,1.24,806.0,99.83,5296.0,0.799,4.586,15.883
8703887,K00287.01,0,0.0,14.170972781,20.88,1288.0,650.07,8347.0,1.715,4.231,11.054
9899352,K03135.01,0,0.0,1.332562831,24.29,1532.0,1301.29,5718.0,0.863,4.549,15.846
6945786,K03136.01,2,0.99,2.39161966,0.93,1031.0,266.01,4935.0,0.685,4.589,15.738
5978170,K03140.01,2,0.968,5.68879083,0.99,645.0,40.88,4234.0,0.639,4.63,15.561
5440317,K03141.01,2,0.893,2.31941571,1.24,1490.0,1164.84,5624.0,1.248,4.256,14.869
10545066,K00337.01,2,1.0,19.7830259,2.1,708.0,59.39,5747.0,1.099,4.335,13.936
6056992,K00051.01,0,0.0,10.431146765,50.44,833.0,114.02,5780.0,1.0,4.438,13.761
10552611,K00338.01,2,1.0,7.0106324,1.5,738.0,70.32,4908.0,0.782,4.567,13.448
10552611,K00338.02,2,0.999,3.10762684,0.73,968.0,207.72,4908.0,0.782,4.567,13.448
10587105,K00339.01,2,1.0,1.980356674,2.1,1662.0,1808.41,6078.0,1.189,4.29,13.763
10587105,K00339.02,2,1.0,12.8344771,2.55,891.0,149.42,6078.0,1.189,4.29,13.763
6948480,K02975.01,0,0.0,175.329014,27.03,327.0,2.69,6008.0,0.93,4.499,15.31
6438099,K02976.01,1,0.989,21.61313362,1.94,503.0,15.14,5267.0,0.632,4.681,15.862
11090556,K02977.01,2,1.0,2.7881793,1.02,1510.0,1228.07,5758.0,1.385,4.168,13.71
11090556,K02977.02,2,0.984,4.13827684,1.13,1324.0,725.53,5758.0,1.385,4.168,13.71
10686814,K02978.01,0,0.0,2.61846258,1.03,843.0,119.68,4266.0,0.643,4.626,15.593
3234843,K03057.01,2,0.997,29.72722,3.02,557.0,22.7,5815.0,0.877,4.54,15.855
6021275,K00284.01,2,0.971,18.01019956,1.93,758.0,77.99,5931.0,1.101,4.322,11.818
3234843,K03057.02,2,1.0,10.61368712,2.06,785.0,89.65,5815.0,0.877,4.54,15.855
8192911,K03058.01,0,0.0,7.53887442,1.33,751.0,75.14,5318.0,0.667,4.601,15.504
10554967,K03059.01,0,0.0,0.53633519,1.81,1974.0,3603.58,5508.0,0.84,4.569,15.546
3752110,K03142.01,1,0.962,27.9430245,2.21,718.0,62.74,6468.0,1.25,4.363,15.243
5688790,K03144.01,2,0.858,8.07394097,1.59,420.0,7.33,3675.0,0.398,4.869,16.109
1717722,K03145.01,2,1.0,4.53702121,1.66,798.0,95.61,4805.0,0.688,4.633,15.689
1717722,K03145.02,1,0.858,0.977311489,1.06,1331.0,737.36,4805.0,0.688,4.633,15.689
10908248,K03146.01,2,0.768,39.859505,1.62,597.0,29.97,5675.0,1.292,4.209,14.131
10616571,K00340.01,0,0.0,23.6731242,17.74,676.0,49.42,5769.0,1.177,4.338,13.057
10878263,K00341.01,2,1.0,7.170710381,2.73,890.0,148.09,5497.0,0.941,4.437,13.338
10878263,K00341.02,2,1.0,4.699652821,1.74,1024.0,260.54,5497.0,0.941,4.437,13.338
10982872,K00343.01,2,1.0,4.761705895,2.75,1201.0,491.37,5794.0,1.225,4.263,13.203
10982872,K00343.02,2,1.0,2.024143568,1.94,1597.0,1535.09,5794.0,1.225,4.263,13.203
2720514,K02979.01,0,0.0,1.371288853,1.15,1837.0,2695.6,6220.0,1.108,4.378,13.328
4141376,K00280.01,2,1.0,11.87290814,2.25,863.0,131.55,6147.0,1.04,4.412,11.072
9468551,K02980.01,2,0.987,1.638652525,1.29,1610.0,1585.07,6119.0,0.981,4.472,15.49
9076971,K02981.01,2,0.254,9.06687613,1.9,725.0,65.52,5142.0,0.789,4.515,15.737
8360640,K02982.01,2,0.999,4.0223109,1.37,1017.0,253.28,5516.0,0.827,4.544,14.264
11019987,K03060.01,2,0.977,6.9131732,0.91,1209.0,505.0,6296.0,1.444,4.21,12.788
4857058,K03061.01,2,0.981,7.32851947,2.33,807.0,100.13,5135.0,0.874,4.464,14.316
10924562,K03063.01,2,1.0,18.6052046,1.94,833.0,113.88,6572.0,1.238,4.365,15.665
9899505,K03064.01,0,0.0,1.332562787,29.1,1703.0,1983.27,6091.0,0.967,4.487,15.952
5040077,K03065.01,1,0.999,0.896382269,1.0,1810.0,2524.81,5837.0,0.843,4.502,14.603
7534267,K03147.01,2,0.997,39.4420781,2.51,682.0,51.14,5430.0,1.902,3.923,14.268
9592705,K00288.01,2,1.0,10.27532513,3.04,1211.0,508.21,6150.0,2.086,3.96,11.02
10611420,K03148.01,0,0.014,11.50528603,1.83,912.0,163.79,6355.0,1.108,4.41,15.191
10386922,K00289.01,2,1.0,26.62941953,3.13,742.0,71.75,5866.0,1.417,4.117,12.747
10386922,K00289.02,2,1.0,296.6375817,7.56,332.0,2.88,5866.0,1.417,4.117,12.747
10982872,K00343.03,2,0.998,41.8085031,1.67,582.0,27.15,5794.0,1.225,4.263,13.203
3558981,K00052.01,0,0.0,2.98786272,17.82,1064.0,303.15,5231.0,0.821,4.544,13.109
11015108,K00344.01,2,1.0,39.30944096,2.87,488.0,13.46,5607.0,0.863,4.536,13.4
11074541,K00345.01,2,1.0,29.88487723,2.81,453.0,9.95,4883.0,0.749,4.549,13.34
11100383,K00346.01,2,1.0,12.92489803,2.62,620.0,34.95,5103.0,0.768,4.584,13.524
7918652,K02984.01,1,0.989,11.45541896,1.12,975.0,213.86,6231.0,1.356,4.276,13.066
8847111,K02985.01,0,0.0,0.575884418,31.17,2397.0,7790.32,6290.0,1.044,4.442,15.024
4568298,K02986.01,0,0.0,0.562555067,1.21,2046.0,4128.4,5793.0,0.832,4.561,15.945
9230021,K03429.04,1,0.508,44.433726,1.85,538.0,19.73,5596.0,1.145,4.298,15.364
4374339,K02987.01,0,0.0,0.993703494,2.32,3257.0,26588.4,6854.0,2.715,3.808,12.928
6636320,K02989.01,2,1.0,6.33125228,1.31,822.0,108.04,5383.0,0.759,4.603,15.411
4067925,K03066.01,2,0.887,24.2204192,2.1,505.0,15.43,5165.0,0.761,4.599,15.911
4847782,K03067.01,0,0.0,30.9597053,16.63,438.0,8.67,4947.0,0.714,4.621,15.082
6021275,K00284.02,2,0.919,6.41491277,1.4,1069.0,309.12,5931.0,1.101,4.322,11.818
10350571,K01175.03,0,0.378,93.881556,2.02,479.0,12.42,5676.0,1.487,4.1,13.29
3230805,K03068.01,1,0.992,3.91679553,0.85,851.0,123.73,4889.0,0.686,4.637,14.976
4676964,K03069.01,1,1.0,43.1024434,1.88,539.0,19.96,5741.0,1.097,4.365,14.914
10488450,K00290.01,0,0.0,2.683395376,2.55,1860.0,2833.83,6958.0,1.529,4.195,12.269
10933561,K00291.01,2,0.995,31.51779463,2.72,663.0,45.68,5611.0,1.4,4.144,12.848
10933561,K00291.02,2,1.0,8.12999858,2.04,1041.0,277.89,5611.0,1.4,4.144,12.848
4770617,K02243.03,1,0.972,31.4452709,4.55,721.0,63.78,6172.0,1.471,4.198,14.806
8845026,K00044.01,0,0.0,66.46746217,11.97,466.0,11.18,5843.0,1.073,4.403,13.483
11075737,K00292.01,2,1.0,2.586639524,1.44,1328.0,735.48,5780.0,0.966,4.421,12.872
11189127,K00347.01,0,0.351,2.671942657,22.36,1458.0,1069.47,6116.0,1.055,4.335,13.318
11194032,K00348.01,2,1.0,28.51117639,3.27,423.0,7.55,4687.0,0.69,4.627,13.933
11394027,K00349.01,2,1.0,14.38682567,2.54,776.0,85.46,5725.0,1.072,4.353,13.586
7609553,K02924.02,1,0.917,8.85686712,1.88,714.0,61.54,5017.0,0.797,4.516,14.589
11395587,K00350.01,1,0.983,12.99065074,2.02,790.0,92.12,5787.0,1.027,4.402,13.387
11442793,K00351.01,2,0.0,331.5972732,10.89,294.0,1.76,5970.0,1.2,4.317,13.804
5520547,K02990.01,2,1.0,11.20058855,1.7,808.0,100.91,6038.0,0.898,4.524,14.982
4848424,K02991.01,0,0.0,1.50179931,0.72,1229.0,540.71,5024.0,0.736,4.613,14.762
8866102,K00042.01,2,1.0,17.83367834,2.43,866.0,132.94,6407.0,1.337,4.268,9.364
4143755,K00281.01,2,1.0,19.55662003,2.45,797.0,95.35,5671.0,1.36,4.094,11.947
8509442,K02992.01,1,0.9,82.6595174,2.03,233.0,0.7,3952.0,0.553,4.716,15.995
11244137,K02994.01,2,0.996,2.03387483,1.6,1789.0,2422.92,5282.0,1.899,3.913,14.621
6072593,K03070.01,0,0.0,5.07538255,1.74,1154.0,419.23,5933.0,1.118,4.334,14.196
5865654,K03071.01,2,0.933,23.9553986,2.84,741.0,71.16,5011.0,1.781,3.903,14.553
3219643,K03072.01,1,0.0,24.3367026,1.95,526.0,18.07,5141.0,0.806,4.505,15.581
8546542,K03073.01,1,0.994,7.40985182,1.18,818.0,105.91,5462.0,0.836,4.56,14.449
8197560,K03074.01,0,0.0,1.02425556,29.83,1503.0,1211.99,5337.0,0.764,4.594,16.695
11200415,K00293.01,0,0.0,4.63958598,1.52,1587.0,1496.31,6591.0,1.646,4.024,12.057
8613535,K02263.03,1,0.552,15.5943758,1.08,801.0,97.35,6249.0,1.076,4.428,14.456
11259686,K00294.01,2,0.59,34.4359387,2.78,652.0,42.68,5929.0,1.363,4.243,12.674
11547513,K00295.01,2,1.0,5.317440164,1.94,1105.0,351.52,5923.0,1.054,4.377,12.324
11547513,K00295.02,2,0.958,10.10575764,1.28,892.0,149.4,5923.0,1.054,4.377,12.324
11802615,K00296.01,2,1.0,28.86236571,2.53,623.0,35.56,5725.0,1.088,4.326,12.935
11442793,K00351.02,2,0.88,210.6013843,7.7,342.0,3.22,5970.0,1.2,4.317,13.804
10122538,K02926.05,1,0.889,75.731195,3.47,237.0,0.74,3891.0,0.564,4.718,16.279
11442793,K00351.03,2,0.999,59.7371443,2.84,520.0,17.26,5970.0,1.2,4.317,13.804
2445975,K00053.01,0,0.0,3.388887193,10.72,1212.0,511.3,5780.0,1.0,4.438,13.513
11521793,K00352.01,2,1.0,27.08239734,3.25,703.0,57.77,5857.0,1.305,4.204,13.77
11566064,K00353.01,1,1.0,152.1060435,11.58,458.0,10.36,6200.0,1.64,4.072,13.374
11566064,K00353.02,2,0.989,30.6528935,2.86,780.0,87.69,6200.0,1.64,4.072,13.374
6531496,K03646.02,0,0.0,0.512869432,31.12,2185.0,5384.53,5853.0,0.895,4.529,16.095
3848275,K02995.01,2,0.987,5.19492747,2.03,1238.0,554.37,6415.0,1.224,4.374,15.598
12021625,K02996.01,2,1.0,15.9314412,1.77,596.0,29.83,5380.0,0.721,4.616,15.688
9777256,K02997.01,0,0.0,1.33251589,1.3,1747.0,2207.85,5701.0,1.068,4.291,15.255
4175630,K02998.01,2,1.0,28.227413,2.82,565.0,24.03,5858.0,0.849,4.553,15.873
7433585,K02999.01,0,0.0,0.545544979,0.93,2240.0,5913.74,6050.0,0.92,4.509,14.914
6665223,K01232.02,0,0.0,419.97507836,1.53,215.0,0.51,5316.0,0.872,4.477,14.427
3328080,K03075.01,2,0.983,4.76559056,0.92,1167.0,439.42,5702.0,1.125,4.258,12.994
8430964,K03078.01,2,1.0,2.98618134,1.16,1356.0,798.35,6173.0,1.041,4.447,15.33
3654719,K03081.01,0,0.0,25.9200092,1.28,515.0,16.59,5517.0,0.704,4.631,15.406
6021275,K00284.03,2,0.998,6.17817366,1.22,1082.0,324.69,5931.0,1.101,4.322,11.818
10619142,K03082.01,0,0.0,2.04516705,2.9,2945.0,17791.98,9206.0,2.157,4.112,14.978
12256520,K02264.02,1,0.983,7.25101997,0.91,807.0,100.18,5382.0,0.827,4.571,14.477
11905011,K00297.01,2,1.0,5.65178922,2.03,1248.0,574.71,6085.0,1.463,4.218,12.182
12785320,K00298.01,2,1.0,19.96367208,1.5,564.0,23.88,5250.0,0.79,4.541,12.713
12785320,K00298.02,1,0.915,57.3840375,1.62,397.0,5.85,5250.0,0.79,4.541,12.713
2692377,K00299.01,2,1.0,1.541676547,1.88,1592.0,1517.84,5533.0,1.089,4.337,12.899
3742855,K00045.01,0,0.0,6.397185875,15.02,981.0,218.59,5780.0,1.0,4.438,13.133
3438975,K00300.01,0,0.0,2.976020742,2.07,1740.0,2169.16,5947.0,1.796,3.939,12.302
11568987,K00354.01,2,1.0,15.95995611,2.27,721.0,63.95,5936.0,0.965,4.501,13.235
11568987,K00354.02,2,0.998,7.37867551,1.11,933.0,178.68,5936.0,0.965,4.501,13.235
11621223,K00355.01,2,1.0,4.903321801,2.37,1247.0,570.65,6045.0,1.298,4.276,13.174
11624249,K00356.01,2,1.0,1.82708193,5.95,1877.0,2925.17,5311.0,1.769,3.864,13.807
12017140,K00358.01,0,0.0,22.845241036,30.35,762.0,79.78,5926.0,1.351,4.187,13.883
10000941,K04146.02,1,1.0,2.5738437,0.57,1129.0,384.24,5115.0,0.854,4.477,13.632
5702939,K03000.01,0,0.0,18.3980827,1.26,686.0,52.31,5605.0,1.015,4.381,14.168
