tSNE1,tSNE2,Habitability
-25.818127,9.338315,0
20.273727,18.250612,0
7.4847207,-4.120699,0
-25.816631,9.922649,0
-23.506351,10.488886,0
-14.653179,12.192944,0
-15.858521,13.440509,0
-37.59426,7.736484,0
-36.69546,7.799062,0
-16.221962,10.457408,0
-13.98408,7.1038575,0
-33.308765,17.460035,0
20.803364,16.760895,0
18.778156,17.573618,0
-13.71863,9.72788,0
-33.392136,20.177607,0
21.064016,18.420725,0
-13.32863,9.835251,0
19.363941,16.03216,0
20.200472,16.832863,0
20.211096,18.12071,0
-43.262833,7.477334,0
-22.719938,9.934239,0
-13.948575,7.821109,0
-22.803923,8.916281,0
-17.75702,18.264206,0
-17.977215,16.797909,0
-22.832607,14.113674,0
-23.420736,14.091581,0
25.930815,20.517952,0
-13.84264,15.5103245,0
-20.442307,23.178131,0
-33.04652,21.194193,0
-32.96961,22.56121,0
-30.089434,18.872355,0
28.61415,24.663048,0
-23.67163,10.490085,0
13.206076,6.325308,0
-17.294233,13.197151,0
-30.995853,15.857151,0
-25.699564,10.874989,0
32.28679,32.374165,0
32.592598,36.998013,0
-44.973038,18.987791,0
-45.155914,19.048662,0
-45.160484,19.044771,0
-6.821679,8.48731,0
-6.893752,8.490163,0
-41.35476,19.186012,0
-41.35708,19.177925,0
-33.01726,15.915139,0
-47.509163,20.197447,0
29.945429,18.590929,0
29.895485,18.240189,0
-19.372282,22.63108,0
-21.447357,18.237232,0
-21.724411,17.969757,0
-35.241207,22.49128,0
-35.287937,22.484663,0
-23.585733,15.069283,0
28.987751,17.72902,0
-56.98126,11.453074,0
-28.322657,20.613811,0
-47.27245,21.265724,0
-30.04301,19.025387,0
9.328576,20.55021,0
-38.94812,16.384604,0
-38.97051,16.6238,0
-30.028563,22.528904,0
-38.47168,15.324325,0
-46.50657,21.422123,0
29.63528,18.03432,0
14.9527025,5.7098565,0
-44.859753,13.033112,0
43.79136,36.038113,0
24.547483,22.22854,0
-21.504921,23.595043,0
-47.370003,20.955488,0
-47.692604,21.375834,0
-11.683856,8.420931,0
-29.820223,23.342016,0
-35.521797,14.054065,0
-36.136696,15.246131,0
-36.224964,15.002205,0
-12.621832,15.51225,0
-25.460339,14.410712,0
28.773901,23.613981,0
-24.159098,20.21221,0
-12.405268,15.514763,0
-29.629566,22.174608,0
-22.0548,19.839544,0
-24.986609,14.843066,0
-25.048979,15.591257,0
-25.559692,13.75602,0
-30.558004,21.87141,0
-30.759874,21.303293,0
-23.380878,21.37158,0
-18.897116,16.68881,0
46.083717,34.85281,0
-23.638975,13.522173,0
-55.688904,9.707576,0
-7.802229,9.005272,0
-21.575514,1.5511439,0
-15.195243,20.948269,0
-11.58589,13.93554,0
-31.289017,22.885588,0
-24.99187,-0.026899751,0
-24.778236,-0.33453333,0
-24.28128,-0.48529333,0
-23.69473,-0.57708323,0
-30.212347,-18.459032,0
-1.4429363,31.612238,0
-54.753174,20.522,2
-1.8440396,31.885372,0
4.316523,18.407625,0
28.085056,17.3294,0
35.968147,8.069681,0
-16.26117,7.9205327,0
-23.01671,9.845279,0
8.531236,3.2248116,0
-5.3612094,17.86845,0
-42.786633,10.902586,0
-42.83011,11.013177,0
-43.045418,11.0590315,2
-0.80115885,20.198895,0
-2.1686053,20.983387,0
-13.273163,35.123287,0
-20.706898,10.046991,0
-20.710712,10.025796,0
-17.095089,21.584068,0
-33.23676,5.54925,0
34.30493,33.10461,0
-42.340004,8.380918,0
-42.58466,8.058066,0
-11.930922,15.450083,0
-30.707838,20.479004,0
-19.329048,12.182402,0
-19.351782,12.172164,0
-23.330774,11.953049,0
22.635733,17.978136,0
22.443724,18.142996,0
37.820213,25.91339,0
-41.742638,10.148968,0
-38.60521,13.193655,0
-45.325375,8.571953,0
-45.284393,8.569165,0
28.766754,21.675934,0
-45.015236,5.1335287,0
27.021154,7.690954,0
-29.048521,-17.349566,0
-29.091406,-17.35488,0
-45.189377,3.9561188,0
-40.381805,12.389324,0
-40.383415,12.324487,0
-17.227036,26.566597,0
14.346868,15.612608,0
-31.78794,17.539976,0
-50.67817,10.479561,0
-40.705185,1.7576323,0
-35.8442,8.181175,0
-33.193737,6.924244,0
3.516267,12.121348,0
-5.624306,-0.19597861,0
-36.4158,5.8268466,0
-35.252224,7.710271,0
22.687103,-37.234238,0
10.851229,18.248564,0
40.616493,17.807737,0
-36.52982,6.003492,0
-37.05657,8.543156,0
49.183037,10.417377,0
49.161858,10.398098,0
-34.62969,7.716938,0
-33.94519,7.700478,0
34.365055,17.719393,0
-35.252018,7.355349,0
-41.927353,4.269593,0
22.613474,-37.38523,0
-33.06346,7.418223,0
-41.940723,4.2721186,0
-53.27077,9.180328,0
-53.39447,9.037481,0
-50.734833,10.41758,0
-53.27862,8.970379,1
-12.107087,9.970594,0
8.230372,-4.022476,0
21.792122,16.44573,0
33.521378,12.915119,0
-22.941069,2.728496,0
21.13166,18.604965,0
-27.542694,20.1863,0
-27.966692,20.5078,0
-5.567014,-0.43423086,0
-33.87285,8.234166,0
-5.422908,-1.0254482,0
-41.426414,8.072523,0
-62.689823,4.0914693,0
-62.714306,4.0289636,0
-0.4886316,8.675447,0
30.257368,-20.080566,0
-1.0146422,11.7366,0
-34.27018,7.923384,0
14.743115,20.80576,0
-54.65891,8.99708,0
-55.3837,8.342158,0
-45.121975,13.536783,2
-33.32444,17.451925,0
-33.66236,20.48948,0
-54.9227,8.766388,0
-47.69189,20.321136,0
-27.229343,16.224585,0
27.619947,22.676844,0
-25.121815,17.596415,0
35.555103,20.567734,0
10.794174,20.106354,0
14.994671,44.139217,0
22.982607,37.451675,0
33.692364,33.059086,0
38.172012,30.903528,0
30.282179,29.207893,0
9.445085,41.01833,0
8.132889,38.744686,0
19.762268,40.390488,0
36.42825,31.419142,0
8.161858,40.964264,0
8.4386635,40.22036,0
24.40328,37.78386,0
40.718666,32.12509,0
36.83358,35.194286,0
40.60646,29.886303,0
12.040529,67.77966,0
8.067409,42.05284,0
38.305,28.739544,0
7.845238,40.825253,0
22.95077,-15.742176,0
22.950867,-15.742202,0
22.95061,-15.742522,0
16.849356,-40.750977,0
16.437777,-47.23521,0
48.59842,-7.0842085,0
38.85314,9.909955,0
12.643543,-47.57123,0
46.17236,-12.686351,0
16.138752,-28.975157,0
16.819399,-41.26823,0
-4.269316,-21.14443,0
-7.678088,35.24527,0
-2.9536881,37.282253,0
-2.9848547,37.467262,0
-8.629605,35.87446,0
-2.6884663,38.71644,0
0.36984253,37.65851,0
6.312427,42.637573,0
8.550679,-19.893126,0
10.757275,39.535458,0
-17.690495,-7.064518,0
-27.722364,8.533868,0
-10.783943,5.1084466,0
-10.756923,5.0996346,0
5.468195,17.694345,0
-4.1430297,-52.962944,0
-4.1038356,-52.848007,0
3.4183197,-36.904675,0
3.4071226,-36.80601,0
3.1966565,-35.75335,0
-3.4432092,-51.43672,0
-3.6046572,-51.70148,0
9.598006,-23.218674,0
-30.807035,-1.7305499,0
-30.806274,-1.7307054,0
35.36817,17.8686,0
34.880512,13.601515,0
34.580402,13.127725,0
36.26063,8.442662,0
-5.1299806,23.652372,0
-13.205282,-16.270332,0
-1.5267303,3.7118683,0
9.702811,-15.583017,0
26.766249,12.810071,0
29.413202,12.113348,0
29.701508,11.493469,0
17.63879,-30.522163,0
-18.201035,-43.787167,0
23.999237,7.1886325,0
25.628004,-58.226147,0
24.612833,-32.671623,0
11.123995,-1.113149,0
-23.21054,-40.2931,0
-34.26033,-34.983273,0
-26.415342,-10.546176,0
-38.35668,-23.078306,0
40.687794,16.852581,0
35.478306,4.940121,0
-21.137741,-30.05959,0
-20.638557,-48.036728,0
-11.3904915,-1.0930864,0
-25.847984,-30.864628,0
-21.55003,-41.656414,0
32.724304,-48.290478,0
13.814914,-55.5113,0
1.6391592,-31.90159,0
-13.581167,-3.8169453,0
-7.172599,-38.834747,0
-37.091957,-35.972553,0
-35.829662,-12.1010065,0
-35.75248,-12.183018,0
-35.520775,-12.441642,0
-35.23427,-12.590148,0
-35.055927,-12.667855,0
-4.109023,-25.805298,0
-19.555153,-42.699646,0
-30.670507,-30.657152,0
-4.991164,-37.836044,0
-7.9441767,-36.5639,0
-3.9155393,-45.487663,0
-22.056288,-29.36045,0
-13.170271,2.4651496,0
-21.237095,-60.481853,0
-34.46448,-36.946796,0
30.460274,12.480256,0
30.74264,12.194061,0
-24.974005,-32.309868,0
11.965626,-61.444374,0
-37.717014,-25.819185,0
1.8154528,-55.881535,0
-25.137636,-38.175682,0
-13.611929,-61.177162,0
-1.8721113,-26.589767,0
-35.175156,-50.976143,0
-2.2579358,-30.629065,0
-38.377834,-50.380657,0
39.384174,-6.2268944,0
40.23966,-7.1336823,0
41.759747,-10.627687,0
-26.421127,7.209335,0
6.65767,-47.23786,0
-26.063847,-37.065437,0
-7.599386,-39.016945,0
18.24886,-58.071064,0
-18.884796,-37.65371,0
9.053393,-4.426379,0
7.438841,-18.015532,0
10.785449,0.263456,0
-33.5101,-33.262676,0
-62.16311,5.689277,0
0.925216,6.742682,0
4.844174,2.42274,0
-4.0062656,-46.7562,0
-4.03794,-46.697994,0
49.171444,8.143846,0
5.7693124,-46.017216,0
-36.09596,-35.34224,0
55.2638,1.7606317,0
8.965256,4.7089615,0
21.68826,-44.356037,0
20.071537,-45.46546,0
-4.367744,-28.71107,0
-31.239521,-36.175278,0
28.598307,-6.411803,0
28.339096,-7.2087812,0
28.373348,-7.0776243,0
28.183674,-7.418401,0
4.224154,-43.16361,0
12.076567,3.8599198,0
-33.378006,-29.367779,0
13.357706,-51.746532,0
-25.20066,-10.854526,0
6.364397,-63.686325,0
8.741804,-55.30546,0
-3.4925418,-57.89622,0
-12.606835,-54.023895,0
15.125843,-45.222218,0
-8.648454,-45.11698,0
28.01041,14.730615,0
27.297863,14.233918,0
27.617815,14.249326,0
29.004469,13.460173,0
57.402588,-0.24395634,0
-22.4505,-9.00347,0
53.321594,-0.2641798,0
6.688943,-56.11852,0
2.3885899,-65.22898,0
-38.394783,-23.931736,0
-39.24765,-26.47417,0
-27.875319,-12.966419,0
6.3569074,-45.17498,0
2.4453416,-63.27705,0
17.043274,-2.492928,0
42.031574,-12.567017,0
41.953846,-12.816902,0
10.64832,-37.27723,0
-37.818146,-39.368835,0
18.315552,1.5223095,0
-20.726679,-32.714542,0
19.27847,1.2908714,0
18.409464,-47.436424,0
-36.616676,-21.79038,0
-4.9465303,-27.351088,0
-11.136844,-56.215897,0
13.454932,2.1585972,0
-60.302673,7.2690887,0
26.874237,12.680915,0
29.651545,11.777231,0
-29.351603,4.4239964,2
13.356334,-56.523598,0
3.897901,-42.08154,0
10.172949,-50.279358,0
11.765324,-34.33864,0
13.130908,-35.426254,0
-17.080883,-57.776653,0
-34.53457,-24.904531,0
-29.278,3.9651775,0
9.691596,-57.589138,0
8.632985,-59.99604,0
-8.31923,4.713468,0
-8.159326,4.647434,0
-7.909228,4.529703,0
-7.6816707,4.4169917,0
8.046021,-14.062342,0
-1.7317265,-25.140366,0
36.350784,-6.208566,0
42.740227,-8.792366,0
57.319355,-0.1368611,0
-2.44453,-38.8674,0
-5.0978127,-39.86373,0
8.960895,-50.26679,0
23.149563,5.6109486,0
-38.044613,-25.393452,0
22.37959,-54.10861,0
-31.005154,-41.35607,0
-27.301147,-43.809124,0
7.9041715,-44.31112,0
44.00679,17.262102,0
19.4224,-13.703445,0
-26.434845,-35.017708,0
22.883419,-53.64941,0
51.803043,5.805541,0
19.268995,-43.927505,0
-27.311333,-10.403081,0
22.249565,-5.018077,0
6.31103,-42.900185,0
-15.813996,-57.14527,0
4.33708,-45.437656,0
24.055666,-53.02502,0
31.971573,-12.8121605,0
32.788998,-16.56967,0
-35.052425,-38.517838,0
24.876726,1.0295249,0
-6.703955,-38.932697,0
-17.026176,-54.881744,0
-60.260983,9.275678,0
-12.707333,-45.8931,0
-0.9172287,-28.847973,0
3.400175,-60.606873,0
6.063065,-41.373714,0
13.604482,-45.86119,0
9.545361,-39.394264,0
-38.643375,-9.601829,0
-38.611263,-9.61962,0
-15.775714,-1.288032,0
3.697284,-65.03867,0
-6.2897677,-36.922165,0
-14.907215,-48.428165,0
-21.006834,-39.011913,0
-3.4352283,-37.910614,0
-35.523083,-34.199394,0
32.230427,-48.445946,0
-17.739408,-55.703335,0
-13.466852,-54.903965,0
-46.972958,-2.638055,0
-52.697468,-6.823098,0
-52.955345,-6.7482243,0
-22.046225,-32.738728,0
9.476281,2.8637936,0
4.427553,-53.422592,0
-29.04463,-44.056534,0
-29.431326,3.9166543,0
-12.436818,-48.332394,0
-29.391685,-43.793873,0
-35.30548,-38.79717,0
18.552637,-57.25043,0
-34.719856,-50.247105,0
2.4380338,-64.802345,0
44.84521,15.918545,0
38.6822,-4.644133,0
-35.5068,-36.909485,0
-6.6544,-37.217556,0
-39.165104,-27.275734,0
-29.283558,-54.353283,0
54.649246,4.587757,0
53.502785,3.0209754,0
7.7955484,-44.902607,0
10.485452,-2.80059,0
-34.71343,-34.78492,0
50.227707,12.410777,0
54.60205,0.0076188897,0
38.026653,4.5955076,0
41.89916,-0.4472205,0
1.9755282,-55.168205,0
-37.066944,-22.482946,0
-9.08954,-39.58674,0
20.86075,8.822575,0
-28.075964,-14.115462,0
23.660877,-54.032387,0
-9.188297,-39.637543,0
-34.309044,-50.31636,0
-18.435389,-26.905626,0
17.73019,7.1277895,0
36.54196,11.824181,0
36.576584,11.781781,0
-24.77714,-38.954735,0
6.0819592,-50.87824,0
3.8039756,-47.41402,0
-35.440754,-51.933624,0
5.729798,-57.271835,0
-7.7315955,-39.461136,0
15.446706,-49.136124,0
-0.8951303,-28.32582,0
-25.35411,-28.124514,0
-37.26529,-38.9856,0
49.69115,-23.093882,0
33.642487,-26.308498,0
20.813599,-51.065052,0
24.501337,-60.3648,0
15.325275,-49.83505,0
13.381867,-44.680737,0
10.162747,-40.40475,0
-3.3990982,-25.536694,0
2.4730086,-53.816086,0
7.199622,-48.079597,0
17.424639,-51.105022,0
23.323996,-60.908375,0
48.285442,-29.725603,0
55.207623,-27.340538,0
-32.78138,-32.183372,0
-26.234756,-43.049633,0
-10.999986,-45.958958,0
18.3538,-0.018770529,0
7.5471873,-6.193907,0
-29.027163,-26.551727,0
-2.9591053,-39.12761,0
-38.83395,-34.7995,0
-13.4189825,-53.08451,0
16.327654,-2.0364485,0
29.352684,34.284496,0
-49.59964,-1.8326817,0
-50.096684,-2.069632,0
-23.587969,-60.7825,0
23.310684,-51.373577,0
14.281378,-44.37933,0
-39.845913,-25.843306,0
9.782725,-38.543686,0
-34.705685,-51.46896,0
-37.413685,-48.715473,0
4.945256,-54.521797,0
-25.043928,-38.12608,0
23.443682,1.6745389,0
47.53103,-32.35031,0
39.375732,-34.67868,0
2.6039236,-55.610363,0
13.353269,-46.45965,0
17.530249,-49.708336,0
19.132769,8.65505,0
-27.014002,-31.530611,0
-15.876419,-57.417706,0
1.8006213,-62.194633,0
14.596537,-56.482113,0
11.489962,-4.1638193,0
50.251926,12.547153,0
36.732697,0.67387384,0
40.050976,-3.4272316,0
43.09426,-6.5542655,0
43.88318,-8.318532,0
43.748314,-4.1936703,0
18.872206,-54.417233,0
-28.128956,-31.757303,0
-22.256224,-60.636513,0
-31.705694,-31.403667,0
16.283314,4.2824926,0
23.680557,-53.73409,0
-7.1299186,-47.655956,0
-0.19221054,-31.91814,0
-36.1269,-52.735916,0
-15.38172,-24.44371,1
41.386272,-4.6256075,0
44.29597,-5.653163,0
17.707214,-53.247303,0
3.5459406,-56.871037,0
-9.026006,-44.460747,0
15.529199,-34.204956,0
-26.269049,-33.919327,0
-18.00845,-59.047092,0
-12.86864,-42.22072,0
-3.1216114,-37.602913,0
54.66078,5.2494464,0
52.613636,7.343006,0
-43.0629,-4.591686,0
-45.312126,-6.9732013,0
-49.01648,-12.735474,0
-15.41415,-57.631454,0
-21.05726,-38.97759,0
-25.677055,-36.09664,0
-13.186802,-48.490757,0
56.82157,6.1543894,0
-20.486334,-57.422817,0
-20.27801,-57.721943,0
-32.69883,-32.04892,0
-20.313242,-42.392384,0
17.120615,6.6580124,0
54.410545,-1.8820963,0
-51.976208,-0.73654157,0
-52.270473,-0.25160247,0
8.033701,-58.700012,0
-6.375709,-38.604637,0
8.238635,-51.229485,0
6.737332,-19.189411,0
-32.698742,-40.10621,0
-33.52226,-40.03055,0
-33.037685,-39.933464,0
17.286894,-48.34985,0
21.70644,-0.92817616,0
-18.33668,-57.452877,0
-11.739487,-54.93628,0
-34.674873,-51.18386,0
28.73878,10.350812,0
29.462055,9.478833,0
1.1493745,-16.319954,0
16.78019,-50.23676,0
-17.912634,-25.483814,0
5.266975,-55.72289,0
-33.73944,-38.37852,0
-12.686596,-56.352,0
-34.28473,-31.781597,0
-21.011333,-32.81202,0
22.343555,-50.614704,0
11.491767,-43.031002,0
8.980668,-43.97939,0
28.894527,10.178655,0
29.829199,8.759857,0
29.921564,8.40293,0
25.307241,-32.89306,0
18.875153,1.291389,0
8.329728,-43.04438,0
2.363403,-52.657635,0
9.538564,2.3140187,0
55.23039,4.6657057,0
16.223915,2.880476,0
7.2585855,-11.961879,0
11.98095,-60.533386,0
54.21746,-1.1090372,0
3.7045987,-2.8988097,0
3.704276,-2.8634307,0
14.47655,-33.479244,0
-19.91209,-57.022324,0
-14.038733,-62.279133,0
24.922918,-52.05392,0
-36.30345,-51.276524,0
16.098745,3.6081188,0
3.5256243,-55.2113,0
-12.758023,-48.999573,0
27.782574,-58.564342,0
23.863705,-53.979088,0
32.355488,11.407903,0
16.93625,-26.927237,0
1.3110876,-62.375385,0
-25.834518,-39.48023,0
2.8706796,-62.30236,0
58.027744,-0.8550387,0
1.3357772,-31.59723,0
-17.47181,-55.539917,0
-29.960342,-40.699806,0
9.238069,-57.556107,0
13.493751,-0.41665444,0
3.9198933,-48.079247,0
10.288373,8.334372,0
-0.35004276,-4.3531065,0
5.5271254,-18.962494,0
47.37893,10.882358,0
-32.298344,-37.40779,0
-32.36753,-37.232533,0
3.8966663,-57.46718,0
-23.166483,-36.570812,0
13.268117,-48.102467,0
5.7980075,-53.287197,0
17.71599,-51.46995,0
-59.985985,9.31291,0
-20.350061,-34.96548,0
0.7716813,-0.10050176,0
0.96947384,-0.27894354,0
-27.170622,-43.699825,0
18.446182,-1.789151,0
18.564936,-1.5028441,0
-13.6078415,-1.3560463,0
-13.52538,-0.82250684,0
-32.949944,-23.038261,0
-37.83863,-49.46376,0
6.7613273,-33.38926,0
-35.06634,-49.822678,0
-27.273802,-5.284726,0
-35.48792,-24.25107,0
36.88692,3.0614536,0
36.90327,3.0647483,0
36.795372,-7.7662,0
36.496326,-8.29238,0
-37.487534,-48.691727,0
-37.45,-30.341116,0
-37.494125,-30.22697,0
-30.193808,-53.13521,0
20.508799,-0.871079,0
-35.072727,-34.27398,0
-7.3481936,-40.763454,0
48.95339,8.086327,0
6.3882794,-52.746696,0
-15.370726,-58.369205,0
-35.593185,-22.518456,0
39.006023,0.09133593,0
44.55393,-7.6798797,0
3.2575605,-55.9361,0
-38.652546,-50.289646,0
-12.403524,-3.4302232,0
-0.22748072,-31.957905,0
-12.584935,-47.932537,0
-32.69586,-38.898014,0
17.082193,-6.4408565,0
18.01526,-4.6925616,0
-22.66659,-30.948149,0
-11.93091,-56.3192,0
8.848423,4.2638946,0
35.865574,1.098632,0
35.734818,-4.1325936,0
52.40718,0.484681,0
-4.761771,-27.718466,0
-13.590414,-62.10289,0
2.7860816,-63.706497,0
4.7441587,-65.66916,0
50.257027,-4.0057783,0
24.289185,-55.907448,0
-27.225407,-10.474975,0
7.667122,-46.155746,0
27.997017,-58.378,0
36.893764,1.5781491,0
40.81464,1.7680018,0
-37.233997,-28.092405,0
-37.406246,-28.046356,0
-23.418968,-60.865223,0
12.009107,-60.324146,0
-23.134394,-37.9398,0
13.932475,-34.879944,0
-33.769398,-52.002167,0
-35.49227,-50.573757,0
-17.853352,-57.685204,0
-32.306084,-39.35515,0
-18.386623,-26.089851,0
42.952915,0.15251887,0
43.236233,0.075305834,0
32.924183,-47.62116,0
-36.096054,-37.85714,0
-4.2041116,-28.214907,0
-34.882236,-39.522743,0
32.46918,-48.405025,0
11.12649,-1.4881818,0
10.020169,-0.42334923,0
-38.91575,-28.22302,0
-39.24305,-28.559414,0
15.369958,-53.252747,0
4.9036293,-47.15584,0
-41.1976,-6.8962293,0
-38.013626,-6.8619366,0
24.205603,-50.059605,0
25.511139,-53.8094,0
-37.66262,-40.082237,0
-21.842505,-60.669807,0
8.556278,-58.20292,0
52.228004,0.1646264,0
-20.6989,-42.897427,0
33.22649,-50.821045,0
2.5607445,-58.97627,0
-36.767113,-51.612503,0
-37.220932,-22.058151,0
-34.437668,-51.644382,0
-60.456585,-6.921016,0
-60.4394,-6.9189205,0
-60.43874,-6.92748,0
2.4800842,-56.623108,0
3.612636,-50.59884,0
25.258217,1.8106172,0
53.22106,3.4107587,0
-23.259775,-38.203148,0
18.857008,-0.18859975,0
3.1790056,-58.0416,0
-37.633083,-38.00076,0
-33.81851,-22.504032,0
-34.17003,-22.835152,0
-33.584797,-22.265596,0
-20.048645,-23.900541,0
-4.33632,-26.08653,0
39.593555,-6.653337,0
39.689175,-14.890309,0
-13.402751,-57.459103,0
7.523893,-18.456985,0
-13.178811,-44.186478,0
-15.171647,-63.181934,0
12.353204,-1.7623852,0
17.019794,4.315945,0
24.210863,-50.13988,0
7.9059854,-18.196362,0
25.625158,-58.540237,0
25.29294,-59.184933,0
9.153182,-57.38187,0
19.227575,31.553526,0
43.927296,15.193104,0
13.099302,-30.504189,0
-28.89667,-32.241894,0
17.358337,-52.45678,0
-14.929819,-62.88512,0
19.048906,-62.07873,0
-24.676426,-39.4624,0
15.52664,-44.945724,0
12.214312,-2.3960912,0
17.783821,-48.736046,0
27.929165,-58.465992,0
-35.370277,-51.321484,0
-42.5956,-4.7747836,0
-42.067017,-6.659687,0
-18.917835,-24.178965,2
0.80374885,-38.727592,0
18.380365,0.06328823,0
-24.77339,-39.705635,0
-34.797943,-37.83612,0
-37.47476,-51.973236,0
25.249226,-56.75598,0
-7.0081306,-46.06847,0
-24.694931,-29.392862,0
12.6377945,-43.322475,0
43.55059,16.292393,0
35.61646,0.24268408,0
43.815693,-9.277559,0
-26.701206,-41.417362,0
20.983624,8.694589,0
18.694065,-49.249058,0
-25.886345,-28.32883,0
11.317829,-4.552359,0
-8.245492,-48.087715,0
4.397867,-54.393303,0
15.213089,-53.261627,0
21.67294,4.7970223,0
3.850037,-65.37265,0
46.088116,-10.404868,0
46.290276,-10.591387,0
-35.927692,-38.661285,0
16.831985,-55.471203,0
17.564825,-48.687504,0
23.436518,-61.00715,0
13.526981,-0.47688347,0
19.886719,2.7895668,0
16.165096,-52.062267,0
-12.503235,-50.257618,0
8.277465,-57.759655,0
-58.747803,7.487676,0
36.919106,2.3120422,0
40.252777,1.7023664,0
-5.937692,-42.44641,0
-6.3672323,-44.80183,0
17.01977,-29.298216,0
19.942507,3.0196607,0
8.820716,-10.328246,0
16.876823,2.1112437,0
-38.96739,-47.49627,0
-4.273978,-39.40096,0
-11.125811,-49.698303,0
17.608404,-52.160835,0
50.71237,14.345275,0
50.72329,14.378826,0
-18.58767,-24.345581,0
5.356861,-45.515392,0
19.245853,-7.637182,0
6.093335,-42.04976,0
-6.371104,-37.777534,0
-19.400532,-24.187977,0
-35.43236,-14.629843,0
-5.221666,-44.17387,0
-4.8634405,-39.144478,0
-16.3775,-25.996332,0
41.416782,-8.311481,0
12.848153,-29.546442,0
-23.75511,-28.93374,0
-23.711006,-29.598024,0
10.158824,-39.008232,0
12.284932,-45.10054,0
-6.5572653,-45.146294,0
-14.41566,-58.06647,0
-22.901579,-29.360184,0
-5.7454863,-45.057205,0
-9.343042,-37.522774,0
16.059391,-52.220978,0
18.2654,-63.649765,0
3.8050125,-47.60687,0
41.716755,0.29863065,0
45.617065,-6.31427,0
-26.318045,-28.441156,0
1.4100168,-62.835857,0
16.568727,-35.562485,0
14.217567,2.924897,0
12.272484,-43.95486,0
13.248588,-33.545734,0
2.9802525,-55.507282,0
-31.540588,-38.924923,0
12.223446,-44.35239,0
-11.503075,-48.798363,0
53.245712,-26.506685,0
46.68752,-31.597162,0
42.930607,-36.026028,0
-27.209944,-30.562609,0
-34.122314,-35.334232,0
-29.937649,-39.736042,0
53.370544,3.160589,0
8.499788,-45.437904,0
14.28569,2.7285671,0
11.098148,-39.67867,0
51.762558,7.7802315,0
18.457813,-6.827709,0
-1.2946762,-36.25156,0
30.555511,-17.091623,0
8.971365,-28.216066,0
28.390696,-17.488638,0
-1.4467298,-38.288544,0
3.6484668,-54.24765,0
-31.572397,-31.136139,0
16.956024,-2.8322685,0
-1.0939031,-37.01693,0
9.616928,-30.38881,0
14.310565,-34.024628,0
7.6372294,-54.79911,0
-16.585247,-26.391834,0
-16.777378,-26.349627,0
1.6661054,20.697977,0
3.8139422,10.800479,0
29.71997,-12.020557,0
29.986311,-13.902144,0
31.246162,-17.031794,0
28.800821,-15.725099,0
4.9707007,-52.556305,0
54.247417,-0.56345314,0
49.028595,8.158284,0
-4.1648693,-29.133087,0
-1.3747448,-36.179226,0
6.334909,-10.920043,0
4.408859,-52.26417,0
-29.828642,-39.691074,0
20.599665,-49.8618,0
2.8235123,-52.784786,0
43.469128,-32.65557,0
41.494347,-34.519413,0
11.849676,-31.147476,0
17.275694,-36.077198,0
-35.455612,-14.009605,0
-15.394086,-40.873875,0
41.06267,10.661331,0
41.04054,10.498606,0
5.639926,-57.044243,0
31.789522,-50.67783,0
32.2382,-51.099003,0
-14.301429,-40.959415,0
-37.177776,-5.459408,0
-13.930931,-22.339151,0
-36.21188,-48.36231,0
-18.338083,-20.188595,0
-30.508753,-53.20661,0
8.707862,-55.247353,0
14.136609,-35.49933,0
9.250096,4.3347716,0
-30.801733,-33.72833,0
40.309704,-15.205771,0
-30.145346,-54.597683,0
-30.063583,-35.99998,0
33.604298,-25.234291,0
35.745827,-27.159311,0
-20.40053,-59.55853,0
-22.848034,-54.576492,0
51.86649,-0.5530796,0
-30.687426,-53.205524,0
51.068832,3.9790893,0
-15.989671,-50.1019,0
-0.5558636,-29.922516,0
-23.282738,-31.87717,0
-37.33624,-43.022316,0
5.4763894,-48.565773,0
-3.6351383,-28.798487,0
32.74158,-17.420084,0
8.945573,-24.281816,0
28.810146,-14.550818,0
26.569178,-10.636085,0
26.725786,-10.722367,0
-5.2802825,-27.661982,2
-31.441748,-39.23281,0
8.029311,-0.08747391,0
8.005478,-0.4997955,0
8.095351,0.53891695,0
8.103664,0.24134001,0
52.46602,6.7185106,0
-3.854186,-27.205103,2
-2.2317603,-29.565006,0
4.0738735,-45.942307,0
12.002991,-61.4336,0
-0.14288852,-28.821335,0
-17.708073,-39.207943,0
-46.887463,-1.6567198,0
-51.014572,-13.223704,0
15.912787,-46.58086,0
22.09452,-48.73951,0
-28.501823,5.335623,2
-33.707283,-41.017105,0
-20.844677,-37.945915,0
17.54371,-54.682972,0
2.9444318,-56.039894,0
24.134293,-55.626934,0
-36.36396,-37.80198,0
-34.41867,-52.33365,0
-39.970184,-3.2143815,0
-37.167538,-5.3937488,0
-13.635653,-61.116314,0
20.45158,-53.742317,0
10.190177,-37.88251,0
-18.001373,-60.449272,0
-12.324357,-51.186752,0
-22.87989,-60.067993,0
-31.57858,-40.767365,0
-1.248168,-29.90252,0
16.424145,-3.864354,0
52.99622,2.3844802,0
45.089058,16.91246,0
32.694553,-10.832137,0
26.54006,-10.230448,0
-7.9279394,-46.51711,0
55.112484,4.666151,0
-15.146805,-56.482098,0
8.759305,-57.854397,0
16.758001,-55.303226,0
0.2538205,-63.308556,0
-13.686808,-57.85432,0
-33.9559,-35.891365,0
-31.35991,-54.046753,0
