tSNE1,tSNE2,Habitability
-24.427065,56.584625,0
-19.078817,50.476433,0
-2.9373088,-13.132132,0
-5.413851,61.593266,0
-13.156114,52.901093,0
-13.895628,53.918514,0
-5.5122094,-13.737945,0
-14.772938,54.175274,0
-15.049921,41.371254,0
-6.5888367,-12.638761,0
-11.91836,55.568405,0
-4.3073235,45.57742,0
-3.792592,40.662823,0
-12.856156,-16.29406,0
-12.649312,63.151585,0
-29.011484,9.359435,0
0.9212158,56.726116,0
-6.649351,64.20393,0
-9.037031,46.819588,0
3.1915536,65.22813,0
25.948206,17.0389,0
25.87703,17.13539,0
25.689564,17.308897,0
2.5541472,44.85947,0
2.489463,44.882412,0
2.4894497,44.88255,0
2.5294478,44.863186,0
-1.8632686,39.230515,0
-24.006811,15.823688,0
29.080446,25.033386,0
-32.514793,12.487471,0
-32.507843,12.4888,0
-45.350098,6.50233,0
-23.168186,19.849009,0
42.70888,37.776142,0
28.87506,23.090397,0
7.4420986,28.030941,0
-32.137917,17.30178,0
18.54773,17.367537,0
13.813395,21.040337,0
-24.009958,22.074297,0
-23.764343,22.618454,0
-37.867256,7.6974916,0
-44.733063,21.741507,0
-44.832325,21.638607,0
-15.492874,-20.16582,0
-37.853745,14.437061,0
11.628692,13.65951,0
-41.698418,9.541483,0
-30.978245,23.9862,0
-36.687794,20.020565,0
-33.187786,15.792939,0
-59.5343,18.836994,0
-44.99459,13.664477,0
-38.19941,17.815538,0
-30.721565,24.266893,0
-41.266422,8.247414,0
-53.903572,9.238449,0
22.841682,-36.941105,0
-41.231342,7.360661,0
-32.68925,22.297974,0
-27.56095,16.511463,0
-61.63022,12.383406,0
-61.508354,12.58597,0
-61.349598,13.01436,0
-47.849747,15.202149,0
-32.688175,-17.560213,0
-32.573975,-17.936012,0
-32.568573,-17.805954,0
-47.026447,5.8598266,0
-17.916693,6.6136103,0
-18.225203,6.907608,0
-18.579733,6.965482,0
-19.030052,7.0763106,0
-19.361067,7.1877193,0
-22.662876,-0.049186952,0
-58.827168,15.638741,0
-3.3730195,25.369455,0
-26.873991,-2.7634754,0
-26.824343,-2.7383006,0
-60.01756,18.6556,0
-60.024464,18.665583,0
-41.372444,6.768378,0
-37.742218,10.363375,0
-37.723038,10.347347,0
-37.68402,10.336077,0
-48.64628,12.712848,0
-29.671309,11.489135,0
-49.028255,12.8558655,0
-61.92202,11.287886,0
-30.366745,-18.458391,0
-38.521687,19.398088,0
-37.14453,19.399042,0
-37.44708,19.068789,0
-30.888845,5.554806,0
-26.999239,-23.614311,0
-26.97862,-23.593582,0
-33.134853,21.33142,0
-16.45792,10.65393,0
-23.659433,13.920276,0
-21.467352,14.109908,0
-24.788355,13.244774,0
-17.15254,26.8905,0
-17.000277,27.639803,0
-13.805807,13.088768,0
23.118547,15.942549,0
-30.823624,15.71129,0
-18.873987,14.28467,0
29.59551,3.1368709,0
-15.2068615,14.065574,0
-15.826564,14.2625065,0
-25.778471,12.947783,0
-17.565166,22.912468,0
22.747034,16.567665,0
-13.269606,20.799204,0
-14.739573,10.358833,0
-43.44637,13.852381,0
-23.957563,7.931898,0
-24.061094,8.015496,0
22.191607,16.331404,0
-24.574472,8.698278,0
-24.737757,8.855045,0
-14.860632,10.500129,0
-32.529106,-18.458221,0
21.396503,17.089455,0
-15.008808,9.583396,0
15.024363,5.4974966,0
-13.599442,9.375676,0
-22.411957,1.9317069,0
-54.846436,14.292277,2
-54.92956,14.408093,0
-25.285706,14.694199,0
-22.322424,17.679667,0
-29.202812,21.909496,0
-21.903835,20.837845,0
-23.043238,16.739958,0
-21.969906,21.42676,0
-25.545725,13.576455,0
-24.434511,13.355026,0
-21.680426,22.453964,0
-19.916842,19.291769,0
-13.435601,15.783457,0
-22.529543,17.559597,0
-21.851545,21.079798,0
28.65189,24.53745,0
27.342077,23.869894,0
-13.397297,15.543484,0
-20.521608,17.233673,0
-3.460463,24.460052,0
-26.799849,15.327149,0
-13.1834955,16.247688,0
-18.54537,21.788355,0
-18.859287,22.331303,0
-14.952344,13.787692,0
-18.534945,14.740953,0
-25.949312,-47.35961,0
29.29453,1.8471361,0
-23.713026,15.42967,0
-20.743015,23.318115,0
29.283562,1.8388578,0
-20.625526,16.666817,0
-18.462927,2.6280642,0
-18.253576,2.9272058,0
-18.35763,2.7910705,0
-31.51084,20.359453,0
-31.37427,19.97322,0
-15.239726,13.845219,0
-13.979401,7.329889,0
-24.649796,10.356568,0
-14.0319395,12.674459,0
