PC1,PC2,Habitability
-0.4777025351232962,-0.5654919090226926,0
-0.8037487989832973,-0.4808238059204595,0
-0.2887585132573491,-0.10925359271054257,0
-2.4285541746484123,1.2969814480253425,0
0.5538775375056361,1.6859697832450529,0
-1.0889164847472201,1.0248528171119453,0
-0.8175654532961999,-0.10001290668430142,0
0.4813831980705726,0.3812796371711597,0
-0.4604716437175397,0.889277432699247,0
-0.4290925653853125,1.0176181036749818,0
-0.5591718177873114,-0.03210319665303387,0
-8.01850307831871,0.7967788812553546,0
-0.20589780031801008,0.003175763253707892,0
-0.2834833987553722,-0.08695226327982784,0
-0.23705372768818103,0.00390578320704127,0
-6.451455334344804,0.92783868318434,0
-1.4752258857242377,-0.0633859979757806,0
4.5467659178581545,1.962887010396759,0
0.1573535234285814,0.03319820714289714,0
-0.6235407970075684,-0.6938132525976166,0
2.3113113631112,1.8381432327272476,0
2.4759000095941017,1.750172815274795,0
2.3698490210709102,1.8830441575878858,0
-0.3099940485038967,-0.07668684584105953,0
3.6401662061797744,-4.140265954696756,0
-2.1285697233479497,-0.00273045927282511,0
-2.5746736382482545,3.976750836313474,0
-2.8649252389535245,1.1375608683809324,0
-1.7854988706063588,-4.828914695481661,0
-2.8901539109375944,0.9863875633061691,0
-1.1573235864823987,1.019970736416317,0
-0.22741057824792107,-2.918582851862119,0
-1.0001497194802265,3.550451356623129,0
-1.2313682943459974,5.70957360140697,0
3.1420756363824065,1.919343058689032,0
4.619640536255149,5.942115833166921,0
-1.0542636638150074,0.6902947919474764,0
-0.2967931598887234,5.4104476635160585,0
-0.8465261441138431,0.9118942541710892,0
0.6715920449766128,-0.13247914521229245,0
-0.2527970095248746,-0.07360404539753591,0
-0.14757823790404526,-0.82225051231917,0
-2.9125026655671813,1.08483606308387,0
-0.10964516123993225,-0.23918963152152392,0
0.875496633223484,3.014882437246776,0
0.19652897776972303,-1.5116014638739121,0
0.304822577741635,-2.286792987046889,0
-0.8283701236504509,0.5180564958153523,0
0.3326548826190764,4.429118657252948,0
-0.7654026031344369,0.09561812720593751,0
-0.37055596110104105,1.1831435527854985,0
-0.9168172506967119,1.3108858235335408,0
-5.828108763744342,-1.807024556449652,0
-6.216899591985089,6.54203517436074,0
-3.8569357407653024,-1.5604341551660004,0
-4.343324151322321,0.9677341821573274,0
-0.8450672570669815,-4.047723098207842,0
-5.987547654196347,0.6129891977140388,0
-0.5069199830794914,0.06779677769530988,0
-3.982260926175908,1.0552148663663605,0
-7.461742249092869,0.9170360989494148,0
-0.23515318673773628,-0.043763674986477784,0
-0.6715517718005157,-0.48018369449281917,0
-0.042607357881377414,-0.04564815957338174,0
3.5415809090327315,-3.403543562839721,0
-2.6117240034032236,-0.1361609136230559,0
6.562612947503029,-2.811138465795865,0
2.864475776544949,-3.0313173304568624,0
1.724731148625624,-4.578245929442885,0
5.593782344485222,-3.5185190905384403,0
3.5979546278122085,-2.4021910875882235,0
7.003056400022329,-2.1416628298467697,0
0.6711523170489544,-3.551804691415682,0
8.862905740937494,-2.3359467648639365,0
0.3113335355876887,-3.435629446907473,0
0.7469675422171174,-0.3263272132289834,0
0.5902090702106166,0.07474135895666935,0
8.436916767233763,-0.756908512174768,0
2.7240019810507357,-1.091223399283577,0
7.720837211503836,-2.381925208361347,0
-1.623473054824826,-1.4950993228270408,0
-1.9103243300757888,-0.2596069992619931,0
4.8997571729284495,-3.94634956967044,0
8.288608220368976,-1.9733165130052048,0
4.127181410224438,-4.6816557836391155,0
6.414773974476262,-3.9142128674031493,0
0.1252564373738091,-4.6035940598701925,0
9.635159081852393,-1.4187755828191424,0
3.458970650653144,-1.3800149696111592,0
4.2199949992274215,-2.6178113938679397,0
2.160017534761043,-1.411023714800191,0
-2.0252958723819003,-4.048931920980809,0
-2.1075814823124253,-3.119577827085814,0
-3.3885949057095592,-2.088182837160635,0
-0.2939475784543988,6.444826662702295,0
0.19534578222649637,-1.7683141328726792,0
-0.22698010175147154,-0.028622798147253464,0
-0.5793300403933652,4.211453363755452,0
-1.3161624096479447,-0.11256940069473015,0
-6.024914286489897,1.0306163575169451,0
-0.7360545098885628,-0.965951636369937,0
-0.07061163561147646,0.7160562664286242,0
-0.8703848310334695,-1.7798653260268162,0
-0.5618851538307625,-0.7120371185488377,0
-1.493428051097438,-1.7418914197251079,0
-1.2898542676570568,-1.3558307686258098,0
-0.7849063754924441,-1.1487835595219957,0
-2.1242389562886994,-1.323925258130705,0
0.13561761781059442,-0.5136329785227775,0
-0.620353288995629,-1.7364815017341555,0
-1.0342365229399224,-0.8147997578641748,0
-0.2519842133021335,-1.4410303267114166,0
-0.9675060270194986,-1.8525790448725985,0
-6.947138470158975,2.3543350252798723,0
4.949683124157854,2.020201854120805,0
